,Verse,Meter,char_count
201141,having no other care than dispensing music to mortals,dactyl,6
201142,far renowned was he for his silver locks and his fiddle,dactyl,6
201143,long live michael' they cried 'our brave acadian minstrel',dactyl,6
201144,as they bore him aloft in triumphal procession and straightway,dactyl,6
201145,father felician advanced with evangeline greeting the old man,dactyl,6
201146,kindly and oft and recalling the past while basil enraptured,dactyl,6
201147,hailed with hilarious joy his old companions and gossips,dactyl,6
201148,laughing loud and long and embracing mothers and daughters,dactyl,6
201149,much they marvelled to see the wealth of the ci devant blacksmith,dactyl,6
201150,all his domains and his herds and his patriarchal demeanor,dactyl,6
201151,much they marvelled to hear his tales of the soil and the climate,dactyl,6
201152,and of the prairies whose numberless herds were his who would take them,dactyl,6
201153,each one thought in his heart that he too would go and do likewise,dactyl,6
201154,thus they ascended the steps and crossing the breezy veranda,dactyl,6
201155,entered the hall of the house where already the supper of basil,dactyl,6
201156,waited his late return and they rested and feasted together,dactyl,6
201157,over the joyous feast the sudden darkness descended,dactyl,6
201158,all was silent without and illuming the landscape with silver,dactyl,6
201159,fair rose the dewy moon and the myriad stars but within doors,dactyl,6
201160,brighter than these shone the faces of friends in the glimmering lamplight,dactyl,6
201161,then from his station aloft at the head of the table the herdsman,dactyl,6
201162,poured forth his heart and his wine together in endless profusion,dactyl,6
201163,lighting his pipe that was filled with sweet natchitoches tobacco,dactyl,6
201164,thus he spake to his guests who listened and smiled as they listened,dactyl,6
201165,welcome once more my friends who long have been friendless and homeless,dactyl,6
201166,welcome once more to a home that is better perchance than the old one,dactyl,6
201167,here no hungry winter congeals our blood like the rivers,dactyl,6
201168,here no stony ground provokes the wrath of the farmer,dactyl,6
201169,smoothly the ploughshare runs through the soil as a keel through the water,dactyl,6
201170,all the year round the orange groves are in blossom and grass grows,dactyl,6
201171,more in a single night than a whole canadian summer,dactyl,6
201172,here too numberless herds run wild and unclaimed in the prairies,dactyl,6
201173,here too lands may be had for the asking and forests of timber,dactyl,6
201174,with a few blows of the axe are hewn and framed into houses,dactyl,6
201175,after your houses are built and your fields are yellow with harvests,dactyl,6
201176,no king george of england shall drive you away from your homesteads,dactyl,6
201177,burning your dwellings and barns and stealing your farms and your cattle',dactyl,6
201178,speaking these words he blew a wrathful cloud from his nostrils,dactyl,6
201179,while his huge brown hand came thundering down on the table,dactyl,6
201180,so that the guests all started and father felician astounded,dactyl,6
201181,suddenly paused with a pinch of snuff half way to his nostrils,dactyl,6
201182,but the brave basil resumed and his words were milder and gayer,dactyl,6
201183,only beware of the fever my friends beware of the fever,dactyl,6
201184,for it is not like that of our cold acadian climate,dactyl,6
201185,cured by wearing a spider hung round one's neck in a nutshell',dactyl,6
201186,then there were voices heard at the door and footsteps approaching,dactyl,6
201187,sounded upon the stairs and the floor of the breezy veranda,dactyl,6
201188,it was the neighboring creoles and small acadian planters,dactyl,6
201189,who had been summoned all to the house of basil the herdsman,dactyl,6
201190,merry the meeting was of ancient comrades and neighbors,dactyl,6
201191,friend clasped friend in his arms and they who before were as strangers,dactyl,6
201192,meeting in exile became straightway as friends to each other,dactyl,6
201193,drawn by the gentle bond of a common country together,dactyl,6
201194,but in the neighboring hall a strain of music proceeding,dactyl,6
201195,from the accordant strings of michael's melodious fiddle,dactyl,6
201196,broke up all further speech away like children delighted,dactyl,6
201197,all things forgotten beside they gave themselves to the maddening,dactyl,6
201198,whirl of the giddy dance as it swept and swayed to the music,dactyl,6
201199,dreamlike with beaming eyes and the rush of fluttering garments,dactyl,6
201200,meanwhile apart at the head of the hall the priest and the herdsman,dactyl,6
201201,sat conversing together of past and present and future,dactyl,6
201202,while evangeline stood like one entranced for within her,dactyl,6
201203,olden memories rose and loud in the midst of the music,dactyl,6
201204,heard she the sound of the sea and an irrepressible sadness,dactyl,6
201205,came o'er her heart and unseen she stole forth into the garden,dactyl,6
201206,beautiful was the night behind the black wall of the forest,dactyl,6
201207,tipping its summit with silver arose the moon on the river,dactyl,6
201208,fell here and there through the branches a tremulous gleam of the moonlight,dactyl,6
201209,like the sweet thoughts of love on a darkened and devious spirit,dactyl,6
201210,nearer and round about her the manifold flowers of the garden,dactyl,6
201211,poured out their souls in odors that were their prayers and confessions,dactyl,6
201212,unto the night as it went its way like a silent carthusian,dactyl,6
201213,fuller of fragrance than they and as heavy with shadows and nightdews,dactyl,6
201214,hung the heart of the maiden the calm and the magical moonlight,dactyl,6
201215,seemed to inundate her soul with indefinable longings,dactyl,6
201216,as through the garden gate and beneath the shade of the oak trees,dactyl,6
201217,passed she along the path to the edge of the measureless prairie,dactyl,6
201218,silent it lay with a silvery haze upon it and fire flies,dactyl,6
201219,gleamed and floated away in mingled and infinite numbers,dactyl,6
201220,over her head the stars the thoughts of god in the heavens,dactyl,6
201221,shone on the eyes of man who had ceased to marvel and worship,dactyl,6
201222,save when a blazing comet was seen on the walls of that temple,dactyl,6
201223,as if a hand had appeared and written upon them 'upharsin',dactyl,6
201224,and the soul of the maiden between the stars and the fire flies,dactyl,6
201225,wandered alone and she cried 'o gabriel o my beloved,dactyl,6
201226,art thou so near unto me and yet i cannot behold thee,dactyl,6
201227,art thou so near unto me and yet thy voice does not reach me,dactyl,6
201228,ah how often thy feet have trod this path to the prairie,dactyl,6
201229,ah how often thine eyes have looked on the woodlands around me,dactyl,6
201230,ah how often beneath this oak returning from labor,dactyl,6
201231,thou hast lain down to rest and to dream of me in thy slumbers,dactyl,6
201232,when shall these eyes behold these arms be folded about thee',dactyl,6
201233,loud and sudden and near the notes of a whippoorwill sounded,dactyl,6
201234,like a flute in the woods and anon through the neighboring thickets,dactyl,6
201235,farther and farther away it floated and dropped into silence,dactyl,6
201236,patience' whispered the oaks from oracular caverns of darkness,dactyl,6
201237,and from the moonlit meadow a sigh responded 'to morrow',dactyl,6
201238,bright rose the sun next day and all the flowers of the garden,dactyl,6
201239,bathed his shining feet with their tears and anointed his tresses,dactyl,6
201240,with the delicious balm that they bore in their vases of crystal,dactyl,6
201241,farewell' said the priest as he stood at the shadowy threshold,dactyl,6
201242,see that you bring us the prodigal son from his fasting and famine,dactyl,6
201243,and too the foolish virgin who slept when the bridegroom was coming',dactyl,6
201244,farewell' answered the maiden and smiling with basil descended,dactyl,6
201245,down to the river's brink where the boatmen already were waiting,dactyl,6
201246,thus beginning their journey with morning and sunshine and gladness,dactyl,6
201247,swiftly they followed the flight of him who was speeding before them,dactyl,6
201248,blown by the blast of fate like a dead leaf over the desert,dactyl,6
201249,not that day nor the next nor yet the day that succeeded,dactyl,6
201250,found they the trace of his course in lake or forest or river,dactyl,6
201251,nor after many days had they found him but vague and uncertain,dactyl,6
201252,rumors alone were their guides through a wild and desolate country,dactyl,6
201253,till at the little inn of the spanish town of adayes,dactyl,6
201254,weary and worn they alighted and learned from the garrulous landlord,dactyl,6
201255,that on the day before with horses and guides and companions,dactyl,6
201256,gabriel left the village and took the road of the prairies,dactyl,6
201257,far in the west there lies a desert land where the mountains,dactyl,6
201258,lift through perpetual snows their lofty and luminous summits,dactyl,6
201259,down from their jagged deep ravines where the gorge like a gateway,dactyl,6
201260,opens a passage rude to the wheels of the emigrant's wagon,dactyl,6
201261,westward the oregon flows and the walleway and owyhee,dactyl,6
201262,eastward with devious course among the wind river mountains,dactyl,6
201263,through the sweet water valley precipitate leaps the nebraska,dactyl,6
201264,and to the south from fontaine qui bout and the spanish sierras,dactyl,6
201265,fretted with sands and rocks and swept by the wind of the desert,dactyl,6
201266,numberless torrents with ceaseless sound descend to the ocean,dactyl,6
201267,like the great chords of a harp in loud and solemn vibrations,dactyl,6
201268,spreading between these streams are the wondrous beautiful prairies,dactyl,6
201269,billowy bays of grass ever rolling in shadow and sunshine,dactyl,6
201270,bright with luxuriant clusters of roses and purple amorphas,dactyl,6
201271,over them wandered the buffalo herds and the elk and the roebuck,dactyl,6
201272,over them wandered the wolves and herds of riderless horses,dactyl,6
201273,fires that blast and blight and winds that are weary with travel,dactyl,6
201274,over them wander the scattered tribes of ishmael's children,dactyl,6
201275,staining the desert with blood and above their terrible war trails,dactyl,6
201276,circles and sails aloft on pinions majestic the vulture,dactyl,6
201277,like the implacable soul of a chieftain slaughtered in battle,dactyl,6
201278,by invisible stairs ascending and scaling the heavens,dactyl,6
201279,here and there rise smokes from the camps of these savage marauders,dactyl,6
201280,here and there rise groves from the margins of swift running rivers,dactyl,6
201281,and the grim taciturn bear the anchorite monk of the desert,dactyl,6
201282,climbs down their dark ravines to dig for roots by the brook side,dactyl,6
201283,and over all is the sky the clear and crystalline heaven,dactyl,6
201284,like the protecting hand of god inverted above them,dactyl,6
201285,into this wonderful land at the base of the ozark mountains,dactyl,6
201286,gabriel far had entered with hunters and trappers behind him,dactyl,6
201287,day after day with their indian guides the maiden and basil,dactyl,6
201288,followed his flying steps and thought each day to o'ertake him,dactyl,6
201289,sometimes they saw or thought they saw the smoke of his camp fire,dactyl,6
201290,rise in the morning air from the distant plain but at nightfall,dactyl,6
201291,when they had reached the place they found only embers and ashes,dactyl,6
201292,and though their hearts were sad at times and their bodies were weary,dactyl,6
201293,hope still guided them on as the magic fata morgana,dactyl,6
201294,showed them her lakes of light that retreated and vanished before them,dactyl,6
201295,once as they sat by their evening fire there silently entered,dactyl,6
201296,into their little camp an indian woman whose features,dactyl,6
201297,wore deep traces of sorrow and patience as great as her sorrow,dactyl,6
201298,she was a shawnee woman returning home to her people,dactyl,6
201299,from the far off hunting grounds of the cruel camanches,dactyl,6
201300,where her canadian husband a coureur des bois had been murdered,dactyl,6
201301,touched were their hearts at her story and warmest and friendliest welcome,dactyl,6
201302,gave they with words of cheer and she sat and feasted among them,dactyl,6
201303,on the buffalo meat and the venison cooked on the embers,dactyl,6
201304,but when their meal was done and basil and all his companions,dactyl,6
201305,worn with the long day's march and the chase of the deer and the bison,dactyl,6
201306,stretched themselves on the ground and slept where the quivering fire light,dactyl,6
201307,flashed on their swarthy cheeks and their forms wrapped up in their blankets,dactyl,6
201308,then at the door of evangeline's tent she sat and repeated,dactyl,6
201309,slowly with soft low voice and the charm of her indian accent,dactyl,6
201310,all the tale of her love with its pleasures and pains and reverses,dactyl,6
201311,much evangeline wept at the tale and to know that another,dactyl,6
201312,hapless heart like her own had loved and had been disappointed,dactyl,6
201313,moved to the depths of her soul by pity and woman's compassion,dactyl,6
201314,yet in her sorrow pleased that one who had suffered was near her,dactyl,6
201315,she in turn related her love and all its disasters,dactyl,6
201316,mute with wonder the shawnee sat and when she had ended,dactyl,6
201317,still was mute but at length as if a mysterious horror,dactyl,6
201318,passed through her brain she spake and repeated the tale of the mowis,dactyl,6
201319,mowis the bridegroom of snow who won and wedded a maiden,dactyl,6
201320,but when the morning came arose and passed from the wigwam,dactyl,6
201321,fading and melting away and dissolving into the sunshine,dactyl,6
201322,till she beheld him no more though she followed far into the forest,dactyl,6
201323,then in those sweet low tones that seemed like a weird incantation,dactyl,6
201324,told she the tale of the fair lilinau who was wooed by a phantom,dactyl,6
201325,that through the pines o'er her father's lodge in the hush of the twilight,dactyl,6
201326,breathed like the evening wind and whispered love to the maiden,dactyl,6
201327,till she followed his green and waving plume through the forest,dactyl,6
201328,and nevermore returned nor was seen again by her people,dactyl,6
201329,silent with wonder and strange surprise evangeline listened,dactyl,6
201330,to the soft flow of her magical words till the region around her,dactyl,6
201331,seemed like enchanted ground and her swarthy guest the enchantress,dactyl,6
201332,slowly over the tops of the ozark mountains the moon rose,dactyl,6
201333,lighting the little tent and with a mysterious splendor,dactyl,6
201334,touching the sombre leaves and embracing and filling the woodland,dactyl,6
201335,with a delicious sound the brook rushed by and the branches,dactyl,6
201336,swayed and sighed overhead in scarcely audible whispers,dactyl,6
201337,filled with the thoughts of love was evangeline's heart but a secret,dactyl,6
201338,subtile sense crept in of pain and indefinite terror,dactyl,6
201339,as the cold poisonous snake creeps into the nest of the swallow,dactyl,6
201340,it was no earthly fear a breath from the region of spirits,dactyl,6
201341,seemed to float in the air of night and she felt for a moment,dactyl,6
201342,that like the indian maid she too was pursuing a phantom,dactyl,6
201343,with this thought she slept and the fear and the phantom had vanished,dactyl,6
201344,early upon the morrow the march was resumed and the shawnee,dactyl,6
201345,said as they journeyed along 'on the western slope of these mountains,dactyl,6
201346,dwells in his little village the black robe chief of the mission,dactyl,6
201347,much he teaches the people and tells them of mary and jesus,dactyl,6
201348,loud laugh their hearts with joy and weep with pain as they hear him',dactyl,6
201349,then with a sudden and secret emotion evangeline answered,dactyl,6
201350,let us go to the mission for there good tidings await us',dactyl,6
201351,thither they turned their steeds and behind a spur of the mountains,dactyl,6
201352,just as the sun went down they heard a murmur of voices,dactyl,6
201353,and in a meadow green and broad by the bank of a river,dactyl,6
201354,saw the tents of the christians the tents of the jesuit mission,dactyl,6
201355,under a towering oak that stood in the midst of the village,dactyl,6
201356,knelt the black robe chief with his children a crucifix fastened,dactyl,6
201357,high on the trunk of the tree and overshadowed by grapevines,dactyl,6
201358,looked with its agonized face on the multitude kneeling beneath it,dactyl,6
201359,this was their rural chapel aloft through the intricate arches,dactyl,6
201360,of its aerial roof arose the chant of their vespers,dactyl,6
201361,mingling its notes with the soft susurrus and sighs of the branches,dactyl,6
201362,silent with heads uncovered the travellers nearer approaching,dactyl,6
201363,knelt on the swarded floor and joined in the evening devotions,dactyl,6
201364,but when the service was done and the benediction had fallen,dactyl,6
201365,forth from the hands of the priest like seed from the hands of the sower,dactyl,6
201366,slowly the reverend man advanced to the strangers and bade them,dactyl,6
201367,welcome and when they replied he smiled with benignant expression,dactyl,6
201368,hearing the homelike sounds of his mother tongue in the forest,dactyl,6
201369,and with words of kindness conducted them into his wigwam,dactyl,6
201370,there upon mats and skins they reposed and on cakes of the maize ear,dactyl,6
201371,feasted and slaked their thirst from the water gourd of the teacher,dactyl,6
201372,soon was their story told and the priest with solemnity answered,dactyl,6
201373,nor six suns have risen and set since gabriel seated,dactyl,6
201374,on this mat by my side where now the maiden reposes,dactyl,6
201375,told me this same sad tale then arose and continued his journey',dactyl,6
201376,soft was the voice of the priest and he spake with an accent of kindness,dactyl,6
201377,but on evangeline's heart fell his words as in winter the snow flakes,dactyl,6
201378,fall into some lone nest from which the birds have departed,dactyl,6
201379,far to the north he has gone' continued the priest 'but in autumn,dactyl,6
201380,when the chase is done will return again to the mission',dactyl,6
201381,then evangeline said and her voice was meek and submissive,dactyl,6
201382,let me remain with thee for my soul is sad and afflicted',dactyl,6
201383,so seemed it wise and well unto all and betimes on the morrow,dactyl,6
201384,mounting his mexican steed with his indian guides and companions,dactyl,6
201385,homeward basil returned and evangeline stayed at the mission,dactyl,6
201386,slowly slowly slowly the days succeeded each other,dactyl,6
201387,days and weeks and months and the fields of maize that were springing,dactyl,6
201388,green from the ground when a stranger she came now waving above her,dactyl,6
201389,lifted their slender shafts with leaves interlacing and forming,dactyl,6
201390,cloisters for mendicant crows and granaries pillaged by squirrels,dactyl,6
201391,then in the golden weather the maize was husked and the maidens,dactyl,6
201392,blushed at each blood red ear for that betokened a lover,dactyl,6
201393,but at the crooked laughed and called it a thief in the cornfield,dactyl,6
201394,even the blood red ear to evangeline brought not her lover,dactyl,6
201395,patience' the priest would say 'have faith and thy prayer will be answered,dactyl,6
201396,look at this vigorous plant that lifts its head from the meadow,dactyl,6
201397,see how its leaves are turned to the north as true as the magnet,dactyl,6
201398,this is the compass flower that the finger of god has planted,dactyl,6
201399,here in the houseless wild to direct the traveller's journey,dactyl,6
201400,over the sea like pathless limitless waste of the desert,dactyl,6
201401,such in the soul of man is faith the blossoms of passion,dactyl,6
201402,gay and luxuriant flowers are brighter and fuller of fragrance,dactyl,6
201403,but they beguile us and lead us astray and their odor is deadly,dactyl,6
201404,only this humble plant can guide us here and hereafter,dactyl,6
201405,crown us with asphodel flowers that are wet with the dews of nepenthe',dactyl,6
201406,so came the autumn and passed and the winteryet gabriel came not,dactyl,6
201407,blossomed the opening spring and the notes of the robin and bluebird,dactyl,6
201408,sounded sweet upon wold and in wood yet gabriel came not,dactyl,6
201409,but on the breath of the summer winds a rumor was wafted,dactyl,6
201410,sweeter than song of bird or hue or odor of blossom,dactyl,6
201411,far to the north and east it said in the michigan forests,dactyl,6
201412,gabriel had his lodge by the banks of the saginaw river,dactyl,6
201413,and with returning guides that sought the lakes of st lawrence,dactyl,6
201414,saying a sad farewell evangeline went from the mission,dactyl,6
201415,when over weary ways by long and perilous marches,dactyl,6
201416,she had attained at length the depths of the michigan forests,dactyl,6
201417,found she the hunter's lodge deserted and fallen to ruin,dactyl,6
201418,thus did the long sad years glide on and in seasons and places,dactyl,6
201419,divers and distant far was seen the wandering maiden,dactyl,6
201420,now in the tents of grace of the meek moravian missions,dactyl,6
201421,now in the noisy camps and the battle fields of the army,dactyl,6
201422,now in secluded hamlets in towns and populous cities,dactyl,6
201423,like a phantom she came and passed away unremembered,dactyl,6
201424,fair was she and young when in hope began the long journey,dactyl,6
201425,faded was she and old when in disappointment it ended,dactyl,6
201426,each succeeding year stole something away from her beauty,dactyl,6
201427,leaving behind it broader and deeper the gloom and the shadow,dactyl,6
201428,then there appeared and spread faint streaks of gray o'er her forehead,dactyl,6
201429,dawn of another life that broke o'er her earthly horizon,dactyl,6
201430,as in the eastern sky the first faint streaks of the morning,dactyl,6
201431,in that delightful land which is washed by the delaware waters,dactyl,6
201432,guarding in sylvan shades the name of penn the apostle,dactyl,6
201433,stands on the banks of its beautiful stream the city he founded,dactyl,6
201434,there all the air is balm and the peach is the emblem of beauty,dactyl,6
201435,and the streets still re echo the names of the trees of the forest,dactyl,6
201436,as if they fain would appease the dryads whose haunts they molested,dactyl,6
201437,there from the troubled sea had evangeline landed an exile,dactyl,6
201438,finding among the children of penn a home and a country,dactyl,6
201439,there old ren leblanc had died and when he departed,dactyl,6
201440,saw at his side only one of all his hundred descendants,dactyl,6
201441,something at least there was in the friendly streets of the city,dactyl,6
201442,something that spake to her heart and made her no longer a stranger,dactyl,6
201443,and her ear was pleased with the thee and thou of the quakers,dactyl,6
201444,for it recalled the past the old acadian country,dactyl,6
201445,where all men were equal and all were brothers and sisters,dactyl,6
201446,so when the fruitless search the disappointed endeavor,dactyl,6
201447,ended to recommence no more upon earth uncomplaining,dactyl,6
201448,thither as leaves to the light were turned her thoughts and her footsteps,dactyl,6
201449,as from the mountain's top the rainy mists of the morning,dactyl,6
201450,roll away and afar we behold the landscape below us,dactyl,6
201451,sun illumined with shining rivers and cities and hamlets,dactyl,6
201452,so fell the mists from her mind and she saw the world far below her,dactyl,6
201453,dark no longer but all illumined with love and the pathway,dactyl,6
201454,which she had climbed so far lying smooth and fair in the distance,dactyl,6
201455,gabriel was not forgotten within her heart was his image,dactyl,6
201456,clothed in the beauty of love and youth as last she beheld him,dactyl,6
201457,only more beautiful made by his death like silence and absence,dactyl,6
201458,into her thoughts of him time entered not for it was not,dactyl,6
201459,over him years had no power he was not changed but transfigured,dactyl,6
201460,he had become to her heart as one who is dead and not absent,dactyl,6
201461,patience and abnegation of self and devotion to others,dactyl,6
201462,this was the lesson a life of trial and sorrow had taught her,dactyl,6
201463,so was her love diffused but like to some odorous spices,dactyl,6
201464,suffered no waste nor loss though filling the air with aroma,dactyl,6
201465,other hope had she none nor wish in life but to follow,dactyl,6
201466,meekly with reverent steps the sacred feet of her saviour,dactyl,6
201467,thus many years she lived as a sister of mercy frequenting,dactyl,6
201468,lonely and wretched roofs in the crowded lanes of the city,dactyl,6
201469,where distress and want concealed themselves from the sunlight,dactyl,6
201470,where disease and sorrow in garrets languished neglected,dactyl,6
201471,night after night when the world was asleep as the watchman repeated,dactyl,6
201472,loud through the gusty streets that all was well in the city,dactyl,6
201473,high at some lonely window he saw the light of her taper,dactyl,6
201474,day after day in the gray of the dawn as slow through the suburbs,dactyl,6
201475,plodded the german farmer with flowers and fruits for the market,dactyl,6
201476,met he that meek pale face returning home from its watchings,dactyl,6
201477,then it came to pass that a pestilence fell on the city,dactyl,6
201478,presaged by wondrous signs and mostly by flocks of wild pigeons,dactyl,6
201479,darkening the sun in their flight with naught in their craws but an acorn,dactyl,6
201480,and as the tides of the sea arise in the month of september,dactyl,6
201481,flooding some silver stream till it spreads to a lake in the meadow,dactyl,6
201482,so death flooded life and o'erflowing its natural margin,dactyl,6
201483,spread to a brackish lake the silver stream of existence,dactyl,6
201484,wealth had no power to bribe nor beauty to charm the oppressor,dactyl,6
201485,but all perished alike beneath the scourge of his anger,dactyl,6
201486,only alas the poor who had neither friends nor attendants,dactyl,6
201487,crept away to die in the almshouse home of the homeless,dactyl,6
201488,then in the suburbs it stood in the midst of meadows and woodlands,dactyl,6
201489,now the city surrounds it but still with its gateway and wicket,dactyl,6
201490,meek in the midst of splendor its humble walls seemed to echo,dactyl,6
201491,softly the words of the lord 'the poor ye always have with you',dactyl,6
201492,thither by night and by day came the sister of mercy the dying,dactyl,6
201493,looked up into her face and thought indeed to behold there,dactyl,6
201494,gleams of celestial light encircle her forehead with splendor,dactyl,6
201495,such as the artist paints o'er the brows of saints and apostles,dactyl,6
201496,or such as hangs by night o'er a city seen at a distance,dactyl,6
201497,unto their eyes it seemed the lamps of the city celestial,dactyl,6
201498,into whose shining gates erelong their spirits would enter,dactyl,6
201499,thus on a sabbath morn through the streets deserted and silent,dactyl,6
201500,wending her quiet way she entered the door of the almshouse,dactyl,6
201501,sweet on the summer air was the odor of flowers in the garden,dactyl,6
201502,and she paused on her way to gather the fairest among them,dactyl,6
201503,that the dying once more might rejoice in their fragrance and beauty,dactyl,6
201504,then as she mounted the stairs to the corridors cooled by the east wind,dactyl,6
201505,distant and soft on her ear fell the chimes from the belfry of christ church,dactyl,6
201506,while intermingled with these across the meadows were wafted,dactyl,6
201507,sounds of psalms that were sung by the swedes in their church at wicaco,dactyl,6
201508,soft as descending wings fell the calm of the hour on her spirit,dactyl,6
201509,something within her said 'at length thy trials are ended',dactyl,6
201510,and with light in her looks she entered the chambers of sickness,dactyl,6
201511,noiselessly moved about the assiduous careful attendants,dactyl,6
201512,moistening the feverish lip and the aching brow and in silence,dactyl,6
201513,closing the sightless eyes of the dead and concealing their faces,dactyl,6
201514,where on their pallets they lay like drifts of snow by the roadside,dactyl,6
201515,many a languid head upraised as evangeline entered,dactyl,6
201516,turned on its pillow of pain to gaze while she passed for her presence,dactyl,6
201517,fell on their hearts like a ray of the sun on the walls of a prison,dactyl,6
201518,and as she looked around she saw how death the consoler,dactyl,6
201519,laying his hand upon many a heart had healed it forever,dactyl,6
201520,many familiar forms had disappeared in the night time,dactyl,6
201521,vacant their places were or filled already by strangers,dactyl,6
201522,suddenly as if arrested by fear or a feeling of wonder,dactyl,6
201523,still she stood with her colorless lips apart while a shudder,dactyl,6
201524,ran through her frame and forgotten the flowerets dropped from her fingers,dactyl,6
201525,and from her eyes and cheeks the light and bloom of the morning,dactyl,6
201526,then there escaped from her lips a cry of such terrible anguish,dactyl,6
201527,that the dying heard it and started up from their pillows,dactyl,6
201528,on the pallet before her was stretched the form of an old man,dactyl,6
201529,long and thin and gray were the locks that shaded his temples,dactyl,6
201530,but as he lay in the morning light his face for a moment,dactyl,6
201531,seemed to assume once more the forms of its earlier manhood,dactyl,6
201532,so are wont to be changed the faces of those who are dying,dactyl,6
201533,hot and red on his lips still burned the flush of the fever,dactyl,6
201534,as if life like the hebrew with blood had besprinkled its portals,dactyl,6
201535,that the angel of death might see the sign and pass over,dactyl,6
201536,motionless senseless dying he lay and his spirit exhausted,dactyl,6
201537,seemed to be sinking down through infinite depths in the darkness,dactyl,6
201538,darkness of slumber and death forever sinking and sinking,dactyl,6
201539,then through those realms of shade in multiplied reverberations,dactyl,6
201540,heard he that cry of pain and through the hush that succeeded,dactyl,6
201541,whispered a gentle voice in accents tender and saint like,dactyl,6
201542,gabriel o my beloved' and died away into silence,dactyl,6
201543,then he beheld in a dream once more the home of his childhood,dactyl,6
201544,green acadian meadows with sylvan rivers among them,dactyl,6
201545,village and mountain and woodlands and walking under their shadow,dactyl,6
201546,as in the days of her youth evangeline rose in his vision,dactyl,6
201547,tears came into his eyes and as slowly he lifted his eyelids,dactyl,6
201548,vanished the vision away but evangeline knelt by his bedside,dactyl,6
201549,vainly he strove to whisper her name for the accents unuttered,dactyl,6
201550,died on his lips and their motion revealed what his tongue would have spoken,dactyl,6
201551,vainly he strove to rise and evangeline kneeling beside him,dactyl,6
201552,kissed his dying lips and laid his head on her bosom,dactyl,6
201553,sweet was the light of his eyes but it suddenly sank into darkness,dactyl,6
201554,as when a lamp is blown out by a gust of wind at a casement,dactyl,6
201555,all was ended now the hope and the fear and the sorrow,dactyl,6
201556,all the aching of heart the restless unsatisfied longing,dactyl,6
201557,all the dull deep pain and constant anguish of patience,dactyl,6
201558,and as she pressed once more the lifeless head to her bosom,dactyl,6
201559,meekly she bowed her own and murmured 'father i thank thee',dactyl,6
201560,still stands the forest primeval but far away from its shadow,dactyl,6
201561,side by side in their nameless graves the lovers are sleeping,dactyl,6
201562,under the humble walls of the little catholic churchyard,dactyl,6
201563,in the heart of the city they lie unknown and unnoticed,dactyl,6
201564,daily the tides of life go ebbing and flowing beside them,dactyl,6
201565,thousands of throbbing hearts where theirs are at rest and forever,dactyl,6
201566,thousands of aching brains where theirs no longer are busy,dactyl,6
201567,thousands of toiling hands where theirs have ceased from their labors,dactyl,6
201568,thousands of weary feet where theirs have completed their journey,dactyl,6
201569,still stands the forest primeval but under the shade of its branches,dactyl,6
201570,dwells another race with other customs and language,dactyl,6
201571,only along the shore of the mournful and misty atlantic,dactyl,6
201572,linger a few acadian peasants whose fathers from exile,dactyl,6
201573,wandered back to their native land to die in its bosom,dactyl,6
201574,in the fisherman's cot the wheel and the loom are still busy,dactyl,6
201575,maidens still wear their norman caps and their kirtles of homespun,dactyl,6
201576,and by the evening fire repeat evangeline's story,dactyl,6
201577,while from its rocky caverns the deep voiced neighboring ocean,dactyl,6
201579,ontheshoresofgitchegumee,trochaic,8
201580,oftheshiningbig sea water,trochaic,8
201581,stoodnokomistheoldwoman,trochaic,8
201582,pointingwithherfingerwestward,trochaic,8
201583,o'erthewaterpointingwestward,trochaic,8
201584,tothepurplecloudsofsunset,trochaic,8
201585,fiercelytheredsundescending,trochaic,8
201586,burnedhiswayalongtheheavens,trochaic,8
201587,settheskyonfirebehindhim,trochaic,8
201588,aswar partieswhenretreating,trochaic,8
201589,burntheprairiesontheirwar trail,trochaic,8
201590,andthemoonthenight suneastward,trochaic,8
201591,suddenlystartingfromhisambush,trochaic,8
201592,followedfastthosebloodyfootprints,trochaic,8
201593,followedinthatfierywar trail,trochaic,8
201594,withitsglareuponhisfeatures,trochaic,8
201595,andnokomistheoldwoman,trochaic,8
201597,spakethesewordstohiawatha,trochaic,8
201598,yonderdwellsthegreatpearl feather,trochaic,8
201599,megissogwonthemagician,trochaic,8
201600,manitoofwealthandwampum,trochaic,8
201601,guardedbyhisfieryserpents,trochaic,8
201602,guardedbytheblackpitch water,trochaic,8
201603,youcanseehisfieryserpents,trochaic,8
201604,thekenabeekthegreatserpents,trochaic,8
201605,coilingplayinginthewater,trochaic,8
201606,youcanseetheblackpitch water,trochaic,8
201607,stretchingfarawaybeyondthem,trochaic,8
201609,heitwaswhoslewmyfather,trochaic,8
201610,byhiswickedwilesandcunning,trochaic,8
201611,whenhefromthemoondescended,trochaic,8
201612,whenhecameonearthtoseekme,trochaic,8
201613,hethemightiestofmagicians,trochaic,8
201614,sendsthefeverfromthemarshes,trochaic,8
201615,sendsthepestilentialvapors,trochaic,8
201616,sendsthepoisonousexhalations,trochaic,8
201617,sendsthewhitefogfromthefen lands,trochaic,8
201618,sendsdiseaseanddeathamongus,trochaic,8
201619,takeyourbowohiawatha,trochaic,8
201620,takeyourarrowsjasper headed,trochaic,8
201621,takeyourwar clubpuggawaugun,trochaic,8
201622,andyourmittensminjekahwun,trochaic,8
