البيت,الشطر الأيسر,الشطر الأيمن,البحر,الشاعر
وَرُدَّ الهِندَ لِلأُمـ ـةِ مِن حَدٍّ إِلى حَدِّ,ـةِ مِن حَدٍّ إِلى حَدِّ,وَرُدَّ الهِندَ لِلأُمـ,الهزج,أحمد شوقي
فصُبحُ الوصلِ وَضَّاحٌ وليلُ الهَجْرِ ديْجورُ,وليلُ الهَجْرِ ديْجورُ,فصُبحُ الوصلِ وَضَّاحٌ,الهزج,الحيص بيص
حسَوْا كأس الهوى صِرْفاً وشِرْبُ الصِّرْفِ تغريرُ,وشِرْبُ الصِّرْفِ تغريرُ,حسَوْا كأس الهوى صِرْفاً,الهزج,الحيص بيص
فأضْحى الطَّربُ المُسْرو رُ منها وهو مخْمورُ,رُ منها وهو مخْمورُ,فأضْحى الطَّربُ المُسْرو,الهزج,الحيص بيص
أرى الدُّنْيا حُظوظاً قُسِّمتْ والحَظُّ تقْديرُ,قُسِّمتْ والحَظُّ تقْديرُ,أرى الدُّنْيا حُظوظاً,الهزج,الحيص بيص
فمَرْزوقٌ ومحْرومٌ ومأجورٌ ومَوزورُ,ومأجورٌ ومَوزورُ,فمَرْزوقٌ ومحْرومٌ,الهزج,الحيص بيص
فَليْتَ الموتَ اذْ قُدِّرَ لم يُخلقْ لنا الاِلفُ,لم يُخلقْ لنا الاِلفُ,فَليْتَ الموتَ اذْ قُدِّرَ,الهزج,الحيص بيص
ففي فُرقَة مَنْ نأ لَفُ ما أهونُه الحَتفُ,لَفُ ما أهونُه الحَتفُ,ففي فُرقَة مَنْ نأ,الهزج,الحيص بيص
أَيا تَملِكُ يا تَملِ وَذاتَ الدَلَّ وَالشَكلِ,وَذاتَ الدَلَّ وَالشَكلِ,أَيا تَملِكُ يا تَملِ,الهزج,الفند الزماني
وَذاتَ الطَوقِ وَالدُملُ جِ وَالتَقصارِ وَالحِجلِ,جِ وَالتَقصارِ وَالحِجلِ,وَذاتَ الطَوقِ وَالدُملُ,الهزج,الفند الزماني
ذَريني وَذَري عَذلي فَإِنَّ العَذلَ كَلالقَتلِ,فَإِنَّ العَذلَ كَلالقَتلِ,ذَريني وَذَري عَذلي,الهزج,الفند الزماني
ذَريني وَسِلاحي ثُمْ مَ شُدّي الكفَّ بِالعُزلِ,مَ شُدّي الكفَّ بِالعُزلِ,ذَريني وَسِلاحي ثُمْ,الهزج,الفند الزماني
فَبُردايَ جَديدانِ وَأَرخي طَرَفَ النَعلِ,وَأَرخي طَرَفَ النَعلِ,فَبُردايَ جَديدانِ,الهزج,الفند الزماني
فَمِنّي نَظرَةٌ بَعدي وَمِنّي نَظرَةٌ قَبلي,وَمِنّي نَظرَةٌ قَبلي,فَمِنّي نَظرَةٌ بَعدي,الهزج,الفند الزماني
حَذارِ الأَسَدَ الباسِ لَ أَو ذي جُرأَةٍ مِثلي,لَ أَو ذي جُرأَةٍ مِثلي,حَذارِ الأَسَدَ الباسِ,الهزج,الفند الزماني
فَقَد أَشبَأُ لِلنِدما نِ بِالناقَةِ وَالرَحلِ,نِ بِالناقَةِ وَالرَحلِ,فَقَد أَشبَأُ لِلنِدما,الهزج,الفند الزماني
وَقَد أَنزِعُ في الزَورا ءِ تُعطيني عَلى مَهلِ,ءِ تُعطيني عَلى مَهلِ,وَقَد أَنزِعُ في الزَورا,الهزج,الفند الزماني
لَها وَلوَلَةٌ في الكَفِّ كَالمَعنِيِّ بِالثُكلِ,كَالمَعنِيِّ بِالثُكلِ,لَها وَلوَلَةٌ في الكَفِّ,الهزج,الفند الزماني
وَنَبلي وَفُقاها ك عَراقيبِ قَطاً طُحلِ,عَراقيبِ قَطاً طُحلِ,وَنَبلي وَفُقاها ك,الهزج,الفند الزماني
وَقَد أَختَلِسُ الطَعنَ ةَ تُثني سَنَنَ الرِجلِ,ةَ تُثني سَنَنَ الرِجلِ,وَقَد أَختَلِسُ الطَعنَ,الهزج,الفند الزماني
وَقَد أَشبَقُ بِالضَربَ ةِ لا يَدمى لها نَصلي,ةِ لا يَدمى لها نَصلي,وَقَد أَشبَقُ بِالضَربَ,الهزج,الفند الزماني
كَجَيبِ الدَفنِسِ الوَرها ءِ ريعَت وَهيَ تَستَفلي,ءِ ريعَت وَهيَ تَستَفلي,كَجَيبِ الدَفنِسِ الوَرها,الهزج,الفند الزماني
وَأَحمي الثَغرَ لا يُخشى بِغَيرِ زَمَنُ البَقلِ,بِغَيرِ زَمَنُ البَقلِ,وَأَحمي الثَغرَ لا يُخشى,الهزج,الفند الزماني
أَخُطُّ الأَرضَ خَطّاً مِث لَ خَطِّ الجَمَلِ الفَحلِ,لَ خَطِّ الجَمَلِ الفَحلِ,أَخُطُّ الأَرضَ خَطّاً مِث,الهزج,الفند الزماني
وَأَكفي القَومَ في الكَبَّ ةِ هَولَ الخَيلِ وَالرَجلِ,ةِ هَولَ الخَيلِ وَالرَجلِ,وَأَكفي القَومَ في الكَبَّ,الهزج,الفند الزماني
وَقَد أَجتَزِعُ الخَرقَ عَلى خَراقاءَ كَالفَحلِ,عَلى خَراقاءَ كَالفَحلِ,وَقَد أَجتَزِعُ الخَرقَ,الهزج,الفند الزماني
لَها جِسمٌ مِنَ الحَلمِ عَلى روحٍ مِنَ الجَهلِ,عَلى روحٍ مِنَ الجَهلِ,لَها جِسمٌ مِنَ الحَلمِ,الهزج,الفند الزماني
فَهَل في الناسِ مَن مِثلي إِذا عَدّوا وَلا مِثلي,إِذا عَدّوا وَلا مِثلي,فَهَل في الناسِ مَن مِثلي,الهزج,الفند الزماني
فَإِن أَهلِكُ يا تَملي فَما مِن أَحَدٍ مُخلِ,فَما مِن أَحَدٍ مُخلِ,فَإِن أَهلِكُ يا تَملي,الهزج,الفند الزماني
وَلا أشرَبُ وَغلاً لا وَلا أَستَصحِبُ الوَغلِ,وَلا أَستَصحِبُ الوَغلِ,وَلا أشرَبُ وَغلاً لا,الهزج,الفند الزماني
فَإِمّا مُت يا أَملي فَموتي حُرَّةً مِثلي,فَموتي حُرَّةً مِثلي,فَإِمّا مُت يا أَملي,الهزج,الفند الزماني
رَأَيتُ الفِتيَةَ الأَعزا لَ مِثلَ الأَينُقِ الرُعلِ,لَ مِثلَ الأَينُقِ الرُعلِ,رَأَيتُ الفِتيَةَ الأَعزا,الهزج,الفند الزماني
شَرِبتُ الراحَ بِالراحِ وَقَد كُنتُ لَها تارِك,وَقَد كُنتُ لَها تارِك,شَرِبتُ الراحَ بِالراحِ,الهزج,أبو العلاء المعري
فَيا صاحِ نَهى الصاح يَّ جَهلٌ عَنكَ مُدّارَك,يَّ جَهلٌ عَنكَ مُدّارَك,فَيا صاحِ نَهى الصاح,الهزج,أبو العلاء المعري
وَتُسقاها لِدُنياكَ وَتِلكَ المومِسُ الفارِك,وَتِلكَ المومِسُ الفارِك,وَتُسقاها لِدُنياكَ,الهزج,أبو العلاء المعري
تَرَجّى عِندَها وَصلاً رُوَيداً إِنَّها عارِك,رُوَيداً إِنَّها عارِك,تَرَجّى عِندَها وَصلاً,الهزج,أبو العلاء المعري
تَخونُ الأَوَّلَ العَهدَ فَخَلِّ العِرسَ أَو شارِك,فَخَلِّ العِرسَ أَو شارِك,تَخونُ الأَوَّلَ العَهدَ,الهزج,أبو العلاء المعري
مَتّى يُلحِقُني بِالرَك بِ هَذا الجَمَلُ الآرِك,بِ هَذا الجَمَلُ الآرِك,مَتّى يُلحِقُني بِالرَك,الهزج,أبو العلاء المعري
أَلا قَد ذَهَبَ الناسُ وَنِضوي رِزامٌ بارِك,وَنِضوي رِزامٌ بارِك,أَلا قَد ذَهَبَ الناسُ,الهزج,أبو العلاء المعري
فؤادي منك ملآن وسري فيك إعلان,وسري فيك إعلان,فؤادي منك ملآن,الهزج,ابن مليك الحموي
وما لي فيك من صبر وما لي عنك سلوان,وما لي عنك سلوان,وما لي فيك من صبر,الهزج,ابن مليك الحموي
فمهما شئت فاصنع بي فكلٌّ منك إحسان,فكلٌّ منك إحسان,فمهما شئت فاصنع بي,الهزج,ابن مليك الحموي
وعندي انت يا بدري لعين الكون إنسان,لعين الكون إنسان,وعندي انت يا بدري,الهزج,ابن مليك الحموي
فما أخشى ومن رؤيا ك لي روح وريحان,ك لي روح وريحان,فما أخشى ومن رؤيا,الهزج,ابن مليك الحموي
أيا من يشعق الألحا ظ من عينيه غزلان,ظ من عينيه غزلان,أيا من يشعق الألحا,الهزج,ابن مليك الحموي
ومنه يستعير الحس ن أقمار وأغصان,ن أقمار وأغصان,ومنه يستعير الحس,الهزج,ابن مليك الحموي
أَلا أَبلِغ سُهَيلاً أَنَّـ ـني ما عِشتُ كافيكا,ـني ما عِشتُ كافيكا,أَلا أَبلِغ سُهَيلاً أَنَّـ,الهزج,أحيحة بن الجلاح
فَلا يُلهيكَ عِن مالِـ ـكَ في قَومٍ تَرائِيكا,ـكَ في قَومٍ تَرائِيكا,فَلا يُلهيكَ عِن مالِـ,الهزج,أحيحة بن الجلاح
وَشَدِّد طَبَقَ الحَيزو مِ إِنَّ المَوتَ لاقيكا,مِ إِنَّ المَوتَ لاقيكا,وَشَدِّد طَبَقَ الحَيزو,الهزج,أحيحة بن الجلاح
وَلا تَجزَع مِنَ المَوتِ إِذا حَلَّ بَواديكا,إِذا حَلَّ بَواديكا,وَلا تَجزَع مِنَ المَوتِ,الهزج,أحيحة بن الجلاح
فَقَد أَعلَمُ أَقواماً وَإِن كانوا صَعاليكا,وَإِن كانوا صَعاليكا,فَقَد أَعلَمُ أَقواماً,الهزج,أحيحة بن الجلاح
مَساريعاً إِلى النَجدا تِ لِلغَيِّ مِتاريكا,تِ لِلغَيِّ مِتاريكا,مَساريعاً إِلى النَجدا,الهزج,أحيحة بن الجلاح
وَخَفِّض عَنكَ في المِشـ ـيَةِ لا يُغني تَبازيكا,ـيَةِ لا يُغني تَبازيكا,وَخَفِّض عَنكَ في المِشـ,الهزج,أحيحة بن الجلاح
شَرِبتُ الراحَ مِن راحَةِ مَعسولِ اللَمى أَغيَد,مَعسولِ اللَمى أَغيَد,شَرِبتُ الراحَ مِن راحَةِ,الهزج,المكزون السنجاري
فَعَربَدتُ وَلا عَتبَ عَلى السَكرانِ إِن عَربَد,عَلى السَكرانِ إِن عَربَد,فَعَربَدتُ وَلا عَتبَ,الهزج,المكزون السنجاري
تَعَزَّزْتُ بِذِي الْعِزِّ مِنَ الشَّيْطَانِ ذِي الأَزِّ,مِنَ الشَّيْطَانِ ذِي الأَزِّ,تَعَزَّزْتُ بِذِي الْعِزِّ,الهزج,ابن زاكور
وَمِمَّا يَنْسُبَنْ فِكْرِي إِلَى الشَّخْزِ أَوِ الأَزِّ,إِلَى الشَّخْزِ أَوِ الأَزِّ,وَمِمَّا يَنْسُبَنْ فِكْرِي,الهزج,ابن زاكور
وَمِنْ شَرِّ الذِي قَدْ بَ زَّ مَكْراً نُهْيَةُ الْبَرْزِ,زَّ مَكْراً نُهْيَةُ الْبَرْزِ,وَمِنْ شَرِّ الذِي قَدْ بَ,الهزج,ابن زاكور
وَمِنْ قَوْلٍ بِلاَ فِعْلٍ وَفِعْلٍ رَبُّهُ يُخْزِي,وَفِعْلٍ رَبُّهُ يُخْزِي,وَمِنْ قَوْلٍ بِلاَ فِعْلٍ,الهزج,ابن زاكور
وَمِنْ فَقْرٍ أَخِي ذُلٍّ وَمِنْ بُخْلٍ وَمِنْ عَجْزِ,وَمِنْ بُخْلٍ وَمِنْ عَجْزِ,وَمِنْ فَقْرٍ أَخِي ذُلٍّ,الهزج,ابن زاكور
وَمَا بِالشَّرِّ قَدْ يَقْضِي وَمَا بِالذُّلِّ قَدْ يُجْزِي,وَمَا بِالذُّلِّ قَدْ يُجْزِي,وَمَا بِالشَّرِّ قَدْ يَقْضِي,الهزج,ابن زاكور
وَمِمَّا يَقْتَضِي طَرْدِي عَنِ التَّوْفِيقِ أَوْ بَهْزِي,عَنِ التَّوْفِيقِ أَوْ بَهْزِي,وَمِمَّا يَقْتَضِي طَرْدِي,الهزج,ابن زاكور
وّكُلِّ مُغْضِبِ الرَّبِّ وَكُلِّ مُوجِبِ الرِّجْزِ,وَكُلِّ مُوجِبِ الرِّجْزِ,وّكُلِّ مُغْضِبِ الرَّبِّ,الهزج,ابن زاكور
مِنَ الْمَكْرِ أَوِ الْغَدْرِ أَوِ الْخُبْثِ أَوِ الرِّجْزِ,أَوِ الْخُبْثِ أَوِ الرِّجْزِ,مِنَ الْمَكْرِ أَوِ الْغَدْرِ,الهزج,ابن زاكور
وَمِمَّنْ يَشْتَهِي ضَُرِّي وَمِمَّنْ وُدُّهُ جَأْزِي,وَمِمَّنْ وُدُّهُ جَأْزِي,وَمِمَّنْ يَشْتَهِي ضَُرِّي,الهزج,ابن زاكور
وَذِي هَمْزٍ وَذِي لَمْزِ وَذِي غَمْزٍ وَذِي طَنْزِ,وَذِي غَمْزٍ وَذِي طَنْزِ,وَذِي هَمْزٍ وَذِي لَمْزِ,الهزج,ابن زاكور
وَذِي نَهْزٍ وَذِي نَكْزِ وَذِي وَكْزٍ وَذِي وَخْزِ,وَذِي وَكْزٍ وَذِي وَخْزِ,وَذِي نَهْزٍ وَذِي نَكْزِ,الهزج,ابن زاكور
وَذِي نَبْزٍ وَذِي نَحْزِ وَذِي نَفْزٍ وَذِي نَقْزِ,وَذِي نَفْزٍ وَذِي نَقْزِ,وَذِي نَبْزٍ وَذِي نَحْزِ,الهزج,ابن زاكور
وَذِي ضَكْزٍ وذِي مَرْزِ وَرَزٍّ مُفْزِعِ الرَّزِّ,وَرَزٍّ مُفْزِعِ الرَّزِّ,وَذِي ضَكْزٍ وذِي مَرْزِ,الهزج,ابن زاكور
وَذِي لَحْزٍ عَلَى بَزِّي مِنَ الْمَلْبُوسِ مِنْ عِزِّ,مِنَ الْمَلْبُوسِ مِنْ عِزِّ,وَذِي لَحْزٍ عَلَى بَزِّي,الهزج,ابن زاكور
مِنَ الْعُرْبِ أَوِ الْعُجْمِ أَوِ التُّرْكِ أَوِ الْغُزِّ,أَوِ التُّرْكِ أَوِ الْغُزِّ,مِنَ الْعُرْبِ أَوِ الْعُجْمِ,الهزج,ابن زاكور
وَمِنْ فَدْمٍ أَخِي لُؤْمٍ وَمِنْ نَزٍّ أَخِي وَفْزِ,وَمِنْ نَزٍّ أَخِي وَفْزِ,وَمِنْ فَدْمٍ أَخِي لُؤْمٍ,الهزج,ابن زاكور
وَذِي جُرْحٍِ بِلاَ رُمْحٍ وَذِي حَزٍّ بِلاَ لَخْزِ,وَذِي حَزٍّ بِلاَ لَخْزِ,وَذِي جُرْحٍِ بِلاَ رُمْحٍ,الهزج,ابن زاكور
وَذِي بَزٍّ يَبُزُّ الْبَ زَّ عِنْدَ الْبَزِّ بِالْبَزِّ,زَّ عِنْدَ الْبَزِّ بِالْبَزِّ,وَذِي بَزٍّ يَبُزُّ الْبَ,الهزج,ابن زاكور
وَمِنْ سَيْرٍ إِلَى عَيْرٍ وَمِنْ جَمْزٍ إِلَى جِبْزِ,وَمِنْ جَمْزٍ إِلَى جِبْزِ,وَمِنْ سَيْرٍ إِلَى عَيْرٍ,الهزج,ابن زاكور
وَمِنْ مَنْعِي مِنَ النَّفْعِ وَمِنْ حَجْرِي وَمِنْ حَجْزِي,وَمِنْ حَجْرِي وَمِنْ حَجْزِي,وَمِنْ مَنْعِي مِنَ النَّفْعِ,الهزج,ابن زاكور
وَمِنْ كَزٍّ أَخِي لَزٍّ وَمِنْ فَزٍّ أَخِي قَزِّ,وَمِنْ فَزٍّ أَخِي قَزِّ,وَمِنْ كَزٍّ أَخِي لَزٍّ,الهزج,ابن زاكور
وَمَا يًلْهِي عَنِ اللهِ مِنَ الْقَهْزِ أَوِ الْقَزِّ,مِنَ الْقَهْزِ أَوِ الْقَزِّ,وَمَا يًلْهِي عَنِ اللهِ,الهزج,ابن زاكور
وَمِنْ لَيْنٍ وَمِنْ شَرْزٍ وَمِنْ رَطْبٍ وَمِنْ شَزِّ,وَمِنْ رَطْبٍ وَمِنْ شَزِّ,وَمِنْ لَيْنٍ وَمِنْ شَرْزٍ,الهزج,ابن زاكور
وَمَا قَدْ هَمَّ مِنْ هَمِّي حُلَى جِسْمِي عَلَى الدَّرْزِ,حُلَى جِسْمِي عَلَى الدَّرْزِ,وَمَا قَدْ هَمَّ مِنْ هَمِّي,الهزج,ابن زاكور
وَمِنْ جَرْزٍ جُرَازُ غَ مِّهَا لَمْ يَنْبُ عَنْ جَرْزِ,مِّهَا لَمْ يَنْبُ عَنْ جَرْزِ,وَمِنْ جَرْزٍ جُرَازُ غَ,الهزج,ابن زاكور
قَسَا قَلْبِي مِنَ الذَّنْبِ ال ذِي يُرْبِي عَلَى الرِّزِّ,ذِي يُرْبِي عَلَى الرِّزِّ,قَسَا قَلْبِي مِنَ الذَّنْبِ ال,الهزج,ابن زاكور
حَنَانَيْكَ أَمَوْلاَنَا أَرَبِّي سَامِعِ الرَّكْزِ,أَرَبِّي سَامِعِ الرَّكْزِ,حَنَانَيْكَ أَمَوْلاَنَا,الهزج,ابن زاكور
لَأَضْنَانِي وَأَرْدَانِي سِنَانُ الْغَمِّ بِالرِّكْزِ,سِنَانُ الْغَمِّ بِالرِّكْزِ,لَأَضْنَانِي وَأَرْدَانِي,الهزج,ابن زاكور
وَأَنْضَانِي كَمَا أَنْضَى ذَوَاتَ الْخَبْزِ ذُو الْخَبْزِ,ذَوَاتَ الْخَبْزِ ذُو الْخَبْزِ,وَأَنْضَانِي كَمَا أَنْضَى,الهزج,ابن زاكور
لَكَ الْحَمْدُ لَكَ الشُّكْرُ أَذَا الْجُودِ أَذَا الْمِزِّ,أَذَا الْجُودِ أَذَا الْمِزِّ,لَكَ الْحَمْدُ لَكَ الشُّكْرُ,الهزج,ابن زاكور
عَلَى الْحُلْوِ أَوِ الْمُرِّ أَوِ الْحَمْز أَوِ الُْمُزِّ,أَوِ الْحَمْز أَوِ الُْمُزِّ,عَلَى الْحُلْوِ أَوِ الْمُرِّ,الهزج,ابن زاكور
فَكُنْ لِي سَيِّدِي عَوْناً عَلَى الشَّيْطَانِ ذِي الْهَمْزِ,عَلَى الشَّيْطَانِ ذِي الْهَمْزِ,فَكُنْ لِي سَيِّدِي عَوْناً,الهزج,ابن زاكور
وَكُنْ حِصْنِي وَكُنْ حِرْزِي وَكُنْ مَالِي وَكُنْ كَنْزِي,وَكُنْ مَالِي وَكُنْ كَنْزِي,وَكُنْ حِصْنِي وَكُنْ حِرْزِي,الهزج,ابن زاكور
وَكُنْ لِي كُلَّمَا حِينٍ تَدَاعَى الأَمْرُ لِلشَّخْزِ,تَدَاعَى الأَمْرُ لِلشَّخْزِ,وَكُنْ لِي كُلَّمَا حِينٍ,الهزج,ابن زاكور
وَسَامِحْنِي وَأَنْفِحْنِي بِوَبْلٍ مِنْ جَدىً عِزِّ,بِوَبْلٍ مِنْ جَدىً عِزِّ,وَسَامِحْنِي وَأَنْفِحْنِي,الهزج,ابن زاكور
وَجِشْ لِي كُلَّمَا حَزٍّ بِفَضْلٍ جَلَّ عَنْ حَزِّ,بِفَضْلٍ جَلَّ عَنْ حَزِّ,وَجِشْ لِي كُلَّمَا حَزٍّ,الهزج,ابن زاكور
وَسَدِّدْنِي وَأَيِّدْنِي فيِ نُطْقِي وَفيِ ضَمْزِي,فيِ نُطْقِي وَفيِ ضَمْزِي,وَسَدِّدْنِي وَأَيِّدْنِي,الهزج,ابن زاكور
وَفيِ جَهْرِي وَفيِ هَجْزِي وَفيِ هَدْئِي وَفيِ رَهْزِي,وَفيِ هَدْئِي وَفيِ رَهْزِي,وَفيِ جَهْرِي وَفيِ هَجْزِي,الهزج,ابن زاكور
بِشَمْسِ الرُّسْلِ وَبْلِ الْفَضْ لِ رُكْن ِالْعِزِّ وَالْعَزِّ,لِ رُكْن ِالْعِزِّ وَالْعَزِّ,بِشَمْسِ الرُّسْلِ وَبْلِ الْفَضْ,الهزج,ابن زاكور
رَسُولِ اللهِ سَيْفِ اللَّ هِ مَنْ أَفْنَى ذَوِي الرِّجْزِ,هِ مَنْ أَفْنَى ذَوِي الرِّجْزِ,رَسُولِ اللهِ سَيْفِ اللَّ,الهزج,ابن زاكور
صَلاَةٌ ثُمَّ تَسْلِيم ٌ عَلَيْهِ رَائِقَا الطَّرْزِ,عَلَيْهِ رَائِقَا الطَّرْزِ,صَلاَةٌ ثُمَّ تَسْلِيم ٌ,الهزج,ابن زاكور
وَلَو لَم تَبدُ لي مِنكَ لِما أَبدَيتُ مَخفِيَّ,لِما أَبدَيتُ مَخفِيَّ,وَلَو لَم تَبدُ لي مِنكَ,الهزج,المكزون السنجاري
فَما أَوجَدَني فيكَ وَما أَفقَدَني فِيَّ,وَما أَفقَدَني فِيَّ,فَما أَوجَدَني فيكَ,الهزج,المكزون السنجاري
شفاك الله مِنْ دائِكْ وعدَّاه لأَعْدائكْ,وعدَّاه لأَعْدائكْ,شفاك الله مِنْ دائِكْ,الهزج,ابن سناء الملك
وأَبرى مِنك بالبرءِ قلوباً لأَودَّائك,قلوباً لأَودَّائك,وأَبرى مِنك بالبرءِ,الهزج,ابن سناء الملك
فَخَبرني بإِصْباح ك في الخير وإِمْسَائك,ك في الخير وإِمْسَائك,فَخَبرني بإِصْباح,الهزج,ابن سناء الملك
وطيّب أَنفساً تَصْبُو إِلى طيِّب أَنْبَائك,إِلى طيِّب أَنْبَائك,وطيّب أَنفساً تَصْبُو,الهزج,ابن سناء الملك
فقَلْبي بات قد أَعْيا من الهمِّ كإِعْيَائك,من الهمِّ كإِعْيَائك,فقَلْبي بات قد أَعْيا,الهزج,ابن سناء الملك
أخٌ في الله يَهْوَاكَ ويَجْرِي خَلف أَهْوَائك,ويَجْرِي خَلف أَهْوَائك,أخٌ في الله يَهْوَاكَ,الهزج,ابن سناء الملك
ويدعو الله في السرِّ وفي الجَهْرِ بإِبقائك,وفي الجَهْرِ بإِبقائك,ويدعو الله في السرِّ,الهزج,ابن سناء الملك
وَلَوْ لَمْ يَرْعَ لِلْقُرْبَى رَعَى حُرْمَة آلاَئِك,رَعَى حُرْمَة آلاَئِك,وَلَوْ لَمْ يَرْعَ لِلْقُرْبَى,الهزج,ابن سناء الملك
وقد ضمَّكما أَصْلٌ كريمٌ شَابِكٌ شَائِك,كريمٌ شَابِكٌ شَائِك,وقد ضمَّكما أَصْلٌ,الهزج,ابن سناء الملك
وإِن غِبْتَ فما غَابَ فؤَادِي بين أَفْنَائِك,فؤَادِي بين أَفْنَائِك,وإِن غِبْتَ فما غَابَ,الهزج,ابن سناء الملك
وعُذْرِي إِنْ يَكُنْ ذَنْباً فَقَابِلْهُ بإِغْضَائِك,فَقَابِلْهُ بإِغْضَائِك,وعُذْرِي إِنْ يَكُنْ ذَنْباً,الهزج,ابن سناء الملك
فَكَم مِنْ غَائِب عَنْكَ وَتَلْقَاهُ بِلُقْيَائِك,وَتَلْقَاهُ بِلُقْيَائِك,فَكَم مِنْ غَائِب عَنْكَ,الهزج,ابن سناء الملك
وكم من حُضَّرٍ عنْد ك لَيْسُوا مِنْ أَحبَّائِك,ك لَيْسُوا مِنْ أَحبَّائِك,وكم من حُضَّرٍ عنْد,الهزج,ابن سناء الملك
تردَّدْنا الى الدارِ وما فُزْنا بأوطارِ,وما فُزْنا بأوطارِ,تردَّدْنا الى الدارِ,الهزج,ابن قلاقس
فإن عُدْنا فلا كانَ لنا مثوًى سوى النارِ,لنا مثوًى سوى النارِ,فإن عُدْنا فلا كانَ,الهزج,ابن قلاقس
على أنّا عذرْناكَ على ذاكَ بأعذارِ,على ذاكَ بأعذارِ,على أنّا عذرْناكَ,الهزج,ابن قلاقس
لأنت البدرُ لا تنفكّ في طولِ المدى ساري,في طولِ المدى ساري,لأنت البدرُ لا تنفكّ,الهزج,ابن قلاقس
شكوت اليوم محبوباً لعوباً طبعه المنع,لعوباً طبعه المنع,شكوت اليوم محبوباً,الهزج,مصطفى التل
ألا ليت التي صدعت فؤادي نالها الصدع,فؤادي نالها الصدع,ألا ليت التي صدعت,الهزج,مصطفى التل
إذا ما أقبلت حلفت وليس لحلفها نفع,وليس لحلفها نفع,إذا ما أقبلت حلفت,الهزج,مصطفى التل
وإن هي أدبرت ضحكت وولت كلما أدعو,وولت كلما أدعو,وإن هي أدبرت ضحكت,الهزج,مصطفى التل
إِذا قيلَ لَكَ اِخشَ اللَ هَ مَولاكَ فَقُل آرا,هَ مَولاكَ فَقُل آرا,إِذا قيلَ لَكَ اِخشَ اللَ,الهزج,أبو العلاء المعري
كَأَنَّ الأَنجُمَ السَب عَةَ في لُعبَةٍ بُقّارا,عَةَ في لُعبَةٍ بُقّارا,كَأَنَّ الأَنجُمَ السَب,الهزج,أبو العلاء المعري
خُزامى وَأَقاحِيُّ وَصَفراءُ وَشُقّارا,وَصَفراءُ وَشُقّارا,خُزامى وَأَقاحِيُّ,الهزج,أبو العلاء المعري
وَمَن فَوقَ الثَرى يَص غُرُ في أَجزاءِ مَن وارى,غُرُ في أَجزاءِ مَن وارى,وَمَن فَوقَ الثَرى يَص,الهزج,أبو العلاء المعري
وَأَصبَحتُ مَعَ الدُنِّيا أُداريها كَمَن دارى,أُداريها كَمَن دارى,وَأَصبَحتُ مَعَ الدُنِّيا,الهزج,أبو العلاء المعري
إِذا بارَأَها قَومٌ فَقَلبي حُبُّها بارى,فَقَلبي حُبُّها بارى,إِذا بارَأَها قَومٌ,الهزج,أبو العلاء المعري
وَما يُرهِبُني جارِ يَ إِن ناضَلَ أَو جارى,يَ إِن ناضَلَ أَو جارى,وَما يُرهِبُني جارِ,الهزج,أبو العلاء المعري
وَما عِرسِيَ حَوراءُ وَلا خُبزِيَ حَوّارى,وَلا خُبزِيَ حَوّارى,وَما عِرسِيَ حَوراءُ,الهزج,أبو العلاء المعري
ظننَّا طوله يجدِي بيوم العرض أو يرضي,بيوم العرض أو يرضي,ظننَّا طوله يجدِي,الهزج,ابن نباته المصري
فلا والله ما أجدى وراحَ الطول في العرض,وراحَ الطول في العرض,فلا والله ما أجدى,الهزج,ابن نباته المصري
أَقاموا بالمواخير مطابيعاً مَساخيرْ,مطابيعاً مَساخيرْ,أَقاموا بالمواخير,الهزج,ابن سناء الملك
مساميحاً على الفقر إِذا ضنَّ المَياسيرْ,إِذا ضنَّ المَياسيرْ,مساميحاً على الفقر,الهزج,ابن سناء الملك
مَكاسيراً وإِن كانُوا أَكَاسِيرَ التَّعَاذِير,أَكَاسِيرَ التَّعَاذِير,مَكاسيراً وإِن كانُوا,الهزج,ابن سناء الملك
إِذا ما استتر الناسُ فما القومُ مساتيرْ,فما القومُ مساتيرْ,إِذا ما استتر الناسُ,الهزج,ابن سناء الملك
وإِمَّا غارت الخيلُ فما القومُ مغَاويرْ,فما القومُ مغَاويرْ,وإِمَّا غارت الخيلُ,الهزج,ابن سناء الملك
وفي تعليقهم مِلْحٌ وفي الملْحِ أَبازيرْ,وفي الملْحِ أَبازيرْ,وفي تعليقهم مِلْحٌ,الهزج,ابن سناء الملك
فما أَنضجَ تعليقاً تهم من غير تَخْمِيرْ,تهم من غير تَخْمِيرْ,فما أَنضجَ تعليقاً,الهزج,ابن سناء الملك
يحثُّون خبولَ اللَّهْ وِ منها بالأَشَابِيرْ,وِ منها بالأَشَابِيرْ,يحثُّون خبولَ اللَّهْ,الهزج,ابن سناء الملك
ولا يَدْرُون ما ملك وسلطانٌ وتدبيرْ,وسلطانٌ وتدبيرْ,ولا يَدْرُون ما ملك,الهزج,ابن سناء الملك
ولاهم في نفير النا س تلقاهم ولا العيرْ,س تلقاهم ولا العيرْ,ولاهم في نفير النا,الهزج,ابن سناء الملك
ولا يدرون ما يُجْري على الخَلْقِ المقاديرْ,على الخَلْقِ المقاديرْ,ولا يدرون ما يُجْري,الهزج,ابن سناء الملك
