البيت,الشطر الأيسر,الشطر الأيمن,البحر,الشاعر
وصحيح الود صافية من قذا الأكدار والتهم,من قذا الأكدار والتهم,وصحيح الود صافية,المديد,ابن علوي الحداد
وافت العبد مقالتكم وهي در أي منتظم,وهي در أي منتظم,وافت العبد مقالتكم,المديد,ابن علوي الحداد
راق معناها وصورتها فغدت من أحسن الكلم,فغدت من أحسن الكلم,راق معناها وصورتها,المديد,ابن علوي الحداد
فجزيتهم كل صالحة وبلغتهم منتهى الهمم,وبلغتهم منتهى الهمم,فجزيتهم كل صالحة,المديد,ابن علوي الحداد
وحظيتم بالمراد وبالس ؤال والمأمول من أمم,ؤال والمأمول من أمم,وحظيتم بالمراد وبالس,المديد,ابن علوي الحداد
والفقير المحض معترف منه بالإفلاس والعدم,منه بالإفلاس والعدم,والفقير المحض معترف,المديد,ابن علوي الحداد
غير أن الفضل مرتقب من عظيم الفضل والكرم,من عظيم الفضل والكرم,غير أن الفضل مرتقب,المديد,ابن علوي الحداد
وصلاة اللَه خالقنا تتغشى سيد الأمم,تتغشى سيد الأمم,وصلاة اللَه خالقنا,المديد,ابن علوي الحداد
أحمد المختار سيدنا عدد الأوراق والديم,عدد الأوراق والديم,أحمد المختار سيدنا,المديد,ابن علوي الحداد
وعلى آل النبي مع الص حب والأتباع كلهم,حب والأتباع كلهم,وعلى آل النبي مع الص,المديد,ابن علوي الحداد
نحنُ قومٌ منْ تميم بنِ مُرٍّ نُمْطِرُ العافِينَ والعامُ مَحْلُ,نُمْطِرُ العافِينَ والعامُ مَحْلُ,نحنُ قومٌ منْ تميم بنِ مُرٍّ,المديد,الحيص بيص
نُفْصِحُ الخُطبةَ والقوْمُ لُكْنٌ ونَرُدُّ الجيش والخيلُ قُبْلُ,ونَرُدُّ الجيش والخيلُ قُبْلُ,نُفْصِحُ الخُطبةَ والقوْمُ لُكْنٌ,المديد,الحيص بيص
حُلَماءٌ لا يَحِلُّ حُبانا عند طيش الخطب طيشٌ وجَهْلُ,عند طيش الخطب طيشٌ وجَهْلُ,حُلَماءٌ لا يَحِلُّ حُبانا,المديد,الحيص بيص
أوْجُهٌ غُرٌّ وأيْدٍ بِساطٌ وندىً غَمْرٌ ومُلْفىَ وظِلُّ,وندىً غَمْرٌ ومُلْفىَ وظِلُّ,أوْجُهٌ غُرٌّ وأيْدٍ بِساطٌ,المديد,الحيص بيص
أنْجُمُ المُلْكِ ورُبَّ إِيابٍ مثلما حُطَّ عن الظَّهْرِ رحْلُ,مثلما حُطَّ عن الظَّهْرِ رحْلُ,أنْجُمُ المُلْكِ ورُبَّ إِيابٍ,المديد,الحيص بيص
وشكا الوُرَّادُ والوِرْدُ حيناً سَلْسَلٌ عند الورودِ ومُهْلُ,سَلْسَلٌ عند الورودِ ومُهْلُ,وشكا الوُرَّادُ والوِرْدُ حيناً,المديد,الحيص بيص
فَسَنَّنا الصَّبْرَ والبأسَ حتى حَسَدَ الفخريْنِ طوْدٌ ونصْلُ,حَسَدَ الفخريْنِ طوْدٌ ونصْلُ,فَسَنَّنا الصَّبْرَ والبأسَ حتى,المديد,الحيص بيص
كيف تخشى أزْمَةٌ منْ زَمانٍ ويمينُ الدينِ جَدْواهُ وَبْلُ,ويمينُ الدينِ جَدْواهُ وَبْلُ,كيف تخشى أزْمَةٌ منْ زَمانٍ,المديد,الحيص بيص
ساكِبُ المعْروفِ والمُزْنُ مُكْدٍ وهُمامُ الرَّوْعِ والذِّمرُ فَسْلُ,وهُمامُ الرَّوْعِ والذِّمرُ فَسْلُ,ساكِبُ المعْروفِ والمُزْنُ مُكْدٍ,المديد,الحيص بيص
وخميسٍ ضاربٍ بِجرانٍ مُجْلِبٍ سوْرَتُهُ ما تَقِلُّ,مُجْلِبٍ سوْرَتُهُ ما تَقِلُّ,وخميسٍ ضاربٍ بِجرانٍ,المديد,الحيص بيص
فَلَّ مَنْظُومَ الشَّناخيبِ ركْضاً وعَوادي بأسِهِ ما تُفَلُّ,وعَوادي بأسِهِ ما تُفَلُّ,فَلَّ مَنْظُومَ الشَّناخيبِ ركْضاً,المديد,الحيص بيص
نَسفَ البَيْداءَ حتى اطمأنَّتْ بفَضاءِ الجوِّ أرضٌ تُحَلُّ,بفَضاءِ الجوِّ أرضٌ تُحَلُّ,نَسفَ البَيْداءَ حتى اطمأنَّتْ,المديد,الحيص بيص
وأديمُ الأرضِ خافٍ فما يُدْ رَكُ إِلاَّ حافِرٌ وأظَلُّ,رَكُ إِلاَّ حافِرٌ وأظَلُّ,وأديمُ الأرضِ خافٍ فما يُدْ,المديد,الحيص بيص
صُلْتَ فيهم بيَراعٍ ورأيٍ فانْجَلى نَقْعٌ وأدْرِكَ تَبْلُ,فانْجَلى نَقْعٌ وأدْرِكَ تَبْلُ,صُلْتَ فيهم بيَراعٍ ورأيٍ,المديد,الحيص بيص
قَلَمٌ يَقْطُرُ سَمّاً وشَهْداً فهو في الحالينِ نَحْلٌ وصِلُّ,فهو في الحالينِ نَحْلٌ وصِلُّ,قَلَمٌ يَقْطُرُ سَمّاً وشَهْداً,المديد,الحيص بيص
مرحباً بالشادن الغزل زارني وهنا على مهل,زارني وهنا على مهل,مرحباً بالشادن الغزل,المديد,ابن علوي الحداد
كقضيب البان في كثب ينثني في الحلى والحلل,ينثني في الحلى والحلل,كقضيب البان في كثب,المديد,ابن علوي الحداد
كلما هب الجنوب له سحراً يهتز كالثمل,سحراً يهتز كالثمل,كلما هب الجنوب له,المديد,ابن علوي الحداد
هو من كأس الصبا ثمل ليس كأس الإثم والزلل,ليس كأس الإثم والزلل,هو من كأس الصبا ثمل,المديد,ابن علوي الحداد
فشفى نفسي برؤيته من جيمع الداء والعلل,من جيمع الداء والعلل,فشفى نفسي برؤيته,المديد,ابن علوي الحداد
عطر في ثغره برد لذلي في النهل والعلل,لذلي في النهل والعلل,عطر في ثغره برد,المديد,ابن علوي الحداد
وأحيلاه وألطفه رائق الإقبال والقبل,رائق الإقبال والقبل,وأحيلاه وألطفه,المديد,ابن علوي الحداد
خلقه مثل النسيم إذا رق في الأبكار والأصل,رق في الأبكار والأصل,خلقه مثل النسيم إذا,المديد,ابن علوي الحداد
ما به خلف ولا ملل بئس حال الخلف والملل,بئس حال الخلف والملل,ما به خلف ولا ملل,المديد,ابن علوي الحداد
فرعه ليل وغرته قمر يصطاد بالمقل,قمر يصطاد بالمقل,فرعه ليل وغرته,المديد,ابن علوي الحداد
لم أزل في حال عشرته نازلاً بالمنزل الخضل,نازلاً بالمنزل الخضل,لم أزل في حال عشرته,المديد,ابن علوي الحداد
فسقى الرحمن معهده بين ربع القوم والجبل,بين ربع القوم والجبل,فسقى الرحمن معهده,المديد,ابن علوي الحداد
وسقى الساحات منهمل غدق في أثر منهمل,غدق في أثر منهمل,وسقى الساحات منهمل,المديد,ابن علوي الحداد
يضحي الربع به خصباً خضر الأوعار والسهل,خضر الأوعار والسهل,يضحي الربع به خصباً,المديد,ابن علوي الحداد
مربع الأحباب من قدم ومحط السادة الأول,ومحط السادة الأول,مربع الأحباب من قدم,المديد,ابن علوي الحداد
من تريم الخير لابرحت في أمان اللَه خير ولي,أمان اللَه خير ولي,من تريم الخير لابرحت في,المديد,ابن علوي الحداد
والإله الحق خالقنا جل عن شبه وعن مثل,جل عن شبه وعن مثل,والإله الحق خالقنا,المديد,ابن علوي الحداد
وأمان المصطفى المدني أحمد الأملاك والرسل,أحمد الأملاك والرسل,وأمان المصطفى المدني,المديد,ابن علوي الحداد
وأمان العترة الشرفا من بني الزهرا وآل على,من بني الزهرا وآل على,وأمان العترة الشرفا,المديد,ابن علوي الحداد
وبنى علوي قادتنا جامعي العلم والعمل,جامعي العلم والعمل,وبنى علوي قادتنا,المديد,ابن علوي الحداد
وحماة الجار من زهق وأذى بالبيض والأسل,وأذى بالبيض والأسل,وحماة الجار من زهق,المديد,ابن علوي الحداد
الكرام المطمعين لمن أمهم في الخصب والمحل,أمهم في الخصب والمحل,الكرام المطمعين لمن,المديد,ابن علوي الحداد
مثل مولانا المهاجر لذ بابن عيسى السيد البطل,بابن عيسى السيد البطل,مثل مولانا المهاجر لذ,المديد,ابن علوي الحداد
وعبيد اللَه يتبعه علوى المذكور في سمل,علوى المذكور في سمل,وعبيد اللَه يتبعه,المديد,ابن علوي الحداد
وعلى شيخنا وأتى بالإمام الجامع الحفل,بالإمام الجامع الحفل,وعلى شيخنا وأتى,المديد,ابن علوي الحداد
والفقيه الحبر عمدتنا والعفيف المحسن البذل,والعفيف المحسن البذل,والفقيه الحبر عمدتنا,المديد,ابن علوي الحداد
لمواريث الرسول حووا وأمير المؤمنين على,وأمير المؤمنين على,لمواريث الرسول حووا,المديد,ابن علوي الحداد
ومن السبطين قد ورثوا ثم كم صبر وكم بدل,ثم كم صبر وكم بدل,ومن السبطين قد ورثوا,المديد,ابن علوي الحداد
من أصول طهرت وزكت من جميع الرجس والدخل,من جميع الرجس والدخل,من أصول طهرت وزكت,المديد,ابن علوي الحداد
وفروع قد نمت وسمت للعلا من غير ما جدل,للعلا من غير ما جدل,وفروع قد نمت وسمت,المديد,ابن علوي الحداد
هم أمان الأرض من فزع وهداة الخلق للسبل,وهداة الخلق للسبل,هم أمان الأرض من فزع,المديد,ابن علوي الحداد
لذ بهم في كل نائبة وادع ذا العرش بهم وسل,وادع ذا العرش بهم وسل,لذ بهم في كل نائبة,المديد,ابن علوي الحداد
وصلاة اللَه دائمة تتغشى خاتم الرسل,تتغشى خاتم الرسل,وصلاة اللَه دائمة,المديد,ابن علوي الحداد
أحمد الهادي وعترته ما سرى برق على القلل,ما سرى برق على القلل,أحمد الهادي وعترته,المديد,ابن علوي الحداد
وتغنى الورق في سحر بغصون البان والأثل,بغصون البان والأثل,وتغنى الورق في سحر,المديد,ابن علوي الحداد
بين أجفان ابن عمرو وسواد دائرٌ في كلّ عقل بخمر,دائرٌ في كلّ عقل بخمر,بين أجفان ابن عمرو وسواد,المديد,ابن نباته المصري
كلما طافَ على الصبّ غنى إسقنيها يا سواد بن عمرو,إسقنيها يا سواد بن عمرو,كلما طافَ على الصبّ غنى,المديد,ابن نباته المصري
أَيُّها المُغتَرُّ بِالزَمَن في هَواه خالِعَ الرَسَنِ,في هَواه خالِعَ الرَسَنِ,أَيُّها المُغتَرُّ بِالزَمَن,المديد,ابن عمرو الأغماتي
حبُّك الدُنيا وَزينَتها فتنَةٌ عَمَّتك بِالفِتَنِ,فتنَةٌ عَمَّتك بِالفِتَنِ,حبُّك الدُنيا وَزينَتها,المديد,ابن عمرو الأغماتي
ظَلتَ وَالحالاتُ شاهِدة عاكِفاً مِنها عَلى وَشنِ,عاكِفاً مِنها عَلى وَشنِ,ظَلتَ وَالحالاتُ شاهِدة,المديد,ابن عمرو الأغماتي
فَاِهجرنها إِن زينتها زينَةٌ شانَت وَلَم تَزِنِ,زينَةٌ شانَت وَلَم تَزِنِ,فَاِهجرنها إِن زينتها,المديد,ابن عمرو الأغماتي
خَدَعتك إِنَّها قَبُحَت باطِناً في ظاهِرٍ حَسَنِ,باطِناً في ظاهِرٍ حَسَنِ,خَدَعتك إِنَّها قَبُحَت,المديد,ابن عمرو الأغماتي
وَلتُقَدِّم ما تُسَرُّ بِهِ قَبلَ طُول البَثّ وَالحَزنِ,قَبلَ طُول البَثّ وَالحَزنِ,وَلتُقَدِّم ما تُسَرُّ بِهِ,المديد,ابن عمرو الأغماتي
فَكَأن أُخراك ما بَرِحَت وَكَأن دُنياك لَم تَكُنِ,وَكَأن دُنياك لَم تَكُنِ,فَكَأن أُخراك ما بَرِحَت,المديد,ابن عمرو الأغماتي
أترى يقضى بكم أملي قبل ما يقضى بكم أجلي,قبل ما يقضى بكم أجلي,أترى يقضى بكم أملي,المديد,ابن نباته المصري
أيها الغيَّاب بعد جفا ما على هجرين من قِبَل,ما على هجرين من قِبَل,أيها الغيَّاب بعد جفا,المديد,ابن نباته المصري
في سبيل الله دمع فتىً مسرع الأجفان من همل,مسرع الأجفان من همل,في سبيل الله دمع فتىً,المديد,ابن نباته المصري
لا تلم إنسان مقلته خلق الإنسان من عجل,خلق الإنسان من عجل,لا تلم إنسان مقلته,المديد,ابن نباته المصري
إِنَّ بِالشّعبِ الذي دونَ سلعٍ لَقتيلاً دَمُه ما يُطَلُّ,لَقتيلاً دَمُه ما يُطَلُّ,إِنَّ بِالشّعبِ الذي دونَ سلعٍ,المديد,الشنفرى
خَلَّفَ العِبءَ علَيَّ وَوَلّى أَنَا بِالعِبءِ له مُستَقِلُّ,أَنَا بِالعِبءِ له مُستَقِلُّ,خَلَّفَ العِبءَ علَيَّ وَوَلّى,المديد,الشنفرى
وَوَراءَ الثَّأرِ منّي ابنُ أُختٍ مَصِعٌ عُقدَتُهُ ما تُحَلُّ,مَصِعٌ عُقدَتُهُ ما تُحَلُّ,وَوَراءَ الثَّأرِ منّي ابنُ أُختٍ,المديد,الشنفرى
مُطرِقٌ يَرشُح مَوتاً كَما أطرَقَ أَفعى يَنفُثُ السمَّ صِلُّ,أطرَقَ أَفعى يَنفُثُ السمَّ صِلُّ,مُطرِقٌ يَرشُح مَوتاً كَما,المديد,الشنفرى
خَبَرٌ ما نابَنا مصمَئِلٌّ جَلَّ حَتّى دَقَّ فِيه الأَجَلُّ,جَلَّ حَتّى دَقَّ فِيه الأَجَلُّ,خَبَرٌ ما نابَنا مصمَئِلٌّ,المديد,الشنفرى
بَزَّنِي الدَّهرُ وكانَ غَشُوماً بِأبِيٍّ جَارُهُ ما يُذَلُّ,بِأبِيٍّ جَارُهُ ما يُذَلُّ,بَزَّنِي الدَّهرُ وكانَ غَشُوماً,المديد,الشنفرى
شَامِسٌ في القُرِّ حتّى إِذا ما ذَكَتِ الشِّعرى فَبَردٌ وظِلُّ,ذَكَتِ الشِّعرى فَبَردٌ وظِلُّ,شَامِسٌ في القُرِّ حتّى إِذا ما,المديد,الشنفرى
يَابِسَ الجَنبَينِ من غَيرِ بُؤس وَنَدِيُّ الكَفَّينِ شَهمٌ مُدِلُّ,وَنَدِيُّ الكَفَّينِ شَهمٌ مُدِلُّ,يَابِسَ الجَنبَينِ من غَيرِ بُؤس,المديد,الشنفرى
ظَاعِنٌ بالحَزمِ حَتّى إِذا ما حَلَّ حَلَّ الحَزمُ حَيث يَحُلُّ,حَلَّ حَلَّ الحَزمُ حَيث يَحُلُّ,ظَاعِنٌ بالحَزمِ حَتّى إِذا ما,المديد,الشنفرى
غَيثُ مُزنٍ غامِرٌ حيثُ يُجدِي وَإِذا يَسطُو فَلَيثٌ أَبَلُّ,وَإِذا يَسطُو فَلَيثٌ أَبَلُّ,غَيثُ مُزنٍ غامِرٌ حيثُ يُجدِي,المديد,الشنفرى
مُسبِلٌ في الحَيِّ أَحوى رِفَلٌّ وإِذا يَعدُو فَسِمعٌ أَزَلُّ,وإِذا يَعدُو فَسِمعٌ أَزَلُّ,مُسبِلٌ في الحَيِّ أَحوى رِفَلٌّ,المديد,الشنفرى
وَلَهُ طَعمانِ أَريٌ وَشَريٌ وَكِلا الطَّعمَينِ قَد ذاقَ كُلُّ,وَكِلا الطَّعمَينِ قَد ذاقَ كُلُّ,وَلَهُ طَعمانِ أَريٌ وَشَريٌ,المديد,الشنفرى
يَركَبُ الهَولَ وَحِيداً وَلا يَصحَبُهُ إِلّا اليَمانِي الأَفَلُّ,يَصحَبُهُ إِلّا اليَمانِي الأَفَلُّ,يَركَبُ الهَولَ وَحِيداً وَلا,المديد,الشنفرى
وَفُتُوٍّ هَجَّروُا ثُمَّ أَسرُوا لَيلَهم حتّى إِذا انجابَ حَلُّوا,لَيلَهم حتّى إِذا انجابَ حَلُّوا,وَفُتُوٍّ هَجَّروُا ثُمَّ أَسرُوا,المديد,الشنفرى
كُلُّ ماضٍ قَد تَرَدَّى بماضٍ كَسَنا البَرقِ إِذا ما يُسَلُّ,كَسَنا البَرقِ إِذا ما يُسَلُّ,كُلُّ ماضٍ قَد تَرَدَّى بماضٍ,المديد,الشنفرى
فاحتَسَوا أَنفاسَ نَومٍ فَلَمَّا ثَمِلُوا رُعتُهُم فَاشمَعَلُّوا,ثَمِلُوا رُعتُهُم فَاشمَعَلُّوا,فاحتَسَوا أَنفاسَ نَومٍ فَلَمَّا,المديد,الشنفرى
فَادَّرَكنا الثَّأرَ مِنهُم وَلَمَّا يَنجُ مِلحَيَّينِ إِلّا الأَقَلُّ,يَنجُ مِلحَيَّينِ إِلّا الأَقَلُّ,فَادَّرَكنا الثَّأرَ مِنهُم وَلَمَّا,المديد,الشنفرى
فَلَئِن فَلَّت هُذَيلٌ شَبَاهُ لَبِما كانَ هُذَيلاً يَفُلُّ,لَبِما كانَ هُذَيلاً يَفُلُّ,فَلَئِن فَلَّت هُذَيلٌ شَبَاهُ,المديد,الشنفرى
وَبِما أَبركَهُم في مُناخٍ جَعجَعٍ يَنقُبُ فِيه الأَظَلُّ,جَعجَعٍ يَنقُبُ فِيه الأَظَلُّ,وَبِما أَبركَهُم في مُناخٍ,المديد,الشنفرى
وَبِما صَبَّحَها في ذُراها مِنهُ بَعد القَتلِ نَهلٌ وَشَلُّ,مِنهُ بَعد القَتلِ نَهلٌ وَشَلُّ,وَبِما صَبَّحَها في ذُراها,المديد,الشنفرى
صَلِيَت مِنّى هُذَيلٌ بِخِرقٍ لا يَمَلُّ الشَّرَّ حَتّى يَمَلُّوا,لا يَمَلُّ الشَّرَّ حَتّى يَمَلُّوا,صَلِيَت مِنّى هُذَيلٌ بِخِرقٍ,المديد,الشنفرى
يُنهِلُ الصَّعدَة حتّى إِذا مَا نَهِلَت كانَ لَها مِنهُ عَلُّ,نَهِلَت كانَ لَها مِنهُ عَلُّ,يُنهِلُ الصَّعدَة حتّى إِذا مَا,المديد,الشنفرى
تَضحَكُ الضَّبعُ لِقَتلى هُذَيلٍ وَتَرى الذِّئبَ لَها يَستَهِلُّ,وَتَرى الذِّئبَ لَها يَستَهِلُّ,تَضحَكُ الضَّبعُ لِقَتلى هُذَيلٍ,المديد,الشنفرى
وَعِتَاقُ الطَّيرِ تَهفُو بِطَاناً تَتَخَطّاهُمُ فَما تَستَقِلُّ,تَتَخَطّاهُمُ فَما تَستَقِلُّ,وَعِتَاقُ الطَّيرِ تَهفُو بِطَاناً,المديد,الشنفرى
حَلَّتِ الخَمرُ وكانَت حَرَاماً وَبِلأيٍ ما أَلَمَّت تَحِلُّ,وَبِلأيٍ ما أَلَمَّت تَحِلُّ,حَلَّتِ الخَمرُ وكانَت حَرَاماً,المديد,الشنفرى
فاسقِنيها يا سَوادَ بنَ عَمرو إِنَّ جِسمي بَعدَ خالِي لَخَلُّ,إِنَّ جِسمي بَعدَ خالِي لَخَلُّ,فاسقِنيها يا سَوادَ بنَ عَمرو,المديد,الشنفرى
رائحٌ بالمجدِ غادٍ عليهِ من ثيابِ الحَمدِ ثَوبٌ رِفَلٌّ,من ثيابِ الحَمدِ ثَوبٌ رِفَلٌّ,رائحٌ بالمجدِ غادٍ عليهِ,المديد,الشنفرى
أَفتَحُ الراحة بالجُودِ جُوداً عاشَ في جَدوى يَدَيِهِ المُقِلُّ,عاشَ في جَدوى يَدَيِهِ المُقِلُّ,أَفتَحُ الراحة بالجُودِ جُوداً,المديد,الشنفرى
لم يُطِقْ هواهُ فَباحا عندما رام الخليطَ ورواحا,عندما رام الخليطَ ورواحا,لم يُطِقْ هواهُ فَباحا,المديد,ابن قلاقس
قصدوا بالبينِ قتلَ المعنّى وهْو لو ذاقَ الحِمامَ استراحا,وهْو لو ذاقَ الحِمامَ استراحا,قصدوا بالبينِ قتلَ المعنّى,المديد,ابن قلاقس
حجبوا عنه التصبّر لما حجبوا عنه المَهاةَ الرّداحا,حجبوا عنه المَهاةَ الرّداحا,حجبوا عنه التصبّر لما,المديد,ابن قلاقس
لكِ يا أرضَ الحِمى في فؤادي سرُّ حُبٍّ لا يُطيقُ انتِزاحا,سرُّ حُبٍّ لا يُطيقُ انتِزاحا,لكِ يا أرضَ الحِمى في فؤادي,المديد,ابن قلاقس
كلما أبصرْتُ تلك المغاني صِحْتُ من فرطِ الهوى لا بِراحا,صِحْتُ من فرطِ الهوى لا بِراحا,كلما أبصرْتُ تلك المغاني,المديد,ابن قلاقس
ملَكَتْ رقّي لواحظُ ريم سكنَ القلبَ وعافَ البِطاحا,سكنَ القلبَ وعافَ البِطاحا,ملَكَتْ رقّي لواحظُ ريم,المديد,ابن قلاقس
وعجيبٌ من جفونٍ مِراضٍ كيف تصطادُ العقولَ الصِّحاحا,كيف تصطادُ العقولَ الصِّحاحا,وعجيبٌ من جفونٍ مِراضٍ,المديد,ابن قلاقس
ما رأينا قبل فتكِ الغواني ال فاتراتِ الطّرْفِ فتْكاً مُباحا,فاتراتِ الطّرْفِ فتْكاً مُباحا,ما رأينا قبل فتكِ الغواني ال,المديد,ابن قلاقس
إنما العيشُ ارتشافُ مُدامٍ راضَها المزْجُ فزادَتْ جِماحا,راضَها المزْجُ فزادَتْ جِماحا,إنما العيشُ ارتشافُ مُدامٍ,المديد,ابن قلاقس
فاسقِنيها يا نَديمي اغتِباقاً واسقِنيها يا نديمي اصْطِباحا,واسقِنيها يا نديمي اصْطِباحا,فاسقِنيها يا نَديمي اغتِباقاً,المديد,ابن قلاقس
عانسٌ بكرٌ وقد قلَدوها حين درَتْ من حَبابٍ وشاحا,حين درَتْ من حَبابٍ وشاحا,عانسٌ بكرٌ وقد قلَدوها,المديد,ابن قلاقس
ما بدَتْ في الليلِ إلا وأبدَتْ لك من قبلِ الصّباحِ صَباحا,لك من قبلِ الصّباحِ صَباحا,ما بدَتْ في الليلِ إلا وأبدَتْ,المديد,ابن قلاقس
زارَني طيفُ الخيالِ مُحبّاً وغُرابُ الليلِ سد الجناحا,وغُرابُ الليلِ سد الجناحا,زارَني طيفُ الخيالِ مُحبّاً,المديد,ابن قلاقس
أي زَوْرٍ لو سَعى لي قصداً لشَفى منّي السَّقامَ المُتاحا,لشَفى منّي السَّقامَ المُتاحا,أي زَوْرٍ لو سَعى لي قصداً,المديد,ابن قلاقس
قطف اللحظُ من الخدّ ورداً ومن الثّغْرِ المصونِ أقاحا,ومن الثّغْرِ المصونِ أقاحا,قطف اللحظُ من الخدّ ورداً,المديد,ابن قلاقس
وأمونٍ لا تشكّى كِلالاً كلّما سارتْ تفوتُ الرياحا,كلّما سارتْ تفوتُ الرياحا,وأمونٍ لا تشكّى كِلالاً,المديد,ابن قلاقس
قال لي صَحْبي لمّا سَما لي إنّ في سيرِ المطيّ النّجاحا,إنّ في سيرِ المطيّ النّجاحا,قال لي صَحْبي لمّا سَما لي,المديد,ابن قلاقس
حُثّها نحو النفيسِ المفدّى واطّرِحْ كلَّ الأنامِ اطّراحا,واطّرِحْ كلَّ الأنامِ اطّراحا,حُثّها نحو النفيسِ المفدّى,المديد,ابن قلاقس
علَماً أصبح كالطودِ حِلماً والسّحابِ المُمطراتِ سَماحا,والسّحابِ المُمطراتِ سَماحا,علَماً أصبح كالطودِ حِلماً,المديد,ابن قلاقس
روضُ فضلِ من أتاه اجتَناهُ بحرُ جودٍ من أتاهُ استَماحا,بحرُ جودٍ من أتاهُ استَماحا,روضُ فضلِ من أتاه اجتَناهُ,المديد,ابن قلاقس
لم أُمِلْ فكري الى من سِواهُ وطِلابُ الجِدِّ يُنسي المِزاحا,وطِلابُ الجِدِّ يُنسي المِزاحا,لم أُمِلْ فكري الى من سِواهُ,المديد,ابن قلاقس
أوحدٌ يهتزّ عند العطايا للعطايا فرَحاً وارتياحا,للعطايا فرَحاً وارتياحا,أوحدٌ يهتزّ عند العطايا,المديد,ابن قلاقس
سِرْ إليه تلقَ عِرْضاً مَصوناً حينَ تلقاهُ ومالاً مُباحا,حينَ تلقاهُ ومالاً مُباحا,سِرْ إليه تلقَ عِرْضاً مَصوناً,المديد,ابن قلاقس
أيها الغيثُ الذي فاضَ جوداً فسقى أعلى الرُبى والبِطاحا,فسقى أعلى الرُبى والبِطاحا,أيها الغيثُ الذي فاضَ جوداً,المديد,ابن قلاقس
زعم الواشي افتِراء ومَيْناً أنني آثرْتُ منكم بِراحا,أنني آثرْتُ منكم بِراحا,زعم الواشي افتِراء ومَيْناً,المديد,ابن قلاقس
لا وما أبدعْتَه من أيادٍ تركَتْ خُرْسَ الرّجالِ فِصاحا,تركَتْ خُرْسَ الرّجالِ فِصاحا,لا وما أبدعْتَه من أيادٍ,المديد,ابن قلاقس
أيَعافُ الروضُ وبلاً وتأبى كبدُ الظّمآنِ ماءً قَراحا,كبدُ الظّمآنِ ماءً قَراحا,أيَعافُ الروضُ وبلاً وتأبى,المديد,ابن قلاقس
طوقتك السحب بالمنن ووقيتِ الضير من دمن,ووقيتِ الضير من دمن,طوقتك السحب بالمنن,المديد,أحمد شوقي
وجزيت الخلد عن زمن كان كل العهد بالزمن,كان كل العهد بالزمن,وجزيت الخلد عن زمن,المديد,أحمد شوقي
مرّ في تلك الظلال لنا كمرور الحلم في الوسن,كمرور الحلم في الوسن,مرّ في تلك الظلال لنا,المديد,أحمد شوقي
منّة للدار نذكرها بلسان المدمع الهتن,بلسان المدمع الهتن,منّة للدار نذكرها,المديد,أحمد شوقي
دارُ من أحببت آيتها أنها تصغي بلا أذن,أنها تصغي بلا أذن,دارُ من أحببت آيتها,المديد,أحمد شوقي
عهدها لي والمنى أمتزجا كامتزاج الروح بالبدن,كامتزاج الروح بالبدن,عهدها لي والمنى أمتزجا,المديد,أحمد شوقي
إذ عنان العيش منطلق بالصبا واللهو والددن,بالصبا واللهو والددن,إذ عنان العيش منطلق,المديد,أحمد شوقي
لَيِّنٌ حال الهوى وإذا رضته للصحو لم يلن,رضته للصحو لم يلن,لَيِّنٌ حال الهوى وإذا,المديد,أحمد شوقي
وفؤادي لا رشاد له طالب اللذات ليس ينى,طالب اللذات ليس ينى,وفؤادي لا رشاد له,المديد,أحمد شوقي
أوهنته الحادثات هوى وهو خفاق على الوهن,وهو خفاق على الوهن,أوهنته الحادثات هوى,المديد,أحمد شوقي
كل ركن كل زاوية هيكل يهفو على وثن,هيكل يهفو على وثن,كل ركن كل زاوية,المديد,أحمد شوقي
خلع الأسرار كاهنه وبغير الحسن لم يدن,وبغير الحسن لم يدن,خلع الأسرار كاهنه,المديد,أحمد شوقي
عجبا توفى الديار ومن لك بالوافين للسكن,لك بالوافين للسكن,عجبا توفى الديار ومن,المديد,أحمد شوقي
في هوى الأوطان معذرة لذوى الأخلاق والفطن,لذوى الأخلاق والفطن,في هوى الأوطان معذرة,المديد,أحمد شوقي
أنت في فقر إذا أفتقرت وإذا أستغنت فأنت غنى,وإذا أستغنت فأنت غنى,أنت في فقر إذا أفتقرت,المديد,أحمد شوقي
وإذا عزّت عزّزت بها وإذا هانت فرُح فهُن,وإذا هانت فرُح فهُن,وإذا عزّت عزّزت بها,المديد,أحمد شوقي
إن إنسانا تقابله ليس إنسانا بلا وطن,ليس إنسانا بلا وطن,إن إنسانا تقابله,المديد,أحمد شوقي
مُسْمَهِرُّ البأسِ مِنْ مُضَرٍ يقْشعرُّ الموتُ مِن حَذَرِهْ,يقْشعرُّ الموتُ مِن حَذَرِهْ,مُسْمَهِرُّ البأسِ مِنْ مُضَرٍ,المديد,الحيص بيص
تطْرَبُ الألبابُ مُصْغيَةً لحديثِ المجدِ من سِيَرِهْ,لحديثِ المجدِ من سِيَرِهْ,تطْرَبُ الألبابُ مُصْغيَةً,المديد,الحيص بيص
كلما أوسعْتَ مُبْتَلياً خُبْرَهُ أرْبى على خَبَرِهْ,خُبْرَهُ أرْبى على خَبَرِهْ,كلما أوسعْتَ مُبْتَلياً,المديد,الحيص بيص
