البيت,الشطر الأيسر,الشطر الأيمن,البحر,الشاعر
فقام وقد كاد طرفُ الصباحِ من الليل يُكحَلُ بالإثْمِدِ,من الليل يُكحَلُ بالإثْمِدِ,فقام وقد كاد طرفُ الصباحِ,المتقارب,ابن قلاقس
وللنيل تحت ثيابِ الأصيل لُجينٌ توشّح بالعسْجَدِ,لُجينٌ توشّح بالعسْجَدِ,وللنيل تحت ثيابِ الأصيل,المتقارب,ابن قلاقس
كأنّ الشُعاعَ على متنِه فرنْدٌ بصفحةِ سيفٍ صَدي,فرنْدٌ بصفحةِ سيفٍ صَدي,كأنّ الشُعاعَ على متنِه,المتقارب,ابن قلاقس
وأشبهَ إن درجتْهُ الصَبا بُرادةَ تبرٍ على مِبرَدِ,بُرادةَ تبرٍ على مِبرَدِ,وأشبهَ إن درجتْهُ الصَبا,المتقارب,ابن قلاقس
حَياةٌ عَناءٌ وَمَوتٌ عَنا فَلَيتَ بَعيدَ حِمامٍ دَنا,فَلَيتَ بَعيدَ حِمامٍ دَنا,حَياةٌ عَناءٌ وَمَوتٌ عَنا,المتقارب,أبو العلاء المعري
يَدٌ صَفَرَت وَلَهاةٌ ذَوَت وَنفَسٌ تَمَنَّت وَطَرفٌ رَنا,وَنفَسٌ تَمَنَّت وَطَرفٌ رَنا,يَدٌ صَفَرَت وَلَهاةٌ ذَوَت,المتقارب,أبو العلاء المعري
وَمَوقِدُ نيرانِهِ في الدُجى يَرومُ سَناءً بِرَفعِ السَنا,يَرومُ سَناءً بِرَفعِ السَنا,وَمَوقِدُ نيرانِهِ في الدُجى,المتقارب,أبو العلاء المعري
يُحاوِلُ مَن عاشَ سَترَ القَميصِ وَمَلءَ الخَميصِ وَبُرءَ الضَنى,وَمَلءَ الخَميصِ وَبُرءَ الضَنى,يُحاوِلُ مَن عاشَ سَترَ القَميصِ,المتقارب,أبو العلاء المعري
وَمَن ضَمَّهُ جَدَثٌ لَم يُبَل عَلى ما أَفادَ وَلا ما اِقتَنى,عَلى ما أَفادَ وَلا ما اِقتَنى,وَمَن ضَمَّهُ جَدَثٌ لَم يُبَل,المتقارب,أبو العلاء المعري
يَصيرُ تُراباً سَواءٌ عَلَيهِ مَسُّ الحَريرِ وَطَعنُ القَنا,مَسُّ الحَريرِ وَطَعنُ القَنا,يَصيرُ تُراباً سَواءٌ عَلَيهِ,المتقارب,أبو العلاء المعري
وَشُربُ الفَناءِ بِخَضرِ الفِرنِدِ كَأَنَّ عَلى أُسِّهِنَّ الفِنا,كَأَنَّ عَلى أُسِّهِنَّ الفِنا,وَشُربُ الفَناءِ بِخَضرِ الفِرنِدِ,المتقارب,أبو العلاء المعري
وَلا يَزدَهي غَضَبٌ حِلمَهُ أَلَقَّبَهُ ذاكِرٌ أَم كَنى,أَلَقَّبَهُ ذاكِرٌ أَم كَنى,وَلا يَزدَهي غَضَبٌ حِلمَهُ,المتقارب,أبو العلاء المعري
يُهَنَّأُ بِالخَيرِ مَن نالَهُ وَلَيسَ الهَناءُ عَلى ما هُنا,وَلَيسَ الهَناءُ عَلى ما هُنا,يُهَنَّأُ بِالخَيرِ مَن نالَهُ,المتقارب,أبو العلاء المعري
وَأَقرَب لِمَن كانَ في غَبطَةٍ بِلُقيا المُنى مِن لِقاءِ المَنا,بِلُقيا المُنى مِن لِقاءِ المَنا,وَأَقرَب لِمَن كانَ في غَبطَةٍ,المتقارب,أبو العلاء المعري
أَعائِبَةٌ جَسَدي روحُهُ وَما زالَ يَخدُمُ حَتّى وَنى,وَما زالَ يَخدُمُ حَتّى وَنى,أَعائِبَةٌ جَسَدي روحُهُ,المتقارب,أبو العلاء المعري
وَقَد كَلَّفَتهُ أَعاجيبَها فَطَوراً فُرادى وَطَوراً ثُنا,فَطَوراً فُرادى وَطَوراً ثُنا,وَقَد كَلَّفَتهُ أَعاجيبَها,المتقارب,أبو العلاء المعري
يُنافي اِبنُ آدَمَ حالَ الغُصونِ فَهاتيكَ أَجنَت وَهَذا جَنى,فَهاتيكَ أَجنَت وَهَذا جَنى,يُنافي اِبنُ آدَمَ حالَ الغُصونِ,المتقارب,أبو العلاء المعري
تُغَيِّرُ صِنّاؤُهُ شيبَهُ فَهَل غَيَّرَ الظَهرَ لَمّا اِنحَنى,فَهَل غَيَّرَ الظَهرَ لَمّا اِنحَنى,تُغَيِّرُ صِنّاؤُهُ شيبَهُ,المتقارب,أبو العلاء المعري
إِذا هُوَ لَم يُخنِ دَهرٌ عَلَيهِ جاءَ الفَرِيَّ وَقالَ الخَنى,جاءَ الفَرِيَّ وَقالَ الخَنى,إِذا هُوَ لَم يُخنِ دَهرٌ عَلَيهِ,المتقارب,أبو العلاء المعري
وَسَيّانِ مَن أُمُّهُ حُرَّةٌ حَصانٌ وَمَن أُمُّهُ فَرتَنى,حَصانٌ وَمَن أُمُّهُ فَرتَنى,وَسَيّانِ مَن أُمُّهُ حُرَّةٌ,المتقارب,أبو العلاء المعري
وَلي مَورِدٌ بِإِناءِ المَنونِ وَلَكِنَّ ميقاتَهُ ما أَنى,وَلَكِنَّ ميقاتَهُ ما أَنى,وَلي مَورِدٌ بِإِناءِ المَنونِ,المتقارب,أبو العلاء المعري
زَمانٌ يُخاطِبُ أَبناءَهُ جِهاراً وَقَد جَهَلوا ما عَنى,جِهاراً وَقَد جَهَلوا ما عَنى,زَمانٌ يُخاطِبُ أَبناءَهُ,المتقارب,أبو العلاء المعري
يُبَدِّلُ بِاليُسرِ إِعدامَهُ وَتَهدِمُ أَحداثُهُ ما بَنى,وَتَهدِمُ أَحداثُهُ ما بَنى,يُبَدِّلُ بِاليُسرِ إِعدامَهُ,المتقارب,أبو العلاء المعري
لَقَد فُزتَ إِن كُنتَ تُعطى الجِنانَ بِمَكَّةَ إِذ زُرتَها أَو مِنى,بِمَكَّةَ إِذ زُرتَها أَو مِنى,لَقَد فُزتَ إِن كُنتَ تُعطى الجِنانَ,المتقارب,أبو العلاء المعري
رَحَلنا إِلى الروم مِن جلق وَطِرف الأَماني عراه العَرج,وَطِرف الأَماني عراه العَرج,رَحَلنا إِلى الروم مِن جلق,المتقارب,الامير منجك باشا
وَلَيسَ سِوى اللَه مِن ناصر إِذا ما غَريم تَقاضى وَلج,إِذا ما غَريم تَقاضى وَلج,وَلَيسَ سِوى اللَه مِن ناصر,المتقارب,الامير منجك باشا
خَلَعنا الهُموم عَلى شيرز وَعِندَ المَضيق لَقَينا الفَرَج,وَعِندَ المَضيق لَقَينا الفَرَج,خَلَعنا الهُموم عَلى شيرز,المتقارب,الامير منجك باشا
أيا ثقفيُّ أراك الذي سيُلحقُ أُخرى ثمودٍ ثمودا,سيُلحقُ أُخرى ثمودٍ ثمودا,أيا ثقفيُّ أراك الذي,المتقارب,ابن الرومي
فيا لَثَقيفٍ بقايا ثمو د أنذرتُ مَدْخولكم أن يعودا,د أنذرتُ مَدْخولكم أن يعودا,فيا لَثَقيفٍ بقايا ثمو,المتقارب,ابن الرومي
قبيلةُ سوءٍ رماها الإلهُ بصاعقة تركتهمْ هُمودا,بصاعقة تركتهمْ هُمودا,قبيلةُ سوءٍ رماها الإلهُ,المتقارب,ابن الرومي
أصابتهُمُ فأبادتهُمُ سوى نفرٍ حَسِبَتْهُمْ قرودا,سوى نفرٍ حَسِبَتْهُمْ قرودا,أصابتهُمُ فأبادتهُمُ,المتقارب,ابن الرومي
وما كان يخطئ سهمٌ رمى به اللّه إلا القليل الزهيدا,به اللّه إلا القليل الزهيدا,وما كان يخطئ سهمٌ رمى,المتقارب,ابن الرومي
نَذارِ نذارِ وإلا نظا رِ مني قوارعَ تُوهِي الحديدا,رِ مني قوارعَ تُوهِي الحديدا,نَذارِ نذارِ وإلا نظا,المتقارب,ابن الرومي
فإما ارْعَوَيْتَ فرشداً أتَيْتَ وأنّى يكون غَويٌّ رشيدا,وأنّى يكون غَويٌّ رشيدا,فإما ارْعَوَيْتَ فرشداً أتَيْتَ,المتقارب,ابن الرومي
وإما أبيتَ فإن القضا ء يُشْقي جُدُوداً ويُحظي جدودا,ء يُشْقي جُدُوداً ويُحظي جدودا,وإما أبيتَ فإن القضا,المتقارب,ابن الرومي
ومن أجل ذلك تجري النجو م طوْراً نحوساً وطوراً سعودا,م طوْراً نحوساً وطوراً سعودا,ومن أجل ذلك تجري النجو,المتقارب,ابن الرومي
وكنتُ إذا ما هجاني اللئيـ ـم أرهقتُه من هجائي صَعُودا,ـم أرهقتُه من هجائي صَعُودا,وكنتُ إذا ما هجاني اللئيـ,المتقارب,ابن الرومي
بَرَعتَ فَرُعتَ فَمَن ذا حَبيبٌ لَهُ الوَيلُ أَم مَن أَبو الطَيِّبِ,لَهُ الوَيلُ أَم مَن أَبو الطَيِّبِ,بَرَعتَ فَرُعتَ فَمَن ذا حَبيبٌ,المتقارب,ابن خفاجه
وَلَو جارَياكَ إِلى غايَةٍ لَفُزتَ وَكانا مِنَ الخُيَّبِ,لَفُزتَ وَكانا مِنَ الخُيَّبِ,وَلَو جارَياكَ إِلى غايَةٍ,المتقارب,ابن خفاجه
أَجَدتَ وَجُدتَ فَمِن رَوضَةٍ تَضوعُ وَمِن وابِلٍ صَيِّبِ,تَضوعُ وَمِن وابِلٍ صَيِّبِ,أَجَدتَ وَجُدتَ فَمِن رَوضَةٍ,المتقارب,ابن خفاجه
وَحَسبِيَ عَلياكَ مِن دَوحَةٍ وَبِرُكَ مِن ثَمَرٍ طَيِّبِ,وَبِرُكَ مِن ثَمَرٍ طَيِّبِ,وَحَسبِيَ عَلياكَ مِن دَوحَةٍ,المتقارب,ابن خفاجه
وَعِندي فَهَلَ لَكَ مِن رَغبَةٍ لَكَ البِكرُ في خُلُقِ الثَيِّبِ,لَكَ البِكرُ في خُلُقِ الثَيِّبِ,وَعِندي فَهَلَ لَكَ مِن رَغبَةٍ,المتقارب,ابن خفاجه
تغول الحبال جُمالِيَّةٌ قِذاف وإن طالت الاحبلُ,قِذاف وإن طالت الاحبلُ,تغول الحبال جُمالِيَّةٌ,المتقارب,الكميت بن زيد
سَلاسِلُ بَرقٍ تُقِلُّ البِلادَ مِنَ المَحلِ جادَت بَني سَلسِلَه,مِنَ المَحلِ جادَت بَني سَلسِلَه,سَلاسِلُ بَرقٍ تُقِلُّ البِلادَ,المتقارب,أبو العلاء المعري
سَقَت وَطَناً وَتَخَطَّت سِواهُ موقَرَةٌ بِالحَيا مُرسَلَه,موقَرَةٌ بِالحَيا مُرسَلَه,سَقَت وَطَناً وَتَخَطَّت سِواهُ,المتقارب,أبو العلاء المعري
أَتَغسِلُ جِسمِيَ مِمّا بِهِ وَقَلبِيَ أَحوَجُ أَن تَغسِلَه,وَقَلبِيَ أَحوَجُ أَن تَغسِلَه,أَتَغسِلُ جِسمِيَ مِمّا بِهِ,المتقارب,أبو العلاء المعري
وَلا أَشرَبُ الدَهرَ بِسلَ الشَرابِ وَنَفسي بِأَعمالِها مُبسَلَه,وَنَفسي بِأَعمالِها مُبسَلَه,وَلا أَشرَبُ الدَهرَ بِسلَ الشَرابِ,المتقارب,أبو العلاء المعري
فأوفقت دوني بغير المِراط ولا الفوق مما حشوت الجفيرا,ولا الفوق مما حشوت الجفيرا,فأوفقت دوني بغير المِراط,المتقارب,الكميت بن زيد
مرفوعة مثل نوء السماك وأفق غرة شهرلشهر نحيرا,وأفق غرة شهرلشهر نحيرا,مرفوعة مثل نوء السماك,المتقارب,الكميت بن زيد
ولم يك نشؤك لي إذ نشأت كنوء الزَّبَاني عجاجاً ومورا,كنوء الزَّبَاني عجاجاً ومورا,ولم يك نشؤك لي إذ نشأت,المتقارب,الكميت بن زيد
ولكن نجمك سعد السعود طبقت أرضي غيثاً درورا,طبقت أرضي غيثاً درورا,ولكن نجمك سعد السعود,المتقارب,الكميت بن زيد
وإني لأَعْجبُ من شائبٍ يُنقِّى البياضَ كي يَتكَتِمْ,يُنقِّى البياضَ كي يَتكَتِمْ,وإني لأَعْجبُ من شائبٍ,المتقارب,ظافر الحداد
وهل ذاك إلا كقَطِّ الذُّبالِ إذا خمدت فبِهِ تَضْطَرم,إذا خمدت فبِهِ تَضْطَرم,وهل ذاك إلا كقَطِّ الذُّبالِ,المتقارب,ظافر الحداد
وكالبئرِ يَنْزِفُها الماتحون وفي الحال من نَزْفِها تَسْتَجِم,وفي الحال من نَزْفِها تَسْتَجِم,وكالبئرِ يَنْزِفُها الماتحون,المتقارب,ظافر الحداد
يُرجِّى بذلك ردَّ الشبابِ وهيهاتَ أنْ يَرجع المُخْتَرَم,وهيهاتَ أنْ يَرجع المُخْتَرَم,يُرجِّى بذلك ردَّ الشبابِ,المتقارب,ظافر الحداد
إذا خان سَمْكَ الجدارِ الأساسُ فقد ضاع من فوقه ما يُرَمُّ,فقد ضاع من فوقه ما يُرَمُّ,إذا خان سَمْكَ الجدارِ الأساسُ,المتقارب,ظافر الحداد
وكم قَدْرُ ما يستقرُّ الظلام إذا ما الصباح عليه هجم,إذا ما الصباح عليه هجم,وكم قَدْرُ ما يستقرُّ الظلام,المتقارب,ظافر الحداد
إذا ما أسِفت على فائتٍ فحَظُّك منه الأسى والندم,فحَظُّك منه الأسى والندم,إذا ما أسِفت على فائتٍ,المتقارب,ظافر الحداد
حَظرْتُ على الحَيِّ نَظْمَ المَدي حِ ومدْحُ الوزير أوْلى بِيَهْ,حِ ومدْحُ الوزير أوْلى بِيَهْ,حَظرْتُ على الحَيِّ نَظْمَ المَدي,المتقارب,الحيص بيص
ومنْ كانَ فْخرَ أهلِ الزَّمانِ فانَّ به تَفْخَرُ القافيهْ,فانَّ به تَفْخَرُ القافيهْ,ومنْ كانَ فْخرَ أهلِ الزَّمانِ,المتقارب,الحيص بيص
لهُ في الوَغى مِنْعَةٌ يَبْسَةٌ وعند المُحولِ يَدٌ هاميَهْ,وعند المُحولِ يَدٌ هاميَهْ,لهُ في الوَغى مِنْعَةٌ يَبْسَةٌ,المتقارب,الحيص بيص
يُحاذِرهُ الموتُ في سُخْطهِ وتحْسُدهُ الدِّيمَةُ الغاديَهْ,وتحْسُدهُ الدِّيمَةُ الغاديَهْ,يُحاذِرهُ الموتُ في سُخْطهِ,المتقارب,الحيص بيص
نَميرٌ بَرودُ اذا تَعْتَفيهِ ونارٌ اذا هِجْتَهُ حاميَهْ,ونارٌ اذا هِجْتَهُ حاميَهْ,نَميرٌ بَرودُ اذا تَعْتَفيهِ,المتقارب,الحيص بيص
يَهونُ عليه فَنا مالِهِ وغُرُّ مَحامدهِ باقيَهْ,وغُرُّ مَحامدهِ باقيَهْ,يَهونُ عليه فَنا مالِهِ,المتقارب,الحيص بيص
فلا زالَ مَحْمَدُ أفْعالهِ يكونُ على نفسهِ واقيَهْ,يكونُ على نفسهِ واقيَهْ,فلا زالَ مَحْمَدُ أفْعالهِ,المتقارب,الحيص بيص
أَأَسماءُ لَم تسئَلي عَن أَبيـ ـكِ وَالقَومُ قَد كانَ فيهِم خُطوب,ـكِ وَالقَومُ قَد كانَ فيهِم خُطوب,أَأَسماءُ لَم تسئَلي عَن أَبيـ,المتقارب,ابن أم حزنة
إِنَّ عَريباً وَإِن ساءَني أَحَبَّ حَبيبٍ وَأَدنى قَريب,أَحَبَّ حَبيبٍ وَأَدنى قَريب,إِنَّ عَريباً وَإِن ساءَني,المتقارب,ابن أم حزنة
سَأَجعَلُ نَفسي لَهُ جُنَّةً بِشاكي السِلاحِ نَهيكٍ أَريب,بِشاكي السِلاحِ نَهيكٍ أَريب,سَأَجعَلُ نَفسي لَهُ جُنَّةً,المتقارب,ابن أم حزنة
وَأَهلَكَ مُهرَ أَبيكِ الدَوا ءُ لَيسَ لَهُ مِن طَعامٍ نَصيب,ءُ لَيسَ لَهُ مِن طَعامٍ نَصيب,وَأَهلَكَ مُهرَ أَبيكِ الدَوا,المتقارب,ابن أم حزنة
خَلا أَنَّهُم كُلَّما أَورَدوا يُضَيَّحُ قَعباً عَلَيهِ ذَنوب,يُضَيَّحُ قَعباً عَلَيهِ ذَنوب,خَلا أَنَّهُم كُلَّما أَورَدوا,المتقارب,ابن أم حزنة
فَيُصبِحُ حاجِلَةً عَينُهُ لِحِنوِ اِستِهِ وَصَلاهُ غُيوب,لِحِنوِ اِستِهِ وَصَلاهُ غُيوب,فَيُصبِحُ حاجِلَةً عَينُهُ,المتقارب,ابن أم حزنة
فَأَعدَدتُ عَجلى لِحُسنِ الدَوا ءِ لَم يَتَلَمَّس حَشاها طَبيب,ءِ لَم يَتَلَمَّس حَشاها طَبيب,فَأَعدَدتُ عَجلى لِحُسنِ الدَوا,المتقارب,ابن أم حزنة
أَخي وَأَخوكِ بِبَطنِ النُسَي رِ لِيسَ بِهِ مِن مَعَدٍّ عَريب,رِ لِيسَ بِهِ مِن مَعَدٍّ عَريب,أَخي وَأَخوكِ بِبَطنِ النُسَي,المتقارب,ابن أم حزنة
فَأَقسَمَ بِاللَهِ لا يَأتَلي وَأَقسمَتُ أَن نِلتُهُ لا يَؤوب,وَأَقسمَتُ أَن نِلتُهُ لا يَؤوب,فَأَقسَمَ بِاللَهِ لا يَأتَلي,المتقارب,ابن أم حزنة
فَأَقبَلَ نَحوي عَلى قُدرَةٍ فَلَمّا دَنا صَدَقَتهُ الكَذوب,فَلَمّا دَنا صَدَقَتهُ الكَذوب,فَأَقبَلَ نَحوي عَلى قُدرَةٍ,المتقارب,ابن أم حزنة
أَحالَ بِها كَفَّهُ مُدبِراً وَهَل يُنجِيَنَّكَ شَدٌّ وَعيب,وَهَل يُنجِيَنَّكَ شَدٌّ وَعيب,أَحالَ بِها كَفَّهُ مُدبِراً,المتقارب,ابن أم حزنة
فَتَبَّعتُهُ طَعنَةً ثَرَّةً يَسيلُ عَلى الوَجهِ مِنها صَبيب,يَسيلُ عَلى الوَجهِ مِنها صَبيب,فَتَبَّعتُهُ طَعنَةً ثَرَّةً,المتقارب,ابن أم حزنة
فَإِن قَتَلَتهُ فَلَم آلُهُ وَإِن يَنجُ مِنها فَجُرحٌ رَغيب,وَإِن يَنجُ مِنها فَجُرحٌ رَغيب,فَإِن قَتَلَتهُ فَلَم آلُهُ,المتقارب,ابن أم حزنة
وَإِن يَلقَني بَعدَها يَلقَني عَلَيهِ مِنَ الذُلِّ ثَوبٌ قَشيب,عَلَيهِ مِنَ الذُلِّ ثَوبٌ قَشيب,وَإِن يَلقَني بَعدَها يَلقَني,المتقارب,ابن أم حزنة
مَقَامُ أَبِي نَافِعٍ نَافِعُ لِمَنْ زَارَهُ وَالْهُدَى شَافِعُ,لِمَنْ زَارَهُ وَالْهُدَى شَافِعُ,مَقَامُ أَبِي نَافِعٍ نَافِعُ,المتقارب,ابن زاكور
وَلاَ سَيَّمَا مَنْ بَنَى قُبَّةً بِهِ نُورُ بَهْجَتِهَا سَاطِعُ,بِهِ نُورُ بَهْجَتِهَا سَاطِعُ,وَلاَ سَيَّمَا مَنْ بَنَى قُبَّةً,المتقارب,ابن زاكور
فَذَاكَ الذِي يَرْتَوِي عَلَلاً بِكَأْسِ مُنىً بِرُّهُ نَاقِعُ,بِكَأْسِ مُنىً بِرُّهُ نَاقِعُ,فَذَاكَ الذِي يَرْتَوِي عَلَلاً,المتقارب,ابن زاكور
وَيَحْظَى بِأَرْغَبِ مَرْغُوبِهِ وَلَيْسَ لَهُ مِنْ عُلاً مَانِعُ,وَلَيْسَ لَهُ مِنْ عُلاً مَانِعُ,وَيَحْظَى بِأَرْغَبِ مَرْغُوبِهِ,المتقارب,ابن زاكور
وَيَعْلُو بِحَوْلِ الإِلَهِ على حَسُودٍ لَهُ طَرْفُهُ دَامِعُ,حَسُودٍ لَهُ طَرْفُهُ دَامِعُ,وَيَعْلُو بِحَوْلِ الإِلَهِ على,المتقارب,ابن زاكور
ضَمِنْتُ لَهُ عَنْ أَبِي نَافِعٍ مِنَ النَّفْعِ مَا يَرْتَجِي النَّافِعُ,مِنَ النَّفْعِ مَا يَرْتَجِي النَّافِعُ,ضَمِنْتُ لَهُ عَنْ أَبِي نَافِعٍ,المتقارب,ابن زاكور
وَأَهْوِنْ بِذَاكَ عَلَى جَاهِ مَنْ تَجَلَّى لَنَا سِرُّهُ الرَّائِعُ,تَجَلَّى لَنَا سِرُّهُ الرَّائِعُ,وَأَهْوِنْ بِذَاكَ عَلَى جَاهِ مَنْ,المتقارب,ابن زاكور
وَآيَاتُهُ كُتِبَتْ لِلْوَرَى عَلَى الْبَدْرِ فَهْوَ بِهَا طَالِعُ,عَلَى الْبَدْرِ فَهْوَ بِهَا طَالِعُ,وَآيَاتُهُ كُتِبَتْ لِلْوَرَى,المتقارب,ابن زاكور
أَلا كُلُّ ماشِيَةِ الخَيزَلى فِدا كُلُّ ماشِيَةِ الهَيذَبى,فِدا كُلُّ ماشِيَةِ الهَيذَبى,أَلا كُلُّ ماشِيَةِ الخَيزَلى,المتقارب,المتنبي
وَكُلِّ نَجاةٍ بُجاوِيَّةٍ خَنوفٍ وَما بِيَ حُسنُ المِشى,خَنوفٍ وَما بِيَ حُسنُ المِشى,وَكُلِّ نَجاةٍ بُجاوِيَّةٍ,المتقارب,المتنبي
وَلَكِنَّهُنَّ حِبالُ الحَياةِ وَكَيدُ العُداةِ وَمَيطُ الأَذى,وَكَيدُ العُداةِ وَمَيطُ الأَذى,وَلَكِنَّهُنَّ حِبالُ الحَياةِ,المتقارب,المتنبي
ضَرَبتُ بِها التيهَ ضَربَ القِمارِ إِمّا لِهَذا وَإِمّا لِذا,إِمّا لِهَذا وَإِمّا لِذا,ضَرَبتُ بِها التيهَ ضَربَ القِمارِ,المتقارب,المتنبي
إِذا فَزِعَت قَدَّمَتها الجِيادُ وَبيضُ السُيوفِ وَسُمرُ القَنا,وَبيضُ السُيوفِ وَسُمرُ القَنا,إِذا فَزِعَت قَدَّمَتها الجِيادُ,المتقارب,المتنبي
فَمَرَّت بِنَخلٍ وَفي رَكبِها عَنِ العالَمينَ وَعَنهُ غِنى,عَنِ العالَمينَ وَعَنهُ غِنى,فَمَرَّت بِنَخلٍ وَفي رَكبِها,المتقارب,المتنبي
وَأَمسَت تُخَيِّرُنا بِالنِقابِ وادي المِياهِ وَوادي القُرى,وادي المِياهِ وَوادي القُرى,وَأَمسَت تُخَيِّرُنا بِالنِقابِ,المتقارب,المتنبي
وَقُلنا لَها أَينَ أَرضُ العِراقِ فَقالَت وَنَحنُ بِتُربانَ ها,فَقالَت وَنَحنُ بِتُربانَ ها,وَقُلنا لَها أَينَ أَرضُ العِراقِ,المتقارب,المتنبي
وَهَبَّت بِحِسمى هُبوبَ الدَبورِ مُستَقبِلاتٍ مَهَبَّ الصَبا,مُستَقبِلاتٍ مَهَبَّ الصَبا,وَهَبَّت بِحِسمى هُبوبَ الدَبورِ,المتقارب,المتنبي
رَوامي الكِفافِ وَكِبدِ الوِهادِ وَجارِ البُوَيرَةِ وادِ الغَضى,وَجارِ البُوَيرَةِ وادِ الغَضى,رَوامي الكِفافِ وَكِبدِ الوِهادِ,المتقارب,المتنبي
وَجابَت بُسَيطَةَ جَوبَ الرِداءِ بَينَ النَعامِ وَبَينَ المَها,بَينَ النَعامِ وَبَينَ المَها,وَجابَت بُسَيطَةَ جَوبَ الرِداءِ,المتقارب,المتنبي
إِلى عُقدَةِ الجَوفِ حَتّى شَفَت بِماءِ الجُراوِيِّ بَعضَ الصَدى,بِماءِ الجُراوِيِّ بَعضَ الصَدى,إِلى عُقدَةِ الجَوفِ حَتّى شَفَت,المتقارب,المتنبي
وَلاحَ لَها صَوَرٌ وَالصَباحَ وَلاحَ الشَغورُ لَها وَالضُحى,وَلاحَ الشَغورُ لَها وَالضُحى,وَلاحَ لَها صَوَرٌ وَالصَباحَ,المتقارب,المتنبي
وَمَسّى الجُمَيعِيَّ دِئداؤُها وَغادى الأَضارِعَ ثُمَّ الدَنا,وَغادى الأَضارِعَ ثُمَّ الدَنا,وَمَسّى الجُمَيعِيَّ دِئداؤُها,المتقارب,المتنبي
فَيا لَكَ لَيلاً عَلى أَعكُشٍ أَحَمَّ البِلادِ خَفِيَّ الصُوى,أَحَمَّ البِلادِ خَفِيَّ الصُوى,فَيا لَكَ لَيلاً عَلى أَعكُشٍ,المتقارب,المتنبي
وَرَدنا الرُهَيمَةَ في جَوزِهِ وَباقيهِ أَكثَرُ مِمّا مَضى,وَباقيهِ أَكثَرُ مِمّا مَضى,وَرَدنا الرُهَيمَةَ في جَوزِهِ,المتقارب,المتنبي
فَلَمّا أَنَخنا رَكَزنا الرِماحَ فَوقَ مَكارِمِنا وَالعُلا,فَوقَ مَكارِمِنا وَالعُلا,فَلَمّا أَنَخنا رَكَزنا الرِماحَ,المتقارب,المتنبي
وَبِتنا نُقَبِّلُ أَسيافَنا وَنَمسَحُها مِن دِماءِ العِدا,وَنَمسَحُها مِن دِماءِ العِدا,وَبِتنا نُقَبِّلُ أَسيافَنا,المتقارب,المتنبي
لِتَعلَمَ مِصرُ وَمَن بِالعِراقِ وَمَن بِالعَواصِمِ أَنّي الفَتى,وَمَن بِالعَواصِمِ أَنّي الفَتى,لِتَعلَمَ مِصرُ وَمَن بِالعِراقِ,المتقارب,المتنبي
وَأَنّي وَفَيتُ وَأَنّي أَبَيتُ وَأَنّي عَتَوتُ عَلى مَن عَتا,وَأَنّي عَتَوتُ عَلى مَن عَتا,وَأَنّي وَفَيتُ وَأَنّي أَبَيتُ,المتقارب,المتنبي
وَما كُلُّ مَن قالَ قَولاً وَفى وَلا كُلُّ مَن سيمَ خَسفاً أَبى,وَلا كُلُّ مَن سيمَ خَسفاً أَبى,وَما كُلُّ مَن قالَ قَولاً وَفى,المتقارب,المتنبي
وَلا بُدَّ لِلقَلبِ مِن آلَةٍ وَرَأيٍ يُصَدِّعُ صُمَّ الصَفا,وَرَأيٍ يُصَدِّعُ صُمَّ الصَفا,وَلا بُدَّ لِلقَلبِ مِن آلَةٍ,المتقارب,المتنبي
وَمَن يَكُ قَلبٌ كَقَلبي لَهُ يَشُقُّ إِلى العِزِّ قَلبَ التَوى,يَشُقُّ إِلى العِزِّ قَلبَ التَوى,وَمَن يَكُ قَلبٌ كَقَلبي لَهُ,المتقارب,المتنبي
وَكُلُّ طَريقٍ أَتاهُ الفَتى عَلى قَدَرِ الرِجلِ فيهِ الخُطا,عَلى قَدَرِ الرِجلِ فيهِ الخُطا,وَكُلُّ طَريقٍ أَتاهُ الفَتى,المتقارب,المتنبي
وَنامَ الخُوَيدِمُ عَن لَيلِنا وَقَد نامَ قَبلُ عَمىً لا كَرى,وَقَد نامَ قَبلُ عَمىً لا كَرى,وَنامَ الخُوَيدِمُ عَن لَيلِنا,المتقارب,المتنبي
وَكانَ عَلى قُربِنا بَينَنا مَهامِهُ مِن جَهلِهِ وَالعَمى,مَهامِهُ مِن جَهلِهِ وَالعَمى,وَكانَ عَلى قُربِنا بَينَنا,المتقارب,المتنبي
لَقَد كُنتُ أَحسِبُ قَبلَ الخَصِيِّ أَنَّ الرُؤوسَ مَقَرُّ النُهى,أَنَّ الرُؤوسَ مَقَرُّ النُهى,لَقَد كُنتُ أَحسِبُ قَبلَ الخَصِيِّ,المتقارب,المتنبي
فَلَمّا نَظَرتُ إِلى عَقلِهِ رَأَيتُ النُهى كُلَّها في الخُصى,رَأَيتُ النُهى كُلَّها في الخُصى,فَلَمّا نَظَرتُ إِلى عَقلِهِ,المتقارب,المتنبي
وَماذا بِمِصرَ مِنَ المُضحِكاتِ وَلَكِنَّهُ ضَحِكٌ كَالبُكا,وَلَكِنَّهُ ضَحِكٌ كَالبُكا,وَماذا بِمِصرَ مِنَ المُضحِكاتِ,المتقارب,المتنبي
