البيت,الشطر الأيسر,الشطر الأيمن,البحر,الشاعر
بُدِّلتِ الوَحشَ بِالأَنيسِ لِما مَرَّ عَلَيها مِن سالِفِ الأَبَدِ,مَرَّ عَلَيها مِن سالِفِ الأَبَدِ,بُدِّلتِ الوَحشَ بِالأَنيسِ لِما,المنسرح,خفاف بن ندبة السلمي
بَعدَ سَوامٍ تَعلو مَسارِحَهُ تَسمَعُ فيهِ جَوائِزَ النَقَدِ,تَسمَعُ فيهِ جَوائِزَ النَقَدِ,بَعدَ سَوامٍ تَعلو مَسارِحَهُ,المنسرح,خفاف بن ندبة السلمي
يَحرُسُ أَكلاءَهُ وَيَحفَظُهُ طِرفٌ كَتَيسِ الظِباءِ مُنجَرِدِ,طِرفٌ كَتَيسِ الظِباءِ مُنجَرِدِ,يَحرُسُ أَكلاءَهُ وَيَحفَظُهُ,المنسرح,خفاف بن ندبة السلمي
وَسابِحٍ مُدمِجٍ يَخرِشُهُ كُلُّ عُنودِ القِيادِ كَالمَسَدِ,كُلُّ عُنودِ القِيادِ كَالمَسَدِ,وَسابِحٍ مُدمِجٍ يَخرِشُهُ,المنسرح,خفاف بن ندبة السلمي
لَيسَت لَهُ نَبوَةٌ فَنَكرَهُها يَومَ رِهانٍ مِنهُ وَلا طَرَدِ,يَومَ رِهانٍ مِنهُ وَلا طَرَدِ,لَيسَت لَهُ نَبوَةٌ فَنَكرَهُها,المنسرح,خفاف بن ندبة السلمي
يا هَل تَرى البَرقَ بِتُّ أَرقَبُهُ في مُكفَهِرٍّ نَشاصُهُ قَرَدِ,في مُكفَهِرٍّ نَشاصُهُ قَرَدِ,يا هَل تَرى البَرقَ بِتُّ أَرقَبُهُ,المنسرح,خفاف بن ندبة السلمي
مالَ عَلى قُبَّةِ البُثاءِ فعز زَ المَترُ بَينَ الرَجلاءِ فَالجُمُدِ,زَ المَترُ بَينَ الرَجلاءِ فَالجُمُدِ,مالَ عَلى قُبَّةِ البُثاءِ فعز,المنسرح,خفاف بن ندبة السلمي
يَترُكُ مِنها النِهاءُ مُفرِطَةً مِثلَ الرِياطِ المَنشورَةِ الجُدُدِ,مِثلَ الرِياطِ المَنشورَةِ الجُدُدِ,يَترُكُ مِنها النِهاءُ مُفرِطَةً,المنسرح,خفاف بن ندبة السلمي
إِذامَرَتهُ ريحٌ يَمانِيَّةٌ يَرُدُّ رَيعانَهُ إِلى نَضَدِ,يَرُدُّ رَيعانَهُ إِلى نَضَدِ,إِذامَرَتهُ ريحٌ يَمانِيَّةٌ,المنسرح,خفاف بن ندبة السلمي
إِن أَمسِ رَمساً تَحتَ التُرابِ فَهَل تَصرِفُ بَعدي المَنونُ عَن أَحَدِ,تَصرِفُ بَعدي المَنونُ عَن أَحَدِ,إِن أَمسِ رَمساً تَحتَ التُرابِ فَهَل,المنسرح,خفاف بن ندبة السلمي
كُلُّ اِمرِئٍ فاقِدٌ أَحبَتهُ وَمُسلِمٍ وَجهَهُ إِلى البَلَدِ,وَمُسلِمٍ وَجهَهُ إِلى البَلَدِ,كُلُّ اِمرِئٍ فاقِدٌ أَحبَتهُ,المنسرح,خفاف بن ندبة السلمي
وَقَد أُغادي الحانوت أَنشُرُهُ بِالرَحلِ فوقَ العَرانَةِ الأُجُدِ,بِالرَحلِ فوقَ العَرانَةِ الأُجُدِ,وَقَد أُغادي الحانوت أَنشُرُهُ,المنسرح,خفاف بن ندبة السلمي
تَنفُذُ عَيني إِلى الكَياسِ وَلا أَسكَرُ مِن ريحِها وَلَم أَكَدِ,أَسكَرُ مِن ريحِها وَلَم أَكَدِ,تَنفُذُ عَيني إِلى الكَياسِ وَلا,المنسرح,خفاف بن ندبة السلمي
وَاِترُك القَرنَ مِنَ المَكرِ وَقَد أَقتُلُ جوعَ المُحَوَّلِ الصَرِدِ,أَقتُلُ جوعَ المُحَوَّلِ الصَرِدِ,وَاِترُك القَرنَ مِنَ المَكرِ وَقَد,المنسرح,خفاف بن ندبة السلمي
وَأَهبِطُ العازِبَ المَخوفَ بِهِ أَطوي النَهارَ بِسابِحٍ نَهِدِ,أَطوي النَهارَ بِسابِحٍ نَهِدِ,وَأَهبِطُ العازِبَ المَخوفَ بِهِ,المنسرح,خفاف بن ندبة السلمي
أَجرَدَ مَدلوكَةٍ مَعاقِمُهُ فُقمٌ كَشاةِ الصَريمَةِ العَتَدِ,فُقمٌ كَشاةِ الصَريمَةِ العَتَدِ,أَجرَدَ مَدلوكَةٍ مَعاقِمُهُ,المنسرح,خفاف بن ندبة السلمي
لَم يَتَخاوَشِ مِنَ النِقابِ وَلَم يُزرِ بِهِ قَيظُهُ وَلَم يَرِدِ,يُزرِ بِهِ قَيظُهُ وَلَم يَرِدِ,لَم يَتَخاوَشِ مِنَ النِقابِ وَلَم,المنسرح,خفاف بن ندبة السلمي
أنظر إلى خيمة وقد نُصِبَتْ خضراء عند الصباح مبيضَّة,خضراء عند الصباح مبيضَّة,أنظر إلى خيمة وقد نُصِبَتْ,المنسرح,ابن النقيب
مبارك تارك الهوى سالك الـ ـقصد عزيز عليه ما عطبوا,ـقصد عزيز عليه ما عطبوا,مبارك تارك الهوى سالك الـ,المنسرح,الكميت بن زيد
شكراً لإحسانك البهيّ فما أبدعه في صنائع الكرم,أبدعه في صنائع الكرم,شكراً لإحسانك البهيّ فما,المنسرح,ابن نباته المصري
معناه معنى الشباب مقتبلاً وشكله المستطيل كالهرم,وشكله المستطيل كالهرم,معناه معنى الشباب مقتبلاً,المنسرح,ابن نباته المصري
هَل لِفُؤادي يا جيرَةَ الوادي مِن أَسرِهِ دونَ دارِهِم فادي,مِن أَسرِهِ دونَ دارِهِم فادي,هَل لِفُؤادي يا جيرَةَ الوادي,المنسرح,المكزون السنجاري
أَو يُرجِعُ الدَهرُ لي بَمَعهَدِهِم عَهدَ اِجتِمعي بِعودِ أَعيادي,عَهدَ اِجتِمعي بِعودِ أَعيادي,أَو يُرجِعُ الدَهرُ لي بَمَعهَدِهِم,المنسرح,المكزون السنجاري
وَتَنقَضي مُدَّةُ الوَعيدِ بِإِبع ادي وَيُقضى بِالوَصلِ ميعادي,ادي وَيُقضى بِالوَصلِ ميعادي,وَتَنقَضي مُدَّةُ الوَعيدِ بِإِبع,المنسرح,المكزون السنجاري
فَقَد بَمادى هَجري وَقَصَّرَ بي نَضوَ اِعتِمادي وَطالَ تَردادي,نَضوَ اِعتِمادي وَطالَ تَردادي,فَقَد بَمادى هَجري وَقَصَّرَ بي,المنسرح,المكزون السنجاري
وَطالَ في تيهِ حُبِّكُم سَفَري بِغَيرِ ماءٍ يُرَوّي وَلا زادِ,بِغَيرِ ماءٍ يُرَوّي وَلا زادِ,وَطالَ في تيهِ حُبِّكُم سَفَري,المنسرح,المكزون السنجاري
يا ذا المَعالي وَمَعدِنَ الأَدَبِ سَيِّدَنا وَاِبنَ سَيِّدِ العَرَبِ,سَيِّدَنا وَاِبنَ سَيِّدِ العَرَبِ,يا ذا المَعالي وَمَعدِنَ الأَدَبِ,المنسرح,المتنبي
أَنتَ عَلِيمٌ بِكُلِّ مُعجِزَةٍ وَلَو سَأَلنا سِواكَ لَم يُجِبِ,وَلَو سَأَلنا سِواكَ لَم يُجِبِ,أَنتَ عَلِيمٌ بِكُلِّ مُعجِزَةٍ,المنسرح,المتنبي
أَهَذِهِ قابَلَتكَ راقِصَةً أَم رَفَعَت رِجلَها مِنَ التَعَبِ,أَم رَفَعَت رِجلَها مِنَ التَعَبِ,أَهَذِهِ قابَلَتكَ راقِصَةً,المنسرح,المتنبي
إِنّي اِمرُؤٌ لَم أَزَل وَذاكَ مِنَ الـ ـلَهِ قَديماً أُعَلِّمُ الأُدُبا,ـلَهِ قَديماً أُعَلِّمُ الأُدُبا,إِنّي اِمرُؤٌ لَم أَزَل وَذاكَ مِنَ الـ,المنسرح,الراعي النميري
أُقيمُ بِالدارِ ما اِطمَأَنَّت بِيَ الـ ـدارُ وَإِن كُنتُ نازِحاً طَرِبا,ـدارُ وَإِن كُنتُ نازِحاً طَرِبا,أُقيمُ بِالدارِ ما اِطمَأَنَّت بِيَ الـ,المنسرح,الراعي النميري
لا أَجتَوي خُلَّةَ الصَديقِ وَلا أُتبِعُ نَفسي شَيئاً إِذا ذَهَبا,أُتبِعُ نَفسي شَيئاً إِذا ذَهَبا,لا أَجتَوي خُلَّةَ الصَديقِ وَلا,المنسرح,الراعي النميري
أَطلُبُ ما يَطلُبُ الكَريمُ مِنَ الـ ـرِزقِ بِنَفسي وَأُجمِلُ الطَلَبا,ـرِزقِ بِنَفسي وَأُجمِلُ الطَلَبا,أَطلُبُ ما يَطلُبُ الكَريمُ مِنَ الـ,المنسرح,الراعي النميري
وَأَحلِبُ الثَرَّةَ الصَفِيَّ وَلا أَجهَدُ أَخلافَ غَيرَها حَلَبا,أَجهَدُ أَخلافَ غَيرَها حَلَبا,وَأَحلِبُ الثَرَّةَ الصَفِيَّ وَلا,المنسرح,الراعي النميري
إِنّي رَأَيتُ الفَتى الكَريمَ إِذا رَغَّبتَهُ في صَنيعَةٍ رَغِبا,رَغَّبتَهُ في صَنيعَةٍ رَغِبا,إِنّي رَأَيتُ الفَتى الكَريمَ إِذا,المنسرح,الراعي النميري
وَالعَبدُ لا يَطلُبُ العَلاءَ وَلا يُعطيكَ شَيئاً إِلّا إِذا رَهِبا,يُعطيكَ شَيئاً إِلّا إِذا رَهِبا,وَالعَبدُ لا يَطلُبُ العَلاءَ وَلا,المنسرح,الراعي النميري
مِثلَ الحِمارِ المُوَقَّعِ السوءِ لا يُحسِنُ مَشياً إِلّا إِذا ضُرِبا,يُحسِنُ مَشياً إِلّا إِذا ضُرِبا,مِثلَ الحِمارِ المُوَقَّعِ السوءِ لا,المنسرح,الراعي النميري
قَد يُرزَقُ الخافِضُ المُقيمُ وَما شَدَّ بِعيسٍ رَحلاً وَلا قَتَبا,شَدَّ بِعيسٍ رَحلاً وَلا قَتَبا,قَد يُرزَقُ الخافِضُ المُقيمُ وَما,المنسرح,الراعي النميري
وَلَم أَجِد عُدَّةَ الخَلائِقِ إِلـ لا الدينَ لَمّا اِعتَبَرتُ وَالحَسَبا,لا الدينَ لَمّا اِعتَبَرتُ وَالحَسَبا,وَلَم أَجِد عُدَّةَ الخَلائِقِ إِلـ,المنسرح,الراعي النميري
ـوَيُحرَمُ الرِزقَ ذو المَطِيَّةِ وَالـ ـرَحلِ وَمَن لا يَزالُ مُغتَرِبا,ـرَحلِ وَمَن لا يَزالُ مُغتَرِبا,ـوَيُحرَمُ الرِزقَ ذو المَطِيَّةِ وَالـ,المنسرح,الراعي النميري
وَإِن بِأَرضٍ نَبَت بِيَ الدارُ فَعَجـ ـجَلتُ إِلى غَيرِ أَهلِها القُرَبا,ـجَلتُ إِلى غَيرِ أَهلِها القُرَبا,وَإِن بِأَرضٍ نَبَت بِيَ الدارُ فَعَجـ,المنسرح,الراعي النميري
لا سافِحٌ مِن سَوافِحِ الطَيرِ يَثـ ـنيني وَلا ناعِبٌ إِذا نَعَبا,ـنيني وَلا ناعِبٌ إِذا نَعَبا,لا سافِحٌ مِن سَوافِحِ الطَيرِ يَثـ,المنسرح,الراعي النميري
لا تَحسَبوا رَبعَكُم وَلا طَلَلَه أَوَّلَ حَيٍّ فِراقُكُم قَتَلَه,أَوَّلَ حَيٍّ فِراقُكُم قَتَلَه,لا تَحسَبوا رَبعَكُم وَلا طَلَلَه,المنسرح,المتنبي
قَد تَلِفَت قَبلَهُ النُفوسُ بِكُم وَأَكثَرَت في هَواكُمُ العَذَلَه,وَأَكثَرَت في هَواكُمُ العَذَلَه,قَد تَلِفَت قَبلَهُ النُفوسُ بِكُم,المنسرح,المتنبي
خَلا وَفيهِ أَهلٌ وَأَوحَشَنا وَفيهِ صِرمٌ مُرَوِّحٌ إِبِلَه,وَفيهِ صِرمٌ مُرَوِّحٌ إِبِلَه,خَلا وَفيهِ أَهلٌ وَأَوحَشَنا,المنسرح,المتنبي
لَو سارَ ذاكَ الحَبيبُ عَن فَلَكٍ ما رَضِيَ الشَمسَ بُرجُهُ بَدَلَه,ما رَضِيَ الشَمسَ بُرجُهُ بَدَلَه,لَو سارَ ذاكَ الحَبيبُ عَن فَلَكٍ,المنسرح,المتنبي
أُحِبُّهُ وَالهَوى وَأَدأُرَهُ وَكُلُّ حُبٍّ صَبابَةٌ وَوَلَه,وَكُلُّ حُبٍّ صَبابَةٌ وَوَلَه,أُحِبُّهُ وَالهَوى وَأَدأُرَهُ,المنسرح,المتنبي
يَنصُرُها الغَيثُ وَهيَ ظامِئَةٌ إِلى سِواهُ وَسُحبُها هَطِلَه,إِلى سِواهُ وَسُحبُها هَطِلَه,يَنصُرُها الغَيثُ وَهيَ ظامِئَةٌ,المنسرح,المتنبي
واحَرَبا مِنكِ يا جَدايَتَها مُقيمَةً فَاِعلَمي وَمُرتَحِلَه,مُقيمَةً فَاِعلَمي وَمُرتَحِلَه,واحَرَبا مِنكِ يا جَدايَتَها,المنسرح,المتنبي
لَو خُلِطَ المِسكُ وَالعَبيرُ بِها وَلَستِ فيها لَخِلتُها تَفِلَه,وَلَستِ فيها لَخِلتُها تَفِلَه,لَو خُلِطَ المِسكُ وَالعَبيرُ بِها,المنسرح,المتنبي
أَنا اِبنُ مَن بَعضُهُ يَفوقُ أَبا ال باحِثِ وَالنَجلُ بَعضُ مَن نَجَلَه,باحِثِ وَالنَجلُ بَعضُ مَن نَجَلَه,أَنا اِبنُ مَن بَعضُهُ يَفوقُ أَبا ال,المنسرح,المتنبي
وَإِنَّما يَذكُرُ الجُدودَ لَهُم مَن نَفَروهُ وَأَنفَدوا حِيَلَه,مَن نَفَروهُ وَأَنفَدوا حِيَلَه,وَإِنَّما يَذكُرُ الجُدودَ لَهُم,المنسرح,المتنبي
فَخراً لِعَضبٍ أَروحُ مُشتَمِلَه وَسَمهَرِيٍّ أَروحُ مُعتَقَلَه,وَسَمهَرِيٍّ أَروحُ مُعتَقَلَه,فَخراً لِعَضبٍ أَروحُ مُشتَمِلَه,المنسرح,المتنبي
وَليَفخَرِ الفَخرُ إِذ غَدَوتُ بِهِ مُرتَدِياً خَيرَهُ وَمُنتَعِلَه,مُرتَدِياً خَيرَهُ وَمُنتَعِلَه,وَليَفخَرِ الفَخرُ إِذ غَدَوتُ بِهِ,المنسرح,المتنبي
أَنا الَّذي بَيَّنَ الإِلَهُ بِهِ ال أَقدارَ وَالمَرءُ حَيثُما جَعَلَه,أَقدارَ وَالمَرءُ حَيثُما جَعَلَه,أَنا الَّذي بَيَّنَ الإِلَهُ بِهِ ال,المنسرح,المتنبي
جَوهَرَةٌ يَفرَحُ الكِرامُ بِها وَغُصَّةٌ لا تُسيغُها السَفِلَه,وَغُصَّةٌ لا تُسيغُها السَفِلَه,جَوهَرَةٌ يَفرَحُ الكِرامُ بِها,المنسرح,المتنبي
إِنَّ الكِذابَ الَّذي أَكادُ بِهِ أَهوَنُ عِندي مِنَ الَّذي نَقَلَه,أَهوَنُ عِندي مِنَ الَّذي نَقَلَه,إِنَّ الكِذابَ الَّذي أَكادُ بِهِ,المنسرح,المتنبي
فَلا مُبالٍ وَلا مُداجٍ وَلا وانٍ وَلا عاجِزٌ وَلا تُكَلَه,وانٍ وَلا عاجِزٌ وَلا تُكَلَه,فَلا مُبالٍ وَلا مُداجٍ وَلا,المنسرح,المتنبي
وَدارِعٍ سِفتُهُ فَخَرَّ لَقىً في المُلتَقى وَالعَجاجِ وَالعَجَلَه,في المُلتَقى وَالعَجاجِ وَالعَجَلَه,وَدارِعٍ سِفتُهُ فَخَرَّ لَقىً,المنسرح,المتنبي
وَسامِعٍ رُعتُهُ بِقافِيَةٍ يَحارُ فيها المُنَقِّحُ القُوَلَه,يَحارُ فيها المُنَقِّحُ القُوَلَه,وَسامِعٍ رُعتُهُ بِقافِيَةٍ,المنسرح,المتنبي
وَرُبَّما أُشهِدُ الطَعامَ مَعي مَن لا يُساوي الخُبزَ الَّذي أَكَلَه,مَن لا يُساوي الخُبزَ الَّذي أَكَلَه,وَرُبَّما أُشهِدُ الطَعامَ مَعي,المنسرح,المتنبي
وَيُظهِرُ الجَهلَ بي وَأَعرِفُهُ وَالدُرُّ دُرٌّ بِرَغمِ مَن جَهِلَه,وَالدُرُّ دُرٌّ بِرَغمِ مَن جَهِلَه,وَيُظهِرُ الجَهلَ بي وَأَعرِفُهُ,المنسرح,المتنبي
مُستَحيِياً مِن أَبي العَشائِرِ أَن أَسحَبَ في غَيرِ أَرضِهِ حُلَلَه,أَسحَبَ في غَيرِ أَرضِهِ حُلَلَه,مُستَحيِياً مِن أَبي العَشائِرِ أَن,المنسرح,المتنبي
أَسحَبُها عِندَهُ لَدى مَلِكٍ ثِيابُهُ مِن جَليسِهِ وَجِلَه,ثِيابُهُ مِن جَليسِهِ وَجِلَه,أَسحَبُها عِندَهُ لَدى مَلِكٍ,المنسرح,المتنبي
وَبيضُ غِلمانِهِ كَنائِلِهِ أَوَّلُ مَحمولِ سَيبِهِ الحَمَلَه,أَوَّلُ مَحمولِ سَيبِهِ الحَمَلَه,وَبيضُ غِلمانِهِ كَنائِلِهِ,المنسرح,المتنبي
ما لِيَ لا أَمدَحُ الحُسَينَ وَلا أَبذُلُ مِثلَ الوُدِّ الَّذي بَذَلَه,أَبذُلُ مِثلَ الوُدِّ الَّذي بَذَلَه,ما لِيَ لا أَمدَحُ الحُسَينَ وَلا,المنسرح,المتنبي
أَأَخفَتِ العَينُ عِندَهُ خَبَراً أَم بَلَغَ الكَيذُبانُ ما أَمَلَه,أَم بَلَغَ الكَيذُبانُ ما أَمَلَه,أَأَخفَتِ العَينُ عِندَهُ خَبَراً,المنسرح,المتنبي
أَم لَيسَ ضَرّابَ كُلِّ جُمجُمَةٍ مَنخُوَّةٍ ساعَةَ الوَغى زَعِلَه,مَنخُوَّةٍ ساعَةَ الوَغى زَعِلَه,أَم لَيسَ ضَرّابَ كُلِّ جُمجُمَةٍ,المنسرح,المتنبي
وَصاحِبَ الجودِ ما يُفارِقُهُ لَو كانَ لِلجودِ مَنطِقٌ عَذَلَه,لَو كانَ لِلجودِ مَنطِقٌ عَذَلَه,وَصاحِبَ الجودِ ما يُفارِقُهُ,المنسرح,المتنبي
وَراكِبَ الهَولِ لا يُفَتِّرُهُ لَو كانَ لِلهَولِ مَحزِمٌ هَزَلَه,لَو كانَ لِلهَولِ مَحزِمٌ هَزَلَه,وَراكِبَ الهَولِ لا يُفَتِّرُهُ,المنسرح,المتنبي
وَفارِسَ الأَحمَرِ المُكَلِّلَ في طَيِّئٍ المُشرَعَ القَنا قِبَلَه,طَيِّئٍ المُشرَعَ القَنا قِبَلَه,وَفارِسَ الأَحمَرِ المُكَلِّلَ في,المنسرح,المتنبي
لَمّا رَأَت وَجهَهُ خُيولُهُمُ أَقسَمَ بِاللَهِ لا رَأَت كَفَلَه,أَقسَمَ بِاللَهِ لا رَأَت كَفَلَه,لَمّا رَأَت وَجهَهُ خُيولُهُمُ,المنسرح,المتنبي
فَأَكبَروا فِعلَهُ وَأَصغَرَهُ أَكبَرُ مِن فِعلِهِ الَّذي فَعَلَه,أَكبَرُ مِن فِعلِهِ الَّذي فَعَلَه,فَأَكبَروا فِعلَهُ وَأَصغَرَهُ,المنسرح,المتنبي
القاطِعُ الواصِلُ الكَميلُ فَلا بَعضُ جَميلٍ عَن بَعضِهِ شَغَلَه,بَعضُ جَميلٍ عَن بَعضِهِ شَغَلَه,القاطِعُ الواصِلُ الكَميلُ فَلا,المنسرح,المتنبي
فَواهِبٌ وَالرِماحُ تَشجُرُهُ وَطاعِنٌ وَالهِباتُ مُتَّصِلَه,وَطاعِنٌ وَالهِباتُ مُتَّصِلَه,فَواهِبٌ وَالرِماحُ تَشجُرُهُ,المنسرح,المتنبي
وَكُلَّما آمَنَ البِلادَ سَرى وَكُلَّما خيفَ مَنزِلٌ نَزَلَه,وَكُلَّما خيفَ مَنزِلٌ نَزَلَه,وَكُلَّما آمَنَ البِلادَ سَرى,المنسرح,المتنبي
وَكُلَّما جاهَرَ العَدُوَّ ضُحىً أَمكَنَ حَتّى كَأَنَّهُ خَتَلَه,أَمكَنَ حَتّى كَأَنَّهُ خَتَلَه,وَكُلَّما جاهَرَ العَدُوَّ ضُحىً,المنسرح,المتنبي
يَحتَقِرُ البيضَ وَاللِدانَ إِذا سَنَّ عَلَيهِ الدِلاصَ أَو نَثَلَه,سَنَّ عَلَيهِ الدِلاصَ أَو نَثَلَه,يَحتَقِرُ البيضَ وَاللِدانَ إِذا,المنسرح,المتنبي
قَد هَذَّبَت فَهمَهُ الفَقاهَةُ لي وَهَذَّبَت شِعرِيَ الفَصاحَةَ لَه,وَهَذَّبَت شِعرِيَ الفَصاحَةَ لَه,قَد هَذَّبَت فَهمَهُ الفَقاهَةُ لي,المنسرح,المتنبي
فَصِرتُ كَالسَيفِ حامِداً يَدَهُ لا يَحمَدُ السَيفُ كُلَّ مَن حَمَلَه,لا يَحمَدُ السَيفُ كُلَّ مَن حَمَلَه,فَصِرتُ كَالسَيفِ حامِداً يَدَهُ,المنسرح,المتنبي
لا غَروَ أَن أَصبَحَ المُؤَيَّدُ بَيـ ـنَ الناسِ صَبّاً مُوَلَّهاً بِعُمَر,ـنَ الناسِ صَبّاً مُوَلَّهاً بِعُمَر,لا غَروَ أَن أَصبَحَ المُؤَيَّدُ بَيـ,المنسرح,ابن عنين
سلمانُ بَيتِ العَميدِ يَعذُرُ في الـ ـسوءِ وَإِن أَحسَنوا إِلَيهِ شَكَر,ـسوءِ وَإِن أَحسَنوا إِلَيهِ شَكَر,سلمانُ بَيتِ العَميدِ يَعذُرُ في الـ,المنسرح,ابن عنين
مَآرِبُ الكُلِّ فيهِ فَهوَ عَصا موسى لِكُلٍّ مِنهُم إِلَيهِ وَطَر,موسى لِكُلٍّ مِنهُم إِلَيهِ وَطَر,مَآرِبُ الكُلِّ فيهِ فَهوَ عَصا,المنسرح,ابن عنين
مَآرِبُ الكُلِّ فيهِ تُبصِرُهُم إِلى لقاهُ في حُرقَةٍ وَضَجَر,إِلى لقاهُ في حُرقَةٍ وَضَجَر,مَآرِبُ الكُلِّ فيهِ تُبصِرُهُم,المنسرح,ابن عنين
يُصبِحُ تَحتَ الرِجالِ مُفتَرشاً أُنثى وَيُمسي فَوقَ النِساءِ ذَكَر,أُنثى وَيُمسي فَوقَ النِساءِ ذَكَر,يُصبِحُ تَحتَ الرِجالِ مُفتَرشاً,المنسرح,ابن عنين
كَم حَمَّلوهُ مِن ثِقَلِ عِبئِهِمُ رَزِيَّةً مُشمخرَّةً فَصَبَر,رَزِيَّةً مُشمخرَّةً فَصَبَر,كَم حَمَّلوهُ مِن ثِقَلِ عِبئِهِمُ,المنسرح,ابن عنين
وَهوَ فَتيقُ العِجانِ مُنخَرِقُ المُبـ ـعرِ ما فيهِ لِلمَنيِ مَقَر,ـعرِ ما فيهِ لِلمَنيِ مَقَر,وَهوَ فَتيقُ العِجانِ مُنخَرِقُ المُبـ,المنسرح,ابن عنين
وَهوَ مَتى عَلَّهُ رِجالهُمُ أَنهَلَ مِنهُ نِساؤُهُم وَصَدَر,أَنهَلَ مِنهُ نِساؤُهُم وَصَدَر,وَهوَ مَتى عَلَّهُ رِجالهُمُ,المنسرح,ابن عنين
من أدبِ النفس أن يوقَّر مو لانا بتدبيرِهِ الجليل علا,لانا بتدبيرِهِ الجليل علا,من أدبِ النفس أن يوقَّر مو,المنسرح,ابن نباته المصري
وإنما المفترون قد حفظوا تلجي الضرورات في الأمور إلى,تلجي الضرورات في الأمور إلى,وإنما المفترون قد حفظوا,المنسرح,ابن نباته المصري
للهِ يومي بالثغرِ في الجَوْسَقْ والأرضُ تُجْلَى في روضِها المُونِقْ,والأرضُ تُجْلَى في روضِها المُونِقْ,للهِ يومي بالثغرِ في الجَوْسَقْ,المنسرح,ظافر الحداد
والنيلُ يحشُو حَشا الخليجِ وقد كَساه زهرُ الربيعِ بإسْتَبْرَق,كَساه زهرُ الربيعِ بإسْتَبْرَق,والنيلُ يحشُو حَشا الخليجِ وقد,المنسرح,ظافر الحداد
ودَرَّجتْ ماءَه الصَّبا فحكى ثوبَ حريرٍ مُدَمْقَسٍ أزرق,ثوبَ حريرٍ مُدَمْقَسٍ أزرق,ودَرَّجتْ ماءَه الصَّبا فحكى,المنسرح,ظافر الحداد
وراقَ بين الرياض فهْو كما فَرَّج فوق الغلالِة اليَلْمَق,فَرَّج فوق الغلالِة اليَلْمَق,وراقَ بين الرياض فهْو كما,المنسرح,ظافر الحداد
وحمرةُ الشمسِ في الغدير وقد مرت عليه ريحُ الصَّبا تَعْبَق,مرت عليه ريحُ الصَّبا تَعْبَق,وحمرةُ الشمسِ في الغدير وقد,المنسرح,ظافر الحداد
كأنه صدرُ فضةٍ قُصِّرت حافته وهْو مُذْهَبٌ مُحْرَق,حافته وهْو مُذْهَبٌ مُحْرَق,كأنه صدرُ فضةٍ قُصِّرت,المنسرح,ظافر الحداد
كدرهمٍ حُطَّ فوقَ سُنْدُسةٍ أَدقَّ فيه النَّقَّاش ما زَوَّق,أَدقَّ فيه النَّقَّاش ما زَوَّق,كدرهمٍ حُطَّ فوقَ سُنْدُسةٍ,المنسرح,ظافر الحداد
كأنه والنباتُ يحصُره عينٌ بها هُدْبٌ جفنُها محدِق,عينٌ بها هُدْبٌ جفنُها محدِق,كأنه والنباتُ يحصُره,المنسرح,ظافر الحداد
كالبدرِ في زرقِة السماء وقد حَفته فيها النجومُ بالمشرق,حَفته فيها النجومُ بالمشرق,كالبدرِ في زرقِة السماء وقد,المنسرح,ظافر الحداد
صَفا كودِّى وعَبْرتي وحكى قلبي بتَمْويجه كما يخفِق,قلبي بتَمْويجه كما يخفِق,صَفا كودِّى وعَبْرتي وحكى,المنسرح,ظافر الحداد
والغيمُ يبكي والبرقُ يضحك وال رعدُ من الغيظِ صائحٌ مُحْنَق,رعدُ من الغيظِ صائحٌ مُحْنَق,والغيمُ يبكي والبرقُ يضحك وال,المنسرح,ظافر الحداد
والبرق ثوب تشِفّ حمرتُه والرعدُ تصويته إذا خُرِّق,والرعدُ تصويته إذا خُرِّق,والبرق ثوب تشِفّ حمرتُه,المنسرح,ظافر الحداد
كأنّ قوس الغمامِ حاشيةٌ من سَفَط الخَزِّ بعدَ ما طَبَّق,من سَفَط الخَزِّ بعدَ ما طَبَّق,كأنّ قوس الغمامِ حاشيةٌ,المنسرح,ظافر الحداد
أو كحواشي عَصائبٍ ظهرتْ ألوانُها في جبينِ مَنْ يَعْشق,ألوانُها في جبينِ مَنْ يَعْشق,أو كحواشي عَصائبٍ ظهرتْ,المنسرح,ظافر الحداد
دوائرٌ صُبِّغتْ مُداخَلةٌ فكلُّ لونٍ بضِدِّه مُلْصَق,فكلُّ لونٍ بضِدِّه مُلْصَق,دوائرٌ صُبِّغتْ مُداخَلةٌ,المنسرح,ظافر الحداد
أطواقُ لاذٍ في جِيدِ غانيةٍ دَرَّج ألوانَهن مَنْ طَوَّق,دَرَّج ألوانَهن مَنْ طَوَّق,أطواقُ لاذٍ في جِيدِ غانيةٍ,المنسرح,ظافر الحداد
والوُرْقُ بين ألأوراقِ صادحةٌ فكلُّ ورقاءَ راسلتْ أَوْرَق,فكلُّ ورقاءَ راسلتْ أَوْرَق,والوُرْقُ بين ألأوراقِ صادحةٌ,المنسرح,ظافر الحداد
يا ليتَ شِعْري غَنَّت أَمِ انتحبَت بلِ الأغاني بحالِها أليق,بلِ الأغاني بحالِها أليق,يا ليتَ شِعْري غَنَّت أَمِ انتحبَت,المنسرح,ظافر الحداد
لو ادَّعتْ أنها بكتْ كَذَبت وشاهدُ الحالِ صادقُ المنطق,وشاهدُ الحالِ صادقُ المنطق,لو ادَّعتْ أنها بكتْ كَذَبت,المنسرح,ظافر الحداد
