,Bayt_Text,Bahr
822,وَتَغبِطُ الأَرضُ مِنها حَيثُ حَلْلَ بِهِ وَتَحسُدُ الخَيلُ مِنها أَيْيَها رَكِبا,البسيط
823,وَلا يَرُدْدُ بِفيهِ كَفْفَ سائِلِهِ عَن نَفسِهِ وَيَرُدْدُ الجَحفَلَ اللَجِبا,البسيط
824,وَكُلْلَما لَقِيَ الدينارُ صاحِبَهُ في مُلكِهِ اِفتَرَقا مِن قَبلِ يَصطَحِبا,البسيط
825,مالُنْ كَأَنْنَ غُرابَ البَينِ يَرقُبُهُ فَكُلْلَما قيلَ هَذا مُجتَدِنْ نَعَبا,البسيط
826,بَحرُنْ عَجائِبُهُ لَم تُبقِ في سَمَرِنْ وَلا عَجائِبِ بَحرِنْ بَعدَها عَجَبا,البسيط
827,لا يُقنِعُ اِبنَ عَليْيٍ نَيلُ مَنزِلَةتِنْ يَشكو مُحاوِلُها التَقصيرَ وَالتَعَبا,البسيط
828,هَزْزَ اللِواءَ بَنو عِجلِنْ بِهِ فَغَدا رَأسنْ لَهُم وَغَدا كُلْلٌ لَهُم ذَنَبا,البسيط
829,التارِكينَ مِنَ الأَشياءِ أَهوَنَها وَالراكِبينَ مِنَ الأَشياءِ ما صَعُبا,البسيط
830,مُبَرقِعي خَيلِهِم بِالبيضِ مُتْتَخِذي هامِ الكُماةِ عَلى أَرماحِهِم عَذَبا,البسيط
831,إِنْنَ المَنِيْيَةَ لَو لاقَتهُمُ وَقَفَت خَرقاءَ تَتْتَهِمُ الإِقدامَ وَالهَرَبا,البسيط
832,مَراتِبُنْ صَعِدَت وَالفِكرُ يَتبَعُها فَجازَ وَهوَ عَلى آثارِها الشُهُبا,البسيط
833,مَحامِدُنْ نَزَفَت شِعري لِيَملَأَها فَآلَ ما اِمتَلَأَت مِنهُ وَلا نَضَبا,البسيط
834,مَكارِمُنْ لَكَ فُتْتَ العالَمينَ بِها مَن يَستَطيعُ لِأَمرِنْ فائِتِنْ طَلَبا,البسيط
835,لَمْما أَقَمتَ بِإِنطاكِيْيَةَ اِختَلَفَت إِلَيْيَ بِالخَبَرِ الرُكبانُ في حَلَبا,البسيط
836,فَسِرتُ نَحوَكَ لا أَلوي عَلى أَحَدِنْ أَحُثْثُ راحِلَتَيْيَ الفَقرَ وَالأَدَبا,البسيط
837,أَذاقَني زَمَني بَلوى شَرِقتُ بِها لَو ذاقَها لَبَكى ما عاشَ وَاِنتَحَبا,البسيط
838,وَإِن عَمَرتُ جَعَلتُ الحَربَ والِدَتَنْ وَالسَمهَرِيْيَ أَخنْ وَالمَشرَفِيْيَ أَبا,البسيط
839,بِكُلْلِ أَشعَثَ يَلقى المَوتَ مُبتَسِمنْ حَتْتى كَأَنْنَ لَهُ في قَتلِهِ أَرَبا,البسيط
840,قُحْحٍ يَكادُ صَهيلُ الخَيلِ يَقذِفُهُ عَن سَرجِهِ مَرَحنْ بِالغَزوِ أَو طَرَبا,البسيط
841,فَالمَوتُ أَعذَرُ لي وَالصَبرُ أَجمَلُ بي وَالبَرْرُ أَوسَعُ وَالدُنيا لِمَن غَلَبا,البسيط
940,المَجلِسانِ عَلى التَميِيزِ بَينَهُما مُقابِلانِ وَلَكِن أَحسَنا الأَدَبا,البسيط
941,إِذا صَعِدتَ إِلى ذا مالَ ذا رَهَبنْ وَإِن صَعِدتَ إِلى ذا مالَ ذا رَهَبا,البسيط
942,فَلِم يَهابُكَ مالا حِسْسَ يَردَعُهُ إِنْني لَأُنصِرُ مِن شَأنَيهِما عَجَبا,البسيط
945,الطَيبُ مِمْما غَنيتُ عَنهُ كَفى بِقُربِ الأَميرِ طيبا,البسيط
946,يَبني بِهِ رَبْبُنا المَعالي كَما بِكُم يَغفِرُ الذُنوبا,البسيط
990,مَنِ الجَآذِرُ في زِيْيِ الأَعاريبِ حُمرَ الحُلى وَالمَطايا وَالجَلابيبِ,البسيط
991,إِن كُنتَ تَسأَلُ شَكْكنْ في مَعارِفِها فَمَن بَلاكَ بِتَسهيدِنْ وَتَعذيبِ,البسيط
992,لا تَجزِني بِضَننْ بي بَعدَها بَقَرُنْ تَجزي دُموعِيَ مَسكوبنْ بِمَسكوبِ,البسيط
993,سَوائِرُنْ رُبْبَما سارَت هَوادِجُها مَنيعَتَنْ بَينَ مَطعونِنْ وَمَضروبِ,البسيط
994,وَرُبْبَما وَخَدَت أَيدي المَطيْيِ بِها عَلى نَجيعِنْ مِنَ الفُرسانِ مَصبوبِ,البسيط
995,كَم زَورَةتِنْ لَكَ في الأَعرابِ خافِيَةتِنْ أَدهى وَقَد رَقَدوا مِن زَورَةِ الذيبِ,البسيط
996,أَزورُهُم وَسَوادُ اللَيلِ يَشفَعُ لي وَأَنثَني وَبَياضُ الصُبحِ يُغري بي,البسيط
997,قَد وافَقوا الوَحشَ في سُكنى مَراتِعِها وَخالَفوها بِتَقويضِنْ وَتَطنيبِ,البسيط
998,جِيرانُها وَهُمُ شَرْرُ الجِوارِ لَها وَصَحبُها وَهُمُ شَرْرُ الأَصاحيبِ,البسيط
999,فُؤادُ كُلْلِ مُحِبْبٍ في بُيوتِهِمِ وَمالُ كُلْلِ أَخيذِ المالِ مَحروبِ,البسيط
39984,حامِلُ الهَوى تَعِبُ يَستَخِفْفُهُ الطَرَبُ,المقتضب
39985,إِن بَكى يُحَقْقُ لَهُ لَيسَ ما بِهِ لَعِبُ,المقتضب
39986,تَضحَكينَ لاهِيَتَنْ وَالمُحِبْبُ يَنتَحِبُ,المقتضب
39987,تَعجَبينَ مِن سَقَمي صِحْحَتي هِيَ العَجَبُ,المقتضب
39988,كُلْلَما اِنقَضى سَبَبُنْ مِنكِ عادَ لي سَبَبُ,المقتضب
158999,أَينَ في الحِمى عَرَبُ لي بِرَبعِهِم أَرَبُ,المقتضب
159000,كُلْلَما ذَكَرتُهُمُ حَزْزَني لَهُم طَرَبُ,المقتضب
159001,جيرَتُنْ بِحَيْيِهِمُ لَيسَ يُحفَظُ الحَسَبُ,المقتضب
159002,العُهودُ وَالحُقو قُ عِندَهُمُ تُغتَصَبُ,المقتضب
159003,في خِيامِهِم قَمَرُنْ بِالصِفاحِ مُحتَجِبُ,المقتضب
159004,ريقُهُ مُعَتْتَقَتُنْ ثَغرُهُ لَها حَبَبُ,المقتضب
159005,بِتْتُ في دِيارِهِمُ وَالفُؤادُ مُكتَئِبُ,المقتضب
159006,الدُموعُ هاطِلَتُنْ وَالضُلوعُ تَلتَهِبُ,المقتضب
159007,إِنْنَ لِلغَرامِ يَدنْ مَسْسَني بِها العَطَبُ,المقتضب
159008,إِن قَضَيتُ فيهِ أَس فَهوَ بَعضُ ما يَجِبُ,المقتضب
159009,أَبدَتِ الوُشاةُ رِض مِنهُ يُلحَظُ الغَضَبُ,المقتضب
159010,الوُجوهُ ضاحِكَتُنْ وَالقُلوبُ تَنتَحِبُ,المقتضب
159011,لَو أَتوا بِمَكرُمَةتِنْ أَعتَبوا وَما عَتَبوا,المقتضب
159012,فَالغَرامُ نارُ لَظ عَذلُهُم لَها حَطَبُ,المقتضب
160528,لَيسَ عَنكَ مُصطَبَرُ حينَ أَسعَدَ القَدَرُ,المقتضب
160529,إِنْنَ صَفوَ عَيشَتِنا لا يَشوبُهُ كَدَرُ,المقتضب
160530,فَاِبتَدِر لِمَجلِسِنا فَاللَبيبُ يَبتَدِرُ,المقتضب
160531,وَاَعجَبَن لِشَمسِ ضُح قَد سَعى بِها قَمَرُ,المقتضب
160532,وَالخُطوبُ غافِلَتُنْ وَالرِفاقُ قَد حَضَروا,المقتضب
160533,وَالعُيونُ ناظِرَتُنْ وَالقُلوبُ تَنتَظِرُ,المقتضب
160534,غَيرَ أَنْنَهُم نَفَرُنْ عَن رِضاكَ ما نَفَروا,المقتضب
160535,إِن مَنَحتَهُم شَكَروا أَو مَنَعتَهُم عَذَروا,المقتضب
320732,لا إله إلا الله قولُ عارفِنْ أوْواه,المقتضب
320733,أظهرت شهادته حكمَ كلْلِ من ناداه,المقتضب
320734,إن دعاه موجده فالذي دعا لباه,المقتضب
320735,من وجودنا فلذا قلتُ إنني إيْياه,المقتضب
348634,قَلْلَ في الهَوى حيَلي يا كَثيرَةَ المَلَلِ,المقتضب
348635,كَم أَبيتُ مُمتَرينْ خِلفَ دَمعيَ الهَطِلِ,المقتضب
348636,رُبْبَ عَبرَةتِنْ نَضَحَتْ وَردَ خَدْدِكِ الخَجِلِ,المقتضب
348637,لَيتَني عَلى عَجَلِنْ أَجتَنيهِ بِالقُبَلِ,المقتضب
348638,فالعَذولُ مُنتَظِرُنْ أَن تُخَيْيِبي أَمَلي,المقتضب
348639,وَالمُحِبْبُ في كَمَدِنْ وَالعَذولُ في جَذَلِ,المقتضب
348640,فَالهَوى وأَيسرُه ما تَرينَ مِن وَجَلِي,المقتضب
348641,هَل يَخِفْفُ مَحمِلُهُ يا ثَقيلَةَ الكَفَلِ,المقتضب
374249,تنطوي على أسفِ يا خلي من الدنفِ,المقتضب
374250,قال للجفونِ أطع تِ الهوى ولم تكفِ,المقتضب
374251,قد جنيت داهيتَنْ فاصبري أو اعترفي,المقتضب
374252,كم بذلت ذا سقمِنْ للعيونِ والهَيَفِ,المقتضب
382248,عالمُنْ بحبيه مطرقُنْ من التيه,المقتضب
382249,يوسف الجمالِ وفر عون في تعديه,المقتضب
382250,لا وحق ما أنا من عطفه أرجيه,المقتضب
382251,ما الحياةُ نافعتُنْ لي على تأبيهِ,المقتضب
382252,النعيمُ يشغلهُ والجمالُ يطغيهِ,المقتضب
382253,فهو غير مكترثِنْ للذي ألاقيه,المقتضب
382254,تائهُنْ تزهده في رغبتي فيهِ,المقتضب
437929,يا مَليحَةَ الدْدَعَجِ هَلْ لَدَيْكِ مِنْ فَرَجِ,المقتضب
437930,أَمْ تُراكِ قَاتلَتي بِالدْدَلالِ والغَنَجِ,المقتضب
437931,مَنْ لِحُسْنِ وَجْهكِ مِنْ سُوءِ فِعْلِكِ السْسَمِجِ,المقتضب
437932,عاذِليْيَ حَسْبُكُما قَدْ غَرِقْتُ في لُجَجِ,المقتضب
437933,هَلْ عَلَيْيَ وَيْحَكُما إنْ لَهَوْتُ مِنْ حَرَجِ,المقتضب
467178,ربما دها حزنُنْ فيهِ راحة المهجِ,المقتضب
467179,والذي يُقَدْدِرهُ قادرُنْعلى الفرجِ,المقتضب
468630,هل لذا الجفا سببُ أم صدودهِ لعبُ,المقتضب
468631,أم ذكاءُ ما برحتْ تجتلي وتحتجبُ,المقتضب
468632,أم غدا كمشبههِ البدرُ ليس يقتربُ,المقتضب
468633,شادنُنْ لأعينهِ أنفُسُ الورى سلبُ,المقتضب
468634,إن يعد فليسَ يفي والهوى لهُ أدبُ,المقتضب
468635,يحكمُ الملاحُ على الصدقِ أنهُ كذبُ,المقتضب
468636,وانتمى الجمالُ لهُ فهو للجمالِ أبُ,المقتضب
468637,وهوَ من تدللهِ هاجرُنْ ومصطحبُ,المقتضب
468638,وهو من ملاحتهِ سافرُنْ ومنتقبُ,المقتضب
468639,كلْلُ أمرهِ عجبُ وكذا الهوى عجبُ,المقتضب
468640,يا ليالينْ سلفتْ هل تعيدكِ الحقبُ,المقتضب
468641,والرياضُ حاليتَنْ للسماءِ تنتسبُ,المقتضب
468642,وهو بينَ أكوسها البدرُ حولهُ الشهبُ,المقتضب
468643,نجتليها عابستَنْ باسمنْ لنا الحببُ,المقتضب
468644,كالعروسِ قد حجبتْ وهو دونها حُجبُ,المقتضب
468645,أبطأوا بزفتها والزفافُ مرتقبُ,المقتضب
468646,أو كخدِنْ أغيدَ لو لم يسلْ بها العنبُ,المقتضب
468647,أو كأنها شفة عضها فت وصبُ,المقتضب
468648,أو كدمعِ ذي كلف بالدماءِ ينسكبُ,المقتضب
468649,أو كقلبِ ذي حسدِنْ مازالَ يلتهبُ,المقتضب
468650,إن لثمتها جذبتْ معطفي فينجذبُ,المقتضب
468651,ينبري لها رشأ هزْزَ عطفه الطربُ,المقتضب
468652,في القلوبِ مختبئ للقلوبِ مختلبُ,المقتضب
468653,خدهُ بحمرتها كالبنانِ مختضبُ,المقتضب
468654,تلعبُ المدامُ بهِ كلما احتسى يثبُ,المقتضب
468655,وهو منها في ضحكِنْ وهي منهُ تنتحبُ,المقتضب
468656,من كمثلي إن ذكروا من سما بهِ الأدبُ,المقتضب
468657,شيمتُنْ مخلفتُنْ نافستْ بها العربُ,المقتضب
468658,إنها المعادن لم يصد مثلها الذهبُ,المقتضب
468659,يا ضلوعي ما برحَ القلبُ فيكِ يضطربُ,المقتضب
468660,دارتْ العيونُ بهِ فهو بينها نهبُ,المقتضب
468661,وانجلتْ لواحظها فانجلى لهُ العطبُ,المقتضب
468662,أعينُنْ يموجُ بها سحرها فينسربُ,المقتضب
468663,كم صرعنَ من أسدِنْ حينَ غالبوا غلبوا,المقتضب
468664,في جفونها رسلُنْ لم تجئ بها كتبُ,المقتضب
468665,ويحَ من أحبْبَ أما ينقضي لهُ أربُ,المقتضب
468666,إن أراحهُ تعبُنْ شفْفَ قلبهُ تعبُ,المقتضب
486410,وَجهُهُ وَمَنطِقُه جَنْنَتانِ أَينَعَتا,المقتضب
486411,ما دَرى الزَمانُ وَقَد جارَ فيهِ أَينَ عَتا,المقتضب
486729,أثكلَت بِأَزهَرِها فهرُ يا لَمَعشَرِها,المقتضب
486730,هَل تَرى السَماءَ هَوى نَجمُها اِبنُ نيْيرِها,المقتضب
486731,هَل تَرى الجِبالَ جَرى ال حُكمُ في تَسيْيرِها,المقتضب
486732,هَل تَرى الرِياضِ ذَوى ال غَضْضُ مِن مُنَوْوَرِها,المقتضب
11729,سَلامُنْ رائِحُنْ غادِ عَلى ساكِنَةِ الوادي,الهزج
11730,عَلى مَن حُبْبَها الهادي إِذا ما زُرتُ وَالحادي,الهزج
11731,أُحِبْبُ البَدوَ مِن أَجلِ غَزالِنْ فِحِمُ بادِ,الهزج
11732,أَلا يا رَبْبَةَ الحَليِ عَلى العاتِقِ وَالهادي,الهزج
11733,لَقَد أَبهَجتِ أَعدائي وَقَد أَشمَتْتِ حُسْسادي,الهزج
11734,بِسُقمِنْ مالَهُ شافِنْ وَأَسرِنْ مالَهُ فادِ,الهزج
11735,فَإِخواني وَنُدماني وَعُذْذالي وَعُوْوادي,الهزج
11736,فَما أَنفَكْكُ عَن ذِكرا كِ في نَومِنْ وَتَسهادِ,الهزج
11737,بِشَوقِنْ مِنكِ مُعتادِ وَطَيفِنْ غَيرِ مُعتادِ,الهزج
11738,أَلا يا زائِرَ الموصِ لِ حَيْيِ ذَلِكَ النادي,الهزج
11739,فَبِالموصِلِ إِخواني وَبِالموصِلِ أَعضادي,الهزج
11740,فَقُل لِلقَومِ يَأتونِ يَ مِن مَثن وَأَفرادِ,الهزج
11741,فَعِندي خِصبُ زُوْوارِنْ وَعِندي رَيْيُ وَرْرادِ,الهزج
11742,وَعِندي الظِلْلَ مَمدودنْ عَلى الحاضِرِ وَالبادي,الهزج
11743,أَلا لا يَقعُدِ العَجزُ بِكُم عَن مَنهَلِ الصادي,الهزج
11744,فَإِنْنَ الحَجْجَ مَفروضُنْ مَعَ الناقَةِ وَالزادِ,الهزج
11745,كَفاني سَطوَةَ الدَهرِ جَوادُنْ نَسلُ أَجوادِ,الهزج
11746,مَناهُ خَيرُ آباءِنْ نَمَتهُم خَيرُ أَجدادِ,الهزج
11747,فَما يَصبو إِلى أَرضِنْ سِوى أَرضي وَرُوْوادي,الهزج
11748,وَقاهُ اللَهُ فيما عا شَ شَرْرَ الزَمَنِ العادي,الهزج
12288,أَتَتني عَنكَ أَخبارُ وَبانَت مِنكَ أَسرارُ,الهزج
12289,وَلاحَت لي مِنَ السَلوَ ةِ آياتُنْ وَآثارُ,الهزج
12290,أَراها مِنكَ بِالقَلبِ وَلِلأَحشاءِ أَبصارُ,الهزج
12291,إِذا مابَرَدَ الحُبْبُ فَما تُسخِنُهُ النارُ,الهزج
12482,تَواعَدنا بِآذارَ لِمَسع غَيرِ مُختارِ,الهزج
12483,وَقُمنا نَسحَبُ الرَيطَ إِلى حانَةِ خَمْمارِ,الهزج
12484,فَلَم نَدرِ وَقَد فاحَت لَنا مِن جانِبِ الدارِ,الهزج
12485,بِخَمْمارِنْ مِنَ القَومِ نَزَلنا أَم بِعَطْطارِ,الهزج
12486,فَلَمْما أُلبِسَ اللَيلُ لَنا ثَوبنْ مِنَ القارِ,الهزج
12487,وَقُلنا أَوقِدِ النارَ لِطُرْراقِنْ وَزُوْوارِ,الهزج
12488,وَجا خاصِرَةَ الدَنْنِ فَأَغنانا عَنِ النارِ,الهزج
12489,وَما في طَلَبِ اللَهوِ عَلى الفِتيانِ مِن عارِ,الهزج
12593,أَيا قَلبي أَما تَخشَع وَيا عِلمي أَما تَنفَع,الهزج
12594,أَما حَقْقي بِأَن أَنظُ رَ لِلدُنيا وَما تَصنَع,الهزج
12595,أَما شَيْيَعتُ أَمثالي إِلى ضيقِنْ مِنَ المَضجَع,الهزج
12596,أَما أَعلَمُ أَن لا بُد دَ لي مِن ذالِكَ المَصرَع,الهزج
12597,أَيا غَوَثاهُ بِاللا هِ هَذا الأَمرُ ما أَفظَع,الهزج
13093,غِنى النَفسِ لِمَن يَعقِ لُ خَيرُنْ مِن غِنى المالِ,الهزج
13094,وَفَضلُ الناسِ في الأَنفُ سِ لَيسَ الفَضلُ في الحالِ,الهزج
13640,عَرَفتُ الشَرْرَ لا لِلشَر رِ لَكِن لِتَوَقْقيهِ,الهزج
13641,وَمَن لَم يَعرِفِ الشَرْرَ مِنَ الخَيرِ يَقَع فيهِ,الهزج
19313,شَبيهُ الخَدْدِ بِالتُفْفا حِ وَالريقَةِ بِالخَمرِ,الهزج
19314,بَديعُ الحُسنِ قَد أُلْلِفَ مِن شَمسِنْ وَمِن بَدرِ,الهزج
19315,لَهُ وَجهُنْ إِذا أَبصَر تَهُ ناجاكَ عَن عُذرِ,الهزج
19316,تَعالى اللَهُ ما تَقدَ حُهُ عَيناهُ في صَدري,الهزج
20073,أَيا مَن أَعرَضَ اللَهُ عَنِ العالَمِ مِن بُغضِه,الهزج
20074,وَيا مَن بَعضُهُ يَشهَ دُ بِالبُغضِ عَلى بَعضِه,الهزج
20075,وَيا أَثقَلَ خَلقِ اللَ هِ مِن ماشِنْ عَلى أَرضِه,الهزج
20076,وَمَن عافَ مَليكُ المَو تِ وَاِستَقذَرَ مِن قَبضِه,الهزج
20092,سَأَهجو الوَغدَ مُقرانَ فَلا غَروَ وَلا بِدعا,الهزج
20093,فَت ما إِن تَخَلْلَت ذا تُهُ مِن حَيْيَةتِنْ تَسعى,الهزج
20094,إِذا ما جاعَتِ الفيشُ غَدَت في ذاتِهِ تَرعى,الهزج
20095,إِذا ما أُدخِلَت كَالبُس رِ فيهِ خَرَجَت شَمعا,الهزج
20096,وَأَلقاهُ بِلَطمِنْ يَه تِكُ الأَبصارَ وَالسَمعا,الهزج
20097,فَإِن لَم يَفهَمِ الشِعرَ سَريعنْ فَهِمَ الصَفعا,الهزج
32562,عَرَفتُ المَنزِلَ الخالي عَفا مِن بَعدِ أَحوالِ,الهزج
32563,عَفاهُ كُلْلُ هَتْتانِنْ عَسوفِ الوَبلِ هَطْطالِ,الهزج
33625,وَما تَصنَعُ بِالسِرْرِ إِذا لَم تَكُ مَجنونا,الهزج
33626,إِذا عالَجتَ ثِقلَ الحُب بِ عالَجتَ الأَمَرْرَينا,الهزج
33627,وَقَد بُحتَ بِأَمرِنْ كا نَ في قَلبِيَ مَكنونا,الهزج
33628,وَقَد هِجتَ بِما حاوَل تَ أَمرنْ كانَ مَدفونا,الهزج
35783,لَقَد هانَ عَلى الناسِ مَن اِحتاجَ إِلى الناسِ,الهزج
35784,فَصُن نَفسَكَ عَمْما كا نَ عِندَ الناسِ بِالياسِ,الهزج
35785,فَكَم مِن مَشرَبِنْ يَشفي ال صَدى مِن مَشرَبِنْ قاسِ,الهزج
35786,وَثِقلُ الحَقْقِ أَحياننْ كَمِثلِ الجَبَلِ الراسي,الهزج
36248,أَلا أَينَ الأُلى سَلَفوا دُعوا لِلمَوتِ وَاختُطِفوا,الهزج
36249,فَوافَوا حينَ لا تُحَفُنْ وَلا طُرَفُنْ وَلا لُطَفُ,الهزج
36250,تُرَصْصُ عَلَيهِمُ حُفَرُنْ وَتُبنى ثُمْمَ تَنخَسِفُ,الهزج
36251,لَهُم مِن تُربِها فُرُشُنْ وَمِن رَضراضِها لُحُفُ,الهزج
36252,تَقَطْطَعَ مِنهُمُ سَبَبَ الرَ جاءِ فَضُيْيِعوا وَجُفوا,الهزج
36253,تَمُرْرُ بِعَسكَرِ المَوتى وَقَلبُكَ مِنهُ لا يَجِفُ,الهزج
36254,كَأَنْنَ مُشَيْيِعيكَ وَقَد رَمَوا بِكَ ثَمْمَ وَانصَرَفوا,الهزج
36255,فُنونُ رَداكِ يا دُنيا لَعَمري فَوقَ ما أَصِفُ,الهزج
36256,فَأَنتِ الدارُ فيكِ الظُل مُ وَالعُدوانُ وَالسَرَفُ,الهزج
36257,وَأَنتِ الدارُ فيكِ البَغ يُ وَالبَغضاءُ وَالشَنَفُ,الهزج
36258,وَأَنتِ الدارُ فيكِ الهَم مُ وَالأَحزانُ وَالأَسَفُ,الهزج
36259,وَأَنتِ الدارُ فيكِ الغَد رُ وَالتَنغيصُ وَالكُلَفُ,الهزج
36260,وَفيكِ الحَبلُ مُضطَرِبُنْ وَفيكِ البالُ مُنكَسِفُ,الهزج
36261,وَفيكِ لِساكِنيكَ الحَي نُ وَالآفاتُ وَالتَلَفُ,الهزج
36262,وَمُلكُكِ فيهِمُ دُوَلُنْ بِها الأَقدارُ تَختَلِفُ,الهزج
36263,كَأَنْنَكِ بَينَهُم كُرَتُنْ تَرامى ثُمْمَ تُلتَقَفُ,الهزج
36264,تَرى الأَيْيامَ لا يُنظِر نَ وَالساعاتِ لاتَقِفُ,الهزج
36265,وَلَن يَبقى لِأَهلِ الأَر ضِ لا عِزْزٌ وَلا شَرَفُ,الهزج
36266,وَكُلْلٌ دائِمُ الغَفَلا تِ وَالأَنفاسُ تُختَطَفُ,الهزج
36267,وَأَيْيُ الناسِ إِلْلا مو قِنُنْ بِالمَوتِ مُعتَرِفُ,الهزج
36268,وَخَلقُ اللَهِ مُشتَبِهُنْ وَسَعيُ الناسُ مُختَلِفُ,الهزج
36269,وَما الدُنيا بِباقِيَةتِنْ سَتُنزَحُ ثُمْمَ تُنتَسَفُ,الهزج
36270,وَقَولُ اللَهِ ذاكَ لَنا وَلَيسَ لِقَولِهِ خَلَفُ,الهزج
36443,رَأَيتُ الشَيبَ يَعدوكا بِأَنْنَ المَوتَ يَنحوكا,الهزج
36444,فَخُذ حِذرَكَ يا هَذا فَإِنْني لَستُ آلوكا,الهزج
36445,وَلا تَزدَد مِنَ الدُنيا فَتَزدادَن بِها نوكا,الهزج
36446,فَتَقوى اللَهِ تُغنيكا وَإِن سُمْميتَ صُعلوكا,الهزج
36447,تَناوَمتَ عَنِ المَوتِ وَداعي المَوتِ يَدعوكا,الهزج
36448,وَحاديهِ وَإِن نِمتَ حَثيثُ السَيرِ يَحدوكا,الهزج
36449,فَلا يَومُكَ يَنساكَ وَلا رِزقُكَ يَعدوكا,الهزج
36450,مَتى تَرغَب إِلى الناسِ تَكُن لِلناسِ مَملوكا,الهزج
36451,إِذا ما أَنتَ خَفْفَفتَ عَنِ الناسِ أَحَبْبوكا,الهزج
36452,وَإِن ثَقُلتَ مَلْلوكا وَعابوكَ وَسَبْبوكا,الهزج
36453,إِذا ما شِئتَ أَن تُعصى فَمُر مَن لَيسَ يَرجوكا,الهزج
36454,وَمُر مَن لَيسَ يَخشاكا فَيَدمى عِندَها فوكا,الهزج
40796,أَيا لَيلُ لا اِنقَضَيت وَيا صُبحُ لا أَتَيت,المضارع
40797,وَيا لَيلُ إِن أَرَدتَ طَريقنْ فَلا اِهتَدَيت,المضارع
40798,حَبيبي بِأَيْيِ ذَنبِنْ بِهِجرانِكَ اِبتَلَيت,المضارع
40799,فَوَاللَهِ لا حُرِمْتُ كَ فَاِحتَل بِما اِشتَهَيت,المضارع
40800,وَوَاللَهِ لا قَطَعتُ كَ إِن زُرتَ أَو نَأَيت,المضارع
40801,وَلا زِلتُ عاشِقنْ لَ كَ إِن شِئتَ أَو أَبَيت,المضارع
40802,رَجَوتُ السُلُوْوَ عَنكَ فَهَيهاتَ ما رَأَيت,المضارع
40803,وهَيهاتَ ما طَلَبتُ وَهَيهاتَ ما اِبتَغَيت,المضارع
348864,بَدا لي عَلى الكَثيبِ بِنَعمانَ ما يَروعُ,المضارع
348865,رَعابيبُ مِن نُمَيرِنْ جَلابيبُها تَضوعُ,المضارع
348866,وَوَهبينُ في رُباها لأَسرابِها رُبوعُ,المضارع
348867,مَعاطيرُ مِن مَهاها بِأَرجائِها الفُروعُ,المضارع
374077,توسْسَلتُ بالدْدُموعِ إلى سييء الصنيعِ,المضارع
374078,إلى من يحيْيِرُ الحس ن في وجههِ البَديعِ,المضارع
374079,أيا عاصِيا لصبْبٍ لطولِ الهوَى مُطيعِ,المضارع
374080,أذِق عينهُ هجوعنْ تمتْتَعتَ بالهُجوعِ,المضارع
383819,إِذا كُنتُمُ الكِبار وَكُنْنا لَكُم صِغار,المضارع
383820,وَصِرتُم تُماطِلونَ مَتى يَقضِمُ الحِمار,المضارع
401326,إلى كم أقود قومنْ بطا إلى ودادي,المضارع
401327,وأهوى لهمْ دُنوْونْ ويهوَوْنَ لِي بعادِي,المضارع
401328,وأُضحِي لهمْ صديقنْ وما همْ سوى أعادِ,المضارع
401329,وأبغِي صلاحَ شأنِي بمنْ همْمُه فسادِي,المضارع
401330,وكم ذا أجود دهرِي لمن ليس بالجوادِ,المضارع
401331,أرى معشرنْ غضابنْ لأن كنتُ ذا تِلادِ,المضارع
401332,وأنْ كنتُ في الثُريْيا وكانوا ثَرى الوِهادِ,المضارع
401333,ألا طالما رأيتمْ جثومِي على الوِسادِ,المضارع
401334,أنال الهوى ويُلقى إلى راحتِي مُرادِي,المضارع
401335,وأعطي مقادَ قَرْمِنْ أبيْيٍ على القيادِ,المضارع
401336,وتجرِي إلى الأمانِي فلا تلتوِي جِيادي,المضارع
401337,ولِي منزلُنْ حصينُنْ مكينُنْ من الفؤادِ,المضارع
401338,إذا همْم لِي بلاءُنْ فلِي منه ألفُ فادِ,المضارع
401339,وأنتمْ جُفاءُ سيلِنْ مُطارِنْ بخَبْتِ وادِ,المضارع
401340,وَإِلْلا فَسفرُ دوْوٍ بعيدِنْ بغير زادِ,المضارع
401341,سرَوْا في القَواءِ صُبحنْ عَطاشى بلا مَزادِ,المضارع
401342,وجابوا الفَلاةَ ليلنْ ضلالنْ بغير هادِ,المضارع
426563,جَفاهُ أَذابَ قَلبي وَأَضحى بِهِ عَليلا,المضارع
426564,وَمِنهُ الجَفا كَثيرُنْ وَقَد عَدْدَهُ قليلا,المضارع
438319,أَشْرَقَتْ لي بُدورُ في ظلامِنْ تُنيرُ,المضارع
438320,طارَ قَلْبي بِحُبْبها مَنْ لِقَلْبِنْ يطيرُ,المضارع
438321,يا بُدُورنْ أنابَها الد دَهْرْرَ عانِنْ أسِيرُ,المضارع
438322,إنْ رَضِيْتُمْ بأنْ أَمُو تَ فَموتِي حَقيرُ,المضارع
438323,كلْلُ خَطْبِنْ إنْ لم تكُو نوا غَضِبْتُمْ يَسيرُ,المضارع
438441,أَرى لِلصْصبا وداعا وما يَذْكُرُ اجْتماعا,المضارع
438442,كأَنْ لم يَكُنْ جديرنْ بِحِفْظِ الْلَذي أَضاعا,المضارع
438443,ولم يُصِبْنا سُرورنْ وَلم يُلْهِنا سَماعا,المضارع
438444,فَجَدْدِدْ وِصالَ صَبْبٍ متَى تَعْصِهِ أَطاعا,المضارع
