الشاعر,البحر,الشطر الأيمن,الشطر الأيسر,البيت
ابن مالك,الرجز,اخرَ مقصور ٍ تثنّى اجعله يا ,  إن كان عن ثلاثةٍ مرتقيا,اخرَ مقصور ٍ تثنّى اجعله يا إن كان عن ثلاثةٍ مرتقيا
ابن مالك,الرجز,كذا الذي اليا أصله نحو الفتى ,  والجامدُ الذي أميل كمتى,كذا الذي اليا أصله نحو الفتى والجامدُ الذي أميل كمتى
ابن مالك,الرجز,في غير ذا تقلب واواً الألف ,وأولها ما كان قبل قد ألِف,في غير ذا تقلب واواً الألف وأولها ما كان قبل قد ألِف
ابن مالك,الرجز,وما كصحراء بواو ٍ ثنّيا ,  ونحو علباءٍ كساءٍ وحيا,وما كصحراء بواو ٍ ثنّيا ونحو علباءٍ كساءٍ وحيا
ابن مالك,الرجز,بواو ٍ او همز ٍ وغير ما ذكر ,  صحّح وما شذّ على نقل ٍ قُصِر,بواو ٍ او همز ٍ وغير ما ذكر صحّح وما شذّ على نقل ٍ قُصِر
ابن مالك,الرجز,واحذف من المقصور في جمع على ,  حدّ المثنّى ما به تكمّلا,واحذف من المقصور في جمع على حدّ المثنّى ما به تكمّلا
ابن مالك,الرجز,والفتح أبق مشعراً بما حُذِف ,  وإن جمعته بتاء وألف,والفتح أبق مشعراً بما حُذِف وإن جمعته بتاء وألف
ابن مالك,الرجز,فالألف اقلب قلبها في التثنيه ,  وتاء ذي التا ألزمنّ تنحيَه,فالألف اقلب قلبها في التثنيه وتاء ذي التا ألزمنّ تنحيَه
ابن مالك,الرجز,    والسّالم العين الثلاثي اسماً أنِل ,  إتباع عين ٍ فاءهُ بما شُكِل    ,  والسّالم العين الثلاثي اسماً أنِل إتباع عين ٍ فاءهُ بما شُكِل  
ابن مالك,الرجز,إن ساكن العين مؤنثاً بدا ,  مختتماً بالتاء أو مجرّدا,إن ساكن العين مؤنثاً بدا مختتماً بالتاء أو مجرّدا
ابن مالك,الرجز,وسكّن التالي غير الفتح أو ,  خفّفه بالفتح فكلا ً قد رووا,وسكّن التالي غير الفتح أو خفّفه بالفتح فكلا ً قد رووا
ابن مالك,الرجز,ومنعوا إتباع نحو ذروه ,  وزبيةٍ وشذّ كسر جروه,ومنعوا إتباع نحو ذروه وزبيةٍ وشذّ كسر جروه
ابن مالك,الرجز,ونادرّ أو ذو اضطرار ٍ غير ما ,  قدذمته أو لأناس ٍ انتمى,ونادرّ أو ذو اضطرار ٍ غير ما قدذمته أو لأناس ٍ انتمى
ابن مالك,الرجز,أفعلة ّ أفعل ثمّ فِعله ,  تمَّت أفعال ّ جموع قلة,أفعلة ّ أفعل ثمّ فِعله تمَّت أفعال ّ جموع قلة
ابن مالك,الرجز,وبعض ذي بكثرة ٍ وضعاً يفي ,  كأرجل ٍ والعكس جاء كالصُفيّ,وبعض ذي بكثرة ٍ وضعاً يفي كأرجل ٍ والعكس جاء كالصُفيّ
ابن مالك,الرجز,لفعل ٍ اسماً صحّ عيناً أفعل ,  وللرباعيّ اسماً أيضا يُجعل,لفعل ٍ اسماً صحّ عيناً أفعل وللرباعيّ اسماً أيضا يُجعل
ابن مالك,الرجز,إن كان كالعناق والذراع في ,  مدٍّ وتأنيث ٍ وعدِّ الأحرف,إن كان كالعناق والذراع في مدٍّ وتأنيث ٍ وعدِّ الأحرف
ابن مالك,الرجز,وغير ما أفعل فيه مطّرد ,  من الثلاثي اسماً بأفعال ٍ يرد,وغير ما أفعل فيه مطّرد من الثلاثي اسماً بأفعال ٍ يرد
ابن مالك,الرجز,وغالباً أغناهم فعلان ,  في فعل ٍ كقولهم صردان,وغالباً أغناهم فعلان في فعل ٍ كقولهم صردان
ابن مالك,الرجز,في اسم ٍ مذكّر ٍ رباعيٍّ بمد ,  ثالث ٍ افعلة عنهم اطّرد,في اسم ٍ مذكّر ٍ رباعيٍّ بمد ثالث ٍ افعلة عنهم اطّرد
ابن مالك,الرجز,والزمه في فعال ٍ أو فِعال ,  مصاحبي تضعيف ٍ أو اعلال ٍ,والزمه في فعال ٍ أو فِعال مصاحبي تضعيف ٍ أو اعلال ٍ
ابن مالك,الرجز,فعل ّّ لنحو  أحمر ٍ وحمرا ,  وفعلة ّ جمعاً بنقل ٍ يُدرى,فعل ّّ لنحو أحمر ٍ وحمرا وفعلة ّ جمعاً بنقل ٍ يُدرى
ابن مالك,الرجز,وفعل ّ لاسم ٍ رباعيٍّ بمد ,  قد زيدّ قبل لام ٍ اعلالا ً فقد,وفعل ّ لاسم ٍ رباعيٍّ بمد قد زيدّ قبل لام ٍ اعلالا ً فقد
ابن مالك,الرجز,ما لم يضاعف في الأعمّ ذو الألف ,  وفعل ّ جمعاً لفعلة ٍ عُرِف,ما لم يضاعف في الأعمّ ذو الألف وفعل ّ جمعاً لفعلة ٍ عُرِف
ابن مالك,الرجز,ونحو كبرى ولفعلة ٍ فعل ,  وقد يجئ جمعه على فعل,ونحو كبرى ولفعلة ٍ فعل وقد يجئ جمعه على فعل
ابن مالك,الرجز,في نحو رام ٍ اطّرادٍ فعله ,  وشاع نحو كامل ٍ وكمله,في نحو رام ٍ اطّرادٍ فعله وشاع نحو كامل ٍ وكمله
ابن مالك,الرجز,فعلى لوصف ٍ كقتيل ٍ وزمن ,  وهالك ٍ وميّتّ به قمن,فعلى لوصف ٍ كقتيل ٍ وزمن وهالك ٍ وميّتّ به قمن
ابن مالك,الرجز,لفعل ٍ اسماً صحَّ لاماً فعله ,  والوضع في فعل ٍ وفعل ٍ قلله,لفعل ٍ اسماً صحَّ لاماً فعله والوضع في فعل ٍ وفعل ٍ قلله
ابن مالك,الرجز,وفُعَّل ّ لفاعل ٍ وفاعله ,  وصفين نحو عاذل ٍ وعاذله,وفُعَّل ّ لفاعل ٍ وفاعله وصفين نحو عاذل ٍ وعاذله
ابن مالك,الرجز,ومثله الفعّال فيما ذكّرا ,  وذان في المعلِّ لاماً تدرا,ومثله الفعّال فيما ذكّرا وذان في المعلِّ لاماً تدرا
ابن مالك,الرجز,فعل ّ وفعلة ّ فِعال ّ لهما ,  وقلَّ فيما عينه اليا منهما,فعل ّ وفعلة ّ فِعال ّ لهما وقلَّ فيما عينه اليا منهما
ابن مالك,الرجز,وفعل ّ أيضاً له فعال ,  ما لم يكن في لامه اعتلال,وفعل ّ أيضاً له فعال ما لم يكن في لامه اعتلال
ابن مالك,الرجز,أو يك مضعفاً ومثل فعل ,  ذو التا وفعل مع فعل ٍ فاقبل,أو يك مضعفاً ومثل فعل ذو التا وفعل مع فعل ٍ فاقبل
ابن مالك,الرجز,وفي فعيل ٍ وصف فاعل ٍ ورد ,  كذاك في أنثاه أيضا اطّرد,وفي فعيل ٍ وصف فاعل ٍ ورد كذاك في أنثاه أيضا اطّرد
ابن مالك,الرجز,وشاع في وصف ٍ على فعلانا ,  أو انثييه أو على فعلانا,وشاع في وصف ٍ على فعلانا أو انثييه أو على فعلانا
ابن مالك,الرجز,ومثله فعلانة ّ والزمه في ,  نحو طويل ٍ وطويلة ٍ تفي,ومثله فعلانة ّ والزمه في نحو طويل ٍ وطويلة ٍ تفي
ابن مالك,الرجز,وبفعول ٍ فعِل ّ نحو كبد ,  يُخصُّ غالباً كذاك يطّرد,وبفعول ٍ فعِل ّ نحو كبد يُخصُّ غالباً كذاك يطّرد
ابن مالك,الرجز,في فعل ٍ اسماً مطلق الفا وفعل ,  له وللفُعال فعلانّ حصل,في فعل ٍ اسماً مطلق الفا وفعل له وللفُعال فعلانّ حصل
ابن مالك,الرجز,وشاع في حوت ٍ وقاع ٍ مع ما ,  ضاهاهما وقلَّ في غيرهما,وشاع في حوت ٍ وقاع ٍ مع ما ضاهاهما وقلَّ في غيرهما
ابن مالك,الرجز,وفعلا ً اسماً وفعيلا ً وفعل ,  غير معلِّ العين فعلانّ شمل,وفعلا ً اسماً وفعيلا ً وفعل غير معلِّ العين فعلانّ شمل
ابن مالك,الرجز,ولكريم ٍ وبخيل ٍ فعلا ,  كذا لما ضاهاهما قد جُعِلا,ولكريم ٍ وبخيل ٍ فعلا كذا لما ضاهاهما قد جُعِلا
ابن مالك,الرجز,وناب عنه أفعلاء في المعلّ ,  لاماً ومُضعَف ٍ وغير ذاك قل,وناب عنه أفعلاء في المعلّ لاماً ومُضعَف ٍ وغير ذاك قل
ابن مالك,الرجز,فواعل ّ لفوعل ٍ وفاعل ,  وفاعلاء مع نحو كاهل,فواعل ّ لفوعل ٍ وفاعل وفاعلاء مع نحو كاهل
ابن مالك,الرجز,وحائض ٍ وصاهل ٍ وفاعله ,  وشذّ في الفارس مع ما ماثله,وحائض ٍ وصاهل ٍ وفاعله وشذّ في الفارس مع ما ماثله
ابن مالك,الرجز,وبفعائل اجمعن فعاله ,  وشبهه ذا تاءٍ أو مزاله,وبفعائل اجمعن فعاله وشبهه ذا تاءٍ أو مزاله
ابن مالك,الرجز,وبالفعالي والفعالى جُمِعا ,  صحراء والعذراء والقيس اتبعا,وبالفعالي والفعالى جُمِعا صحراء والعذراء والقيس اتبعا
ابن مالك,الرجز,واجعل فعاليَّ لغير ذي نسب ,  جُدِّد كالكرسيّ تتبع العرب,واجعل فعاليَّ لغير ذي نسب جُدِّد كالكرسيّ تتبع العرب
ابن مالك,الرجز,وبفعالل وشبهه انطقا ,  في جمع ما فوق الثلاثة ارتقى,وبفعالل وشبهه انطقا في جمع ما فوق الثلاثة ارتقى
ابن مالك,الرجز,من غير ما مضى ومن خماسي ,  جُرِّد الآخر انف ِ بالقياس,من غير ما مضى ومن خماسي جُرِّد الآخر انف ِ بالقياس
ابن مالك,الرجز,والرّابعُ الشبيه بالمزيد قد ,  يحذف دون ما به تمّ العدد,والرّابعُ الشبيه بالمزيد قد يحذف دون ما به تمّ العدد
ابن مالك,الرجز,وزائد العادي الرباعي احذفه ما ,  لم يك ليناً إثره اللذ ختما,وزائد العادي الرباعي احذفه ما لم يك ليناً إثره اللذ ختما
ابن مالك,الرجز,والسّين والتا من كمستدع ٍ أزل ,  إذ ببنا الجمع ِ بقاهما مُخِلّ,والسّين والتا من كمستدع ٍ أزل إذ ببنا الجمع ِ بقاهما مُخِلّ
ابن مالك,الرجز,والميمُ أولى من سواهُ بالبقا ,  والهمز والياء مثله إن سبقا,والميمُ أولى من سواهُ بالبقا والهمز والياء مثله إن سبقا
ابن مالك,الرجز,والياء لا الواو احذف ان جمعت ما ,  كحَيْز بون ٍ فهم حكمّ حُتِما,والياء لا الواو احذف ان جمعت ما كحَيْز بون ٍ فهم حكمّ حُتِما
ابن مالك,الرجز,وخيّروا في زائدي سرندى ,  وكلِّ ما ضاهاه كالعلندى,وخيّروا في زائدي سرندى وكلِّ ما ضاهاه كالعلندى
ابن مالك,الرجز,فُعيلا ً اجعل الثلاثيّ إذا ,  صغّرته نحوُ قُذيٍّ في قذا,فُعيلا ً اجعل الثلاثيّ إذا صغّرته نحوُ قُذيٍّ في قذا
ابن مالك,الرجز,فُعيعِلﹼ مع فُعيعيل ٍ لما ,  فاق كجعل درهم ٍ دريهما,فُعيعِلﹼ مع فُعيعيل ٍ لما فاق كجعل درهم ٍ دريهما
ابن مالك,الرجز,وما به لمنتهى الجمع وُصِل ,  به الى أمثلة التصغير صِل,وما به لمنتهى الجمع وُصِل به الى أمثلة التصغير صِل
ابن مالك,الرجز,وجائزّ تعويضُ يا قبل الطرف ,  إن كان بعضُ الاسم فيهما انحذف,وجائزّ تعويضُ يا قبل الطرف إن كان بعضُ الاسم فيهما انحذف
ابن مالك,الرجز,وحائدّ عن القياس كلّ ما ,  خالف في البابين حكماً رُسِما,وحائدّ عن القياس كلّ ما خالف في البابين حكماً رُسِما
ابن مالك,الرجز,لتلو يا التصغير من قبل عَلم ,  تأنيث ٍ او مدّتِه الفتح انحتم,لتلو يا التصغير من قبل عَلم تأنيث ٍ او مدّتِه الفتح انحتم
ابن مالك,الرجز,كذاك مدّة أفعال ٍ سبق ,  أو مدَّ سكران وما به التحق,كذاك مدّة أفعال ٍ سبق أو مدَّ سكران وما به التحق
ابن مالك,الرجز,وألِفُ التأنيث حيث مُدّا ,  وتاؤه منفصلين عدّا,وألِفُ التأنيث حيث مُدّا وتاؤه منفصلين عدّا
ابن مالك,الرجز,كذا المزيد آخراً للنسب ,  وعجزُ المضاف والمركّب,كذا المزيد آخراً للنسب وعجزُ المضاف والمركّب
ابن مالك,الرجز,وهكذا زيادتنا فعلانا ,  من بعد أربع ٍ كزعفرانا,وهكذا زيادتنا فعلانا من بعد أربع ٍ كزعفرانا
ابن مالك,الرجز,وقدّر انفصال ما دلّ على ,  تثنيةٍ أو جمع تصحيح ٍ جلا,وقدّر انفصال ما دلّ على تثنيةٍ أو جمع تصحيح ٍ جلا
ابن مالك,الرجز,وألِف التأنيث ذو القصر متى ,  زاد على أربعة لن يُثبتا,وألِف التأنيث ذو القصر متى زاد على أربعة لن يُثبتا
ابن مالك,الرجز,وعند تصغير حُبارى خيِّر ,  بين الحبُيرى فاد والحُبيِّر,وعند تصغير حُبارى خيِّر بين الحبُيرى فاد والحُبيِّر
ابن مالك,الرجز,واردُدْ لأصل ٍ ثانياً ليناً قلِب ,  فقيمة ً صَيِّر قويمة ً تصب,واردُدْ لأصل ٍ ثانياً ليناً قلِب فقيمة ً صَيِّر قويمة ً تصب
ابن مالك,الرجز,وشذّ في عيدٍ عُييدّ وحُتم ,  للجمع من ذا ما لتصغير ٍ عُلِم,وشذّ في عيدٍ عُييدّ وحُتم للجمع من ذا ما لتصغير ٍ عُلِم
ابن مالك,الرجز,والألف الثان المزيدُ يُجعلُ ,  واواً كذا ما الأصل فيه يُجهل,والألف الثان المزيدُ يُجعلُ واواً كذا ما الأصل فيه يُجهل
ابن مالك,الرجز,وكمِّل المنقوص في التصغير ما ,  لم يحوِ غير التاء ثالثاً كما,وكمِّل المنقوص في التصغير ما لم يحوِ غير التاء ثالثاً كما
ابن مالك,الرجز,ومَن بترخيم ٍ يُصغّر اكتفى ,  بالأصل كالعُطيف يعني المِعطفا,ومَن بترخيم ٍ يُصغّر اكتفى بالأصل كالعُطيف يعني المِعطفا
ابن مالك,الرجز,اختم بتا التأنيث ما صغّرت مِن ,  مؤنّثٍ غار ٍ ثلاثيٍّ كسِن,اختم بتا التأنيث ما صغّرت مِن مؤنّثٍ غار ٍ ثلاثيٍّ كسِن
ابن مالك,الرجز,ما لم يكن بالتا يُرى ذا لبس ,  كشجر ٍ وبقر ٍ وخمْس,ما لم يكن بالتا يُرى ذا لبس كشجر ٍ وبقر ٍ وخمْس
ابن مالك,الرجز,  وشذّ ترك دون لبس ٍ وندَر ,  لحاق تا فيما ثلاثيًّا  كثر, وشذّ ترك دون لبس ٍ وندَر لحاق تا فيما ثلاثيًّا كثر
ابن مالك,الرجز,وصغَّروا شذوذاً الذي التي ,  وذا مع الفروع منها تا وتي,وصغَّروا شذوذاً الذي التي وذا مع الفروع منها تا وتي
ابن مالك,الرجز,ياءً كيا الكرسيِّ زادوا للنسب ,  وكلُّ ما تليه كسرُهُ وَجَب,ياءً كيا الكرسيِّ زادوا للنسب وكلُّ ما تليه كسرُهُ وَجَب
ابن مالك,الرجز,ومثله ممّا حواهُ احذف وتا ,  تأنيث ٍ او مدَّته لا تثبتا,ومثله ممّا حواهُ احذف وتا تأنيث ٍ او مدَّته لا تثبتا
ابن مالك,الرجز,وإن تكن تربَعُ ذا ثان ٍ سكن ,  فقلبُها واواً وحذفها لا تثبتا,وإن تكن تربَعُ ذا ثان ٍ سكن فقلبُها واواً وحذفها لا تثبتا
ابن مالك,الرجز,لشبهها الملحق والأصليِّ ما ,  لها وللأصليِّ قلبّ يُعتمى,لشبهها الملحق والأصليِّ ما لها وللأصليِّ قلبّ يُعتمى
ابن مالك,الرجز,والألِف الجائز أربعا أزل ,  كذاك يا المنقوص خامساً عُزل,والألِف الجائز أربعا أزل كذاك يا المنقوص خامساً عُزل
ابن مالك,الرجز,والحذف في اليا رابعاً أحقُّ من ,  قلبٍ وحتمّ قلبُ ثالثٍ يَعِنّ,والحذف في اليا رابعاً أحقُّ من قلبٍ وحتمّ قلبُ ثالثٍ يَعِنّ
ابن مالك,الرجز,وأول ذا القلب انفتاحاً وفعِل ,  وفعلّ عينهما افتح وفِعِل,وأول ذا القلب انفتاحاً وفعِل وفعلّ عينهما افتح وفِعِل
ابن مالك,الرجز,وقيل في المرميِّ  مرمويُّ  ,  واختير في استعمالهم مرميُّ,وقيل في المرميِّ مرمويُّ  واختير في استعمالهم مرميُّ
ابن مالك,الرجز,ونحو حيٍّ فتحُ ثانِيه يجب ,  واردده واواً إن يكن عنه قلِب,ونحو حيٍّ فتحُ ثانِيه يجب واردده واواً إن يكن عنه قلِب
ابن مالك,الرجز,وعلم التثنية احذِف للنسب ,  ومثلُ ذا في جمع تصحيح ِ وجب,وعلم التثنية احذِف للنسب ومثلُ ذا في جمع تصحيح ِ وجب
ابن مالك,الرجز,وثالثّ من نحو طيِّب ٍ حُذِف ,  وشذَّ طائيُّ مقولا ً بالألف,وثالثّ من نحو طيِّب ٍ حُذِف وشذَّ طائيُّ مقولا ً بالألف
ابن مالك,الرجز,وفعليُّ في فعيلة التزم ,  وفعليّّّ في فعيلة ٍ حُتِم,وفعليُّ في فعيلة التزم وفعليّّّ في فعيلة ٍ حُتِم
ابن مالك,الرجز,وألحقوا مُعَلَّ لام ٍ عريا ,  من المثالين بما التا أوليا,وألحقوا مُعَلَّ لام ٍ عريا من المثالين بما التا أوليا
ابن مالك,الرجز,وتمَّموا ما كان كالطويله ,  وهكذا ما كان كالجليله,وتمَّموا ما كان كالطويله وهكذا ما كان كالجليله
ابن مالك,الرجز,وهمز ذي مدٍّ ينال في النسب ,  ما كان في تثنية ٍ له انتسب,وهمز ذي مدٍّ ينال في النسب ما كان في تثنية ٍ له انتسب
ابن مالك,الرجز,وانسُب لصدر جملة ٍ وصدر ما ,  رُكِّب مزجاً ولثان ٍ تمَّما,وانسُب لصدر جملة ٍ وصدر ما رُكِّب مزجاً ولثان ٍ تمَّما
ابن مالك,الرجز,إضافة ً مبدوءة ً بابن ٍ أو اب ,  أو ماله التعريف بالثاني وَجَب,إضافة ً مبدوءة ً بابن ٍ أو اب أو ماله التعريف بالثاني وَجَب
ابن مالك,الرجز,فيما سوى هذا انسُبن للأوّل ,  ما لم يُخف لبسّ كعبدِ الأشهل,فيما سوى هذا انسُبن للأوّل ما لم يُخف لبسّ كعبدِ الأشهل
ابن مالك,الرجز,واجبر بردِّ اللام ما منه حُذِف ,  جوازاً ان لم يكُ ردُّ ألف,واجبر بردِّ اللام ما منه حُذِف جوازاً ان لم يكُ ردُّ ألف
ابن مالك,الرجز,في جمعي التصحيح أو في التثنيه ,  وحقُّ مجبور ٍ بتوفيه,في جمعي التصحيح أو في التثنيه وحقُّ مجبور ٍ بتوفيه
ابن مالك,الرجز,وبأخ ٍ أختاًً وبابن ٍ بنتاً ,  ألحِق ويُونسُ أبى حذف التا,وبأخ ٍ أختاًً وبابن ٍ بنتاً ألحِق ويُونسُ أبى حذف التا
ابن مالك,الرجز,وضاعفِ الثاني من ثنائي ,  ثانيه ذولين ٍ كلا ولائي,وضاعفِ الثاني من ثنائي ثانيه ذولين ٍ كلا ولائي
ابن مالك,الرجز,وإن يكن كشِيَةٍ ما الفا عدم ,  فجبرُهُ وفتحُ عينيه التزم,وإن يكن كشِيَةٍ ما الفا عدم فجبرُهُ وفتحُ عينيه التزم
ابن مالك,الرجز,والواحد اذكر ناسباً للجمع ,  إن لم يشابه واحداً بالوضع,والواحد اذكر ناسباً للجمع إن لم يشابه واحداً بالوضع
ابن مالك,الرجز,ومع فاعل ٍ وفعّال ٍ فعِل ,  في نسبٍ أغنى عن اليا فقبِل,ومع فاعل ٍ وفعّال ٍ فعِل في نسبٍ أغنى عن اليا فقبِل
ابن مالك,الرجز,وغير ما أسلفته مقرّراً ,  على الذي يُنقلُ منه اقتصرا,وغير ما أسلفته مقرّراً على الذي يُنقلُ منه اقتصرا
ابن مالك,الرجز,تنويناً اثر فتح ٍ اجعل ألفا ,  وقفاً وتلو غير فتح ٍ احذفا,تنويناً اثر فتح ٍ اجعل ألفا وقفاً وتلو غير فتح ٍ احذفا
ابن مالك,الرجز,واحذف لوقف ٍ في سوى اضطرار ,  صلة غير الفتح في الإضمار,واحذف لوقف ٍ في سوى اضطرار صلة غير الفتح في الإضمار
ابن مالك,الرجز,وأشبهت إذاً منوناً نُصِب ,  فألِفاً في الوقف نونها قلِب,وأشبهت إذاً منوناً نُصِب فألِفاً في الوقف نونها قلِب
ابن مالك,الرجز,وحذفُ يا المنقوص ذي التنوين ما ,  لم يُنصَب اولى من ثبون فاعلما,وحذفُ يا المنقوص ذي التنوين ما لم يُنصَب اولى من ثبون فاعلما
ابن مالك,الرجز,وغيرُ ذي التنوين بالعكس وفي ,  نحو مر ٍ لزوم ردِّ اليا اقتفي,وغيرُ ذي التنوين بالعكس وفي نحو مر ٍ لزوم ردِّ اليا اقتفي
ابن مالك,الرجز,وغيرها التأنيث من مُحرُّك ,  سكِّنه أو قِف رائم التحرك,وغيرها التأنيث من مُحرُّك سكِّنه أو قِف رائم التحرك
ابن مالك,الرجز,أو أشمِم الضّمّة أو قف مُضعِفا ,  ما ليس همزاً أو عليلا ً إن قفا,أو أشمِم الضّمّة أو قف مُضعِفا ما ليس همزاً أو عليلا ً إن قفا
ابن مالك,الرجز,محرِّكاً وحركات ٍ انقلا ,  لساكن تحريكُهُ لن يُحظلا,محرِّكاً وحركات ٍ انقلا لساكن تحريكُهُ لن يُحظلا
ابن مالك,الرجز,ونقلُ فتح ٍ من سوى المهموزلا ,  يراه بصريّّّ وكوف ٍ نقلا,ونقلُ فتح ٍ من سوى المهموزلا يراه بصريّّّ وكوف ٍ نقلا
ابن مالك,الرجز,والنقل إن يُعدم نظيرّ ممتنع ,  وذاك في المهموز ليس يمتنع,والنقل إن يُعدم نظيرّ ممتنع وذاك في المهموز ليس يمتنع
ابن مالك,الرجز,في الوقف تا تأنيث الاسم ها جُعِل ,  إن لم يكن بساكن ٍ صحَّ وُصِل,في الوقف تا تأنيث الاسم ها جُعِل إن لم يكن بساكن ٍ صحَّ وُصِل
ابن مالك,الرجز,وقلَّ ذا في جمع تصحيح ٍ وما ,  ضاهى وغيرُ ذين بالعكس انتمى,وقلَّ ذا في جمع تصحيح ٍ وما ضاهى وغيرُ ذين بالعكس انتمى
ابن مالك,الرجز,وقف بها السكت على الفعل المُعل ,  بحذف آخر ٍ كأعط من سأل,وقف بها السكت على الفعل المُعل بحذف آخر ٍ كأعط من سأل
ابن مالك,الرجز,وليس حتماً في سوى ماكَع ِ أو , كيَع ِ مجزوماً فراع ِ ما رُعَوا,وليس حتماً في سوى ماكَع ِ أو كيَع ِ مجزوماً فراع ِ ما رُعَوا
ابن مالك,الرجز,رما في الاستفهام إن جُرَّت حُذِف ,  ألِفها وأولها الها إن تقف,رما في الاستفهام إن جُرَّت حُذِف ألِفها وأولها الها إن تقف
ابن مالك,الرجز,وليس حتماً في سوى ما انخفضا ,  باسم ٍ كقولك اقتضاء مَ اقتضى,وليس حتماً في سوى ما انخفضا باسم ٍ كقولك اقتضاء مَ اقتضى
ابن مالك,الرجز,ووصل ذي الهاء أجز بكلِّ ما ,  حرِّك تحريك بناءٍ لزما,ووصل ذي الهاء أجز بكلِّ ما حرِّك تحريك بناءٍ لزما
ابن مالك,الرجز,ووصلها بغير تحريك بنا ,  أديم شذَّ في المُدام استحسنا,ووصلها بغير تحريك بنا أديم شذَّ في المُدام استحسنا
ابن مالك,الرجز,لربّما أعطى لفظُ الوصل ما ,  للوقوف نثراً وفشا منتظماً,لربّما أعطى لفظُ الوصل ما للوقوف نثراً وفشا منتظماً
ابن مالك,الرجز,الألِفُ المبْدَلَ مِن يا في طرف ,  أمِل كذا الواقعُ منه اليا خلف,الألِفُ المبْدَلَ مِن يا في طرف أمِل كذا الواقعُ منه اليا خلف
ابن مالك,الرجز,دون مزيدٍ أو شذوذٍ ولِما ,  تليه ها التأنيث ما الها عَدِما,دون مزيدٍ أو شذوذٍ ولِما تليه ها التأنيث ما الها عَدِما
ابن مالك,الرجز,وهكذا بَدَلُ عين الفعل إن ,  يؤل الى فلت كماضي خف ودِن,وهكذا بَدَلُ عين الفعل إن يؤل الى فلت كماضي خف ودِن
ابن مالك,الرجز,كذاك تالي الياء والفصل اغتفر ,  بجرف ٍ أو مع هاكجيبها أدِر,كذاك تالي الياء والفصل اغتفر بجرف ٍ أو مع هاكجيبها أدِر
ابن مالك,الرجز,كذاك ما يليه كسرّ أو يلي ,  تالي كسرٍ أو سكون ٍ قد ولي,كذاك ما يليه كسرّ أو يلي تالي كسرٍ أو سكون ٍ قد ولي
ابن مالك,الرجز,كسراً وفصلُ الها كلا فصل ٍ يُعدّ ,  فدرهماك من يمله لم يصدّ,كسراً وفصلُ الها كلا فصل ٍ يُعدّ فدرهماك من يمله لم يصدّ
ابن مالك,الرجز,               وحرف الاستعلا يكُفُّ مُظهرا , من كسر ٍ او يا وكذا تُكَفُّ زا,        وحرف الاستعلا يكُفُّ مُظهرا من كسر ٍ او يا وكذا تُكَفُّ زا
ابن مالك,الرجز,إن كان ما يكفُّ بعد متصل ,  أو بعد حرف ٍ أو بحرفين فصِل,إن كان ما يكفُّ بعد متصل أو بعد حرف ٍ أو بحرفين فصِل
ابن مالك,الرجز,كذا إذا قدِّم ما لم ينكسر ,  أو يسكُن إثرَ الكسر كالمطواع مِر,كذا إذا قدِّم ما لم ينكسر أو يسكُن إثرَ الكسر كالمطواع مِر
ابن مالك,الرجز,وكُفَّ مُستعل ٍ ورا ينكفُّ ,  بكسر را كغارماً لا أجفو,وكُفَّ مُستعل ٍ ورا ينكفُّ بكسر را كغارماً لا أجفو
ابن مالك,الرجز,ولا تُمِلْ لسببٍ ما لم يتصل ,  والكفُّ قد يوجبه ما ينفصل,ولا تُمِلْ لسببٍ ما لم يتصل والكفُّ قد يوجبه ما ينفصل
ابن مالك,الرجز,وقد أمالوا لتناسبٍ بلا ,  داع ٍ سواها كعمادا وتلا,وقد أمالوا لتناسبٍ بلا داع ٍ سواها كعمادا وتلا
ابن مالك,الرجز,ولا تُمِل ما لم ينل تمكّنا ,  دون سماع ٍ غيرها وغيرنا,ولا تُمِل ما لم ينل تمكّنا دون سماع ٍ غيرها وغيرنا
ابن مالك,الرجز,والفتح قبل كسر راءٍ في طرف ,  امِلْ كللأيسر مل تكف الكُلف,والفتح قبل كسر راءٍ في طرف امِلْ كللأيسر مل تكف الكُلف
ابن مالك,الرجز,كذا الذي تليه ها التأنيث في ,  وقف إذا ما كان غير ألِف,كذا الذي تليه ها التأنيث في وقف إذا ما كان غير ألِف
ابن مالك,الرجز,حرفّ وشبهُهُ من الصرف بري ,  وما سواهما بتصريف بري,حرفّ وشبهُهُ من الصرف بري وما سواهما بتصريف بري
ابن مالك,الرجز,وليس أدتى من ثلاثي ٍ يُرى ,  قابلَ تصريف ٍ سوى ما غيرا,وليس أدتى من ثلاثي ٍ يُرى قابلَ تصريف ٍ سوى ما غيرا
ابن مالك,الرجز,ومنتهى اسم ٍ خمسّ أن تجرَّدا ,  وإن يُزد فيه فما سبعا عدا,ومنتهى اسم ٍ خمسّ أن تجرَّدا وإن يُزد فيه فما سبعا عدا
ابن مالك,الرجز,وغير اخر الثلاثي افتح وضُمّ ,  واكسِر وزد تسكين ثانيه تعُمّ,وغير اخر الثلاثي افتح وضُمّ واكسِر وزد تسكين ثانيه تعُمّ
ابن مالك,الرجز,وفعلّ أهمُلَ والعكسُ يقلّ ,  لقصدهم تخصيص فعل ٍ بفعل,وفعلّ أهمُلَ والعكسُ يقلّ لقصدهم تخصيص فعل ٍ بفعل
