الشاعر,البحر,الشطر الأيمن,الشطر الأيسر,البيت
الإمام القحطاني الأندلسي,الكامل,عِلْمُ الْحِسَابِ وَعِلْمُ شَرْعِ مُحَمَّدٍ , عِلْمَانِ مَطْلُوبَانِ مُتَّبَعَانِ,عِلْمُ الْحِسَابِ وَعِلْمُ شَرْعِ مُحَمَّدٍ عِلْمَانِ مَطْلُوبَانِ مُتَّبَعَانِ
الإمام القحطاني الأندلسي,الكامل,لَوْلاَ الْفَرَائِضُ ضَاعَ مِيرَاثُ الْوَرَى , وَجَرَى خِصَامُ الْوُلْدِ وَالشِّيبَانِ,لَوْلاَ الْفَرَائِضُ ضَاعَ مِيرَاثُ الْوَرَى وَجَرَى خِصَامُ الْوُلْدِ وَالشِّيبَانِ
الإمام القحطاني الأندلسي,الكامل,لَوْلاَ الْحِسَابُ وَضَرْبُهُ وَكُسُورُهُ , لَمْ يَنْقَسِمْ سَهْمٌ وَلاَ سَهْمَانِ,لَوْلاَ الْحِسَابُ وَضَرْبُهُ وَكُسُورُهُ لَمْ يَنْقَسِمْ سَهْمٌ وَلاَ سَهْمَانِ
الإمام القحطاني الأندلسي,الكامل,لاَ تَلْتَمِسْ عِلْمَ الْكَلاَمِ فَإِنَّهُ , يَدْعُو إِلَى التَّعْطِيلِ وَالْهَيَمَانِ,لاَ تَلْتَمِسْ عِلْمَ الْكَلاَمِ فَإِنَّهُ يَدْعُو إِلَى التَّعْطِيلِ وَالْهَيَمَانِ
الإمام القحطاني الأندلسي,الكامل,لاَ يَصْحَبُ الْبِدْعِيَّ إِلاَّ مِثْلُهُ , تَحْتَ الدُّخَانِ تَأَجُّجُ النِّيرَانِ,لاَ يَصْحَبُ الْبِدْعِيَّ إِلاَّ مِثْلُهُ تَحْتَ الدُّخَانِ تَأَجُّجُ النِّيرَانِ
الإمام القحطاني الأندلسي,الكامل,عِلْمُ الْكَلاَمِ وَعِلْمُ شَرْعِ مُحَمَّدٍ , يَتَغَايَرَانِ وَلَيَسْ يَشْتَبِهَانِ,عِلْمُ الْكَلاَمِ وَعِلْمُ شَرْعِ مُحَمَّدٍ يَتَغَايَرَانِ وَلَيَسْ يَشْتَبِهَانِ
الإمام القحطاني الأندلسي,الكامل,أَخَذُوا الْكَلاَمَ عَنِ الْفَلاَسِفَةِ الأُلَى , جَحَدُوا الشَّرَائِعَ غِرَّةً وَأَمَانِ,أَخَذُوا الْكَلاَمَ عَنِ الْفَلاَسِفَةِ الأُلَى جَحَدُوا الشَّرَائِعَ غِرَّةً وَأَمَانِ
الإمام القحطاني الأندلسي,الكامل,حَمَلُوا الأُمُورَ عَلَى قِيَاسِ عُقُولِهِمْ , فَتَبَلَّدُوا كَتَبَلُّدِ الْحَيْرَانِ,حَمَلُوا الأُمُورَ عَلَى قِيَاسِ عُقُولِهِمْ فَتَبَلَّدُوا كَتَبَلُّدِ الْحَيْرَانِ
الإمام القحطاني الأندلسي,الكامل,مُرْجِيُّهُمْ يُزْرِي عَلَى قَدَرِيِّهِمْ , وَالْفِرْقَتَانِ لَدَيَّ كَافِرَتَانِ,مُرْجِيُّهُمْ يُزْرِي عَلَى قَدَرِيِّهِمْ وَالْفِرْقَتَانِ لَدَيَّ كَافِرَتَانِ
الإمام القحطاني الأندلسي,الكامل,وَيَسَبُّ مُخَتَارِيُّهُمْ دَوْرِيَّهُمْ , وَالْقَرْمَطِيُّ مُلاَعِنُ الرُّفْضَانِ,وَيَسَبُّ مُخَتَارِيُّهُمْ دَوْرِيَّهُمْ وَالْقَرْمَطِيُّ مُلاَعِنُ الرُّفْضَانِ
الإمام القحطاني الأندلسي,الكامل,وَيَعِيبُ كَرَّامِيُّهُمْ وَهْبِيَّهُمْ , وَكِلاَهُمَا يَرْوِي عَنِ ابْنِ أَبَانِ ,وَيَعِيبُ كَرَّامِيُّهُمْ وَهْبِيَّهُمْ وَكِلاَهُمَا يَرْوِي عَنِ ابْنِ أَبَانِ 
الإمام القحطاني الأندلسي,الكامل,لِحِجَاجِهِمْ شُبَهٌ تُخَالُ وَرَوْنَقٌ , مِثْلُ السَّرَابِ يَلُوحُ لِلظَّمْآنِ,لِحِجَاجِهِمْ شُبَهٌ تُخَالُ وَرَوْنَقٌ مِثْلُ السَّرَابِ يَلُوحُ لِلظَّمْآنِ
الإمام القحطاني الأندلسي,الكامل,دَعْ أَشْعَرِيَّهُمُ وَمُعْتَزِلِيَّهُمْ , يَتَنَاقَرُونَ تَنَاقُرَ الْغِرْبَانِ,دَعْ أَشْعَرِيَّهُمُ وَمُعْتَزِلِيَّهُمْ يَتَنَاقَرُونَ تَنَاقُرَ الْغِرْبَانِ
الإمام القحطاني الأندلسي,الكامل,كُلٌّ يَقِيسُ بِعَقْلِهِ سُبُلَ الْهُدَى , وَيَتِيهُ تَيْهَ الْوَالِهِ الْهَيْمَانِ,كُلٌّ يَقِيسُ بِعَقْلِهِ سُبُلَ الْهُدَى وَيَتِيهُ تَيْهَ الْوَالِهِ الْهَيْمَانِ
الإمام القحطاني الأندلسي,الكامل,فَاللهُ يَجْزِيهِمْ بِمَا هُمْ أَهْلُهُ , وَلَهُ الثَّنَا مِنْ قَوْلِهِمْ بَرَّانِي,فَاللهُ يَجْزِيهِمْ بِمَا هُمْ أَهْلُهُ وَلَهُ الثَّنَا مِنْ قَوْلِهِمْ بَرَّانِي
الإمام القحطاني الأندلسي,الكامل,مَنْ قَاسَ شَرْعَ مُحَمَّدٍ في عَقْلِهِ , قَذَفَتْ بِهِ الأَهْوَاءُ في غَدْرَانِ,مَنْ قَاسَ شَرْعَ مُحَمَّدٍ في عَقْلِهِ قَذَفَتْ بِهِ الأَهْوَاءُ في غَدْرَانِ
الإمام القحطاني الأندلسي,الكامل,لاَ تَفْتَكِرْ في ذَاتِ رَبِّكَ وَاعْتَبِرْ , فِيمَا بِهِ يَتَصَرَّفُ الْمَلَوَانِ,لاَ تَفْتَكِرْ في ذَاتِ رَبِّكَ وَاعْتَبِرْ فِيمَا بِهِ يَتَصَرَّفُ الْمَلَوَانِ
الإمام القحطاني الأندلسي,الكامل,وَاللهُ رَبِّي مَا تُكَيَّفُ ذَاتُهُ , بِخَوَاطِرِ الأَوْهَامِ وَالأَذْهَانِ,وَاللهُ رَبِّي مَا تُكَيَّفُ ذَاتُهُ بِخَوَاطِرِ الأَوْهَامِ وَالأَذْهَانِ
الإمام القحطاني الأندلسي,الكامل,أَمْرِرْ أَحَادِيثَ الصِّفَاتِ كَمَا أَتَتْ , مِنْ غَيْرِ تَأْوِيلٍ وَلاَ هَذَيَانِ,أَمْرِرْ أَحَادِيثَ الصِّفَاتِ كَمَا أَتَتْ مِنْ غَيْرِ تَأْوِيلٍ وَلاَ هَذَيَانِ
الإمام القحطاني الأندلسي,الكامل,هُوَ مَذْهَبُ الزُّهْرِي وَوَافَقَ مَالِكٌ , وَكِلاَهُمَا في شَرْعِنَا عَلَمَانِ,هُوَ مَذْهَبُ الزُّهْرِي وَوَافَقَ مَالِكٌ وَكِلاَهُمَا في شَرْعِنَا عَلَمَانِ
الإمام القحطاني الأندلسي,الكامل,للهِ وَجْهٌ لاَ يُحَدُّ بِصُورَةٍ , وَلِرَبِّنَا عَيْنَانِ نَاظِرَتَانِ,للهِ وَجْهٌ لاَ يُحَدُّ بِصُورَةٍ وَلِرَبِّنَا عَيْنَانِ نَاظِرَتَانِ
الإمام القحطاني الأندلسي,الكامل,وَلَهُ يَدَانِ كَمَا يَقُولُ إِلَهُنَا , وَيَمِينُهُ جَلَّتْ عَنِ الأَيْمَانِ,وَلَهُ يَدَانِ كَمَا يَقُولُ إِلَهُنَا وَيَمِينُهُ جَلَّتْ عَنِ الأَيْمَانِ
الإمام القحطاني الأندلسي,الكامل,كِلْتَا يَدَيْ رَبِّي يَمِينٌ وَصْفُهَا , وَهُمَا عَلَى الثَّقَلَيْنِ مُنْفِقَتَانِ,كِلْتَا يَدَيْ رَبِّي يَمِينٌ وَصْفُهَا وَهُمَا عَلَى الثَّقَلَيْنِ مُنْفِقَتَانِ
الإمام القحطاني الأندلسي,الكامل,كُرْسِيُّهُ وَسِعَ السَّمَواتِ الْعُلَى , وَالأَرْضَ وَهْوَ يَعْمُّهُ الْقَدَمَانِ,كُرْسِيُّهُ وَسِعَ السَّمَواتِ الْعُلَى وَالأَرْضَ وَهْوَ يَعْمُّهُ الْقَدَمَانِ
الإمام القحطاني الأندلسي,الكامل,وَاللهُ يَضْحَكُ لاَ كَضِحْكِ عَبِيدِهْ , وَالْكَيْفُ مُمْتَنِعٌ عَلَى الرَّحْمَنِ,وَاللهُ يَضْحَكُ لاَ كَضِحْكِ عَبِيدِهْ وَالْكَيْفُ مُمْتَنِعٌ عَلَى الرَّحْمَنِ
الإمام القحطاني الأندلسي,الكامل,وَاللهُ يَنْزِلُ كُلَّ آخِرِ لَيْلَةٍ , لِسَمَائِهِ الدُّنْيَا بِلاَ كِتْمَانِ ,وَاللهُ يَنْزِلُ كُلَّ آخِرِ لَيْلَةٍ لِسَمَائِهِ الدُّنْيَا بِلاَ كِتْمَانِ 
الإمام القحطاني الأندلسي,الكامل,فَيَقُولُ هَلْ مِنْ سَائِلٍ فَأُجِيبَهُ , فَأَنَا الْقَرِيبُ أُجِيبُ مَنْ نَادَانِي,فَيَقُولُ هَلْ مِنْ سَائِلٍ فَأُجِيبَهُ فَأَنَا الْقَرِيبُ أُجِيبُ مَنْ نَادَانِي
الإمام القحطاني الأندلسي,الكامل,حَاشَا الإِلَهَ بِأَنْ تُكَيَّفَ ذَاتُهُ , فَالْكَيْفُ وَالتَّمْثِيلُ مُنْتَفِيَانِ,حَاشَا الإِلَهَ بِأَنْ تُكَيَّفَ ذَاتُهُ فَالْكَيْفُ وَالتَّمْثِيلُ مُنْتَفِيَانِ
الإمام القحطاني الأندلسي,الكامل,وَالأَصْلُ أَنَّ اللهَ لَيْسَ كَمِثْلِهِ , شَيْءٌ تَعَالَى الرَّبُّ ذُو الإِحْسَانِ,وَالأَصْلُ أَنَّ اللهَ لَيْسَ كَمِثْلِهِ شَيْءٌ تَعَالَى الرَّبُّ ذُو الإِحْسَانِ
الإمام القحطاني الأندلسي,الكامل,وَحَدِيثُهُ الْقُرْآنُ وَهْوَ كَلاَمُهُ , صَوْتٌ وَحَرْفٌ لَيْسَ يَفْتَرِقَانِ,وَحَدِيثُهُ الْقُرْآنُ وَهْوَ كَلاَمُهُ صَوْتٌ وَحَرْفٌ لَيْسَ يَفْتَرِقَانِ
الإمام القحطاني الأندلسي,الكامل,لَسْنَا نُشَبِّهُ رَبَّنَا بِعِبَادِهِ , رَبٌّ وَعَبْدٌ كَيْفَ يَشْتَبِهَانِ,لَسْنَا نُشَبِّهُ رَبَّنَا بِعِبَادِهِ رَبٌّ وَعَبْدٌ كَيْفَ يَشْتَبِهَانِ
الإمام القحطاني الأندلسي,الكامل,فَالصَّوْتُ لَيْسَ بِمُوجِبٍ تَجْسِيمَهُ , إِذْ كَانَتِ الصِّفَتَانِ تَخْتَلِفَانِ,فَالصَّوْتُ لَيْسَ بِمُوجِبٍ تَجْسِيمَهُ إِذْ كَانَتِ الصِّفَتَانِ تَخْتَلِفَانِ
الإمام القحطاني الأندلسي,الكامل,حَرَكَاتُ أَلْسُنِنَا وَصَوْتُ حُلُوقِنَا , مَخْلُوقَةٌ وَجَمِيعُ ذَلِكَ فَانِي,حَرَكَاتُ أَلْسُنِنَا وَصَوْتُ حُلُوقِنَا مَخْلُوقَةٌ وَجَمِيعُ ذَلِكَ فَانِي
الإمام القحطاني الأندلسي,الكامل,وَكَمَا يَقُولُ اللهُ رَبِّي لَمْ يَزَلْ , حَيًّا وَلَيْسَ كَسَائِرِ الْحَيَوَانِ,وَكَمَا يَقُولُ اللهُ رَبِّي لَمْ يَزَلْ حَيًّا وَلَيْسَ كَسَائِرِ الْحَيَوَانِ
الإمام القحطاني الأندلسي,الكامل,وَحَيَاةُ رَبِّي لَمْ تَزَلْ صِفَةً لَهُ , سُبْحَانَهُ مِنْ كَامِلٍ ذِي الشَّانِ,وَحَيَاةُ رَبِّي لَمْ تَزَلْ صِفَةً لَهُ سُبْحَانَهُ مِنْ كَامِلٍ ذِي الشَّانِ
الإمام القحطاني الأندلسي,الكامل,وَكَذَاكَ صَوْتُ إِلَهِنَا وَنِدَاؤُهُ , حَقًّا أَتَى في مُحْكَمِ الْقُرْآنِ,وَكَذَاكَ صَوْتُ إِلَهِنَا وَنِدَاؤُهُ حَقًّا أَتَى في مُحْكَمِ الْقُرْآنِ
الإمام القحطاني الأندلسي,الكامل,وَحَيَاتُنَا بِحَرَارَةٍ وَبُرُودَةٍ , وَاللهُ لاَ يُعْزَى لَهُ هَذَانِ,وَحَيَاتُنَا بِحَرَارَةٍ وَبُرُودَةٍ وَاللهُ لاَ يُعْزَى لَهُ هَذَانِ
الإمام القحطاني الأندلسي,الكامل,وَقِوَامُهَا بِرُطُوبَةٍ وَيُبُوسَةٍ , ضِدَّانِ أَزْوَاجٌ هُمَا ضِدَّانِ,وَقِوَامُهَا بِرُطُوبَةٍ وَيُبُوسَةٍ ضِدَّانِ أَزْوَاجٌ هُمَا ضِدَّانِ
الإمام القحطاني الأندلسي,الكامل,سُبْحَانَ رَبِّي عَنْ صِفَاتِ عِبَادِهِ , أَوْ أَنْ يَكُونَ مُرَكَّبًا جَسَدَانِ,سُبْحَانَ رَبِّي عَنْ صِفَاتِ عِبَادِهِ أَوْ أَنْ يَكُونَ مُرَكَّبًا جَسَدَانِ
الإمام القحطاني الأندلسي,الكامل,إِنِّي أَقُولُ فَأَنْصِتُوا لِمَقَالَتِي , يَا مَعْشَرَ الْخُلَطَاءِ وَالإِخْوَانِ,إِنِّي أَقُولُ فَأَنْصِتُوا لِمَقَالَتِي يَا مَعْشَرَ الْخُلَطَاءِ وَالإِخْوَانِ
الإمام القحطاني الأندلسي,الكامل,إِنَّ الَّذِي هُوَ في الْمَصَاحِفِ مُثْبَتٌ , بِأَنَامِلِ الأَشْيَاخِ وَالشُّبَّانِ,إِنَّ الَّذِي هُوَ في الْمَصَاحِفِ مُثْبَتٌ بِأَنَامِلِ الأَشْيَاخِ وَالشُّبَّانِ
الإمام القحطاني الأندلسي,الكامل,هُوَ قَوْلُ رَبِّي آيُهُ وَحُرُوفُهُ , وَمِدَادُنَا وَالرَّقُّ مَخْلُوقَانِ,هُوَ قَوْلُ رَبِّي آيُهُ وَحُرُوفُهُ وَمِدَادُنَا وَالرَّقُّ مَخْلُوقَانِ
الإمام القحطاني الأندلسي,الكامل,مَنْ قَالَ في الْقُرْآنِ ضِدَّ مَقَالَتِي , فَالْعَنْهُ كُلَّ إِقَامَةٍ وَأَذَانِ,مَنْ قَالَ في الْقُرْآنِ ضِدَّ مَقَالَتِي فَالْعَنْهُ كُلَّ إِقَامَةٍ وَأَذَانِ
الإمام القحطاني الأندلسي,الكامل,هُوَ في الْمَصَاحِفِ وَالصُّدُورِ حَقِيقَةً , أَيْقِنْ بِذَلِكَ أَيَّمَا إِيقَانِ,هُوَ في الْمَصَاحِفِ وَالصُّدُورِ حَقِيقَةً أَيْقِنْ بِذَلِكَ أَيَّمَا إِيقَانِ
الإمام القحطاني الأندلسي,الكامل,وَكَذَا الْحُرُوفُ الْمُسْتَقِرُّ حِسَابُهَا , عِشْرُونَ حَرْفًا بَعْدَهُنَّ ثَمَانِي,وَكَذَا الْحُرُوفُ الْمُسْتَقِرُّ حِسَابُهَا عِشْرُونَ حَرْفًا بَعْدَهُنَّ ثَمَانِي
الإمام القحطاني الأندلسي,الكامل,هِيَ مِنْ كَلاَمِ اللهِ جَلَّ جَلاَلُهُ , حَقًّا وَهُنَّ أُصُولُ كُلِّ بَيَانِ,هِيَ مِنْ كَلاَمِ اللهِ جَلَّ جَلاَلُهُ حَقًّا وَهُنَّ أُصُولُ كُلِّ بَيَانِ
الإمام القحطاني الأندلسي,الكامل,حَاءٌ وَمِيمٌ قَوْلُ رَبِّي وَحْدَهُ , مِنْ غَيْرِ أَنْصَارٍ وَلاَ أَعْوَانِ,حَاءٌ وَمِيمٌ قَوْلُ رَبِّي وَحْدَهُ مِنْ غَيْرِ أَنْصَارٍ وَلاَ أَعْوَانِ
الإمام القحطاني الأندلسي,الكامل,مَنْ قَالَ في الْقُرْآنِ مَا قَدْ قَالَهُ , عَبْدُ الْجَلِيلِ وَشِيعَةُ اللِّحْيَانِ,مَنْ قَالَ في الْقُرْآنِ مَا قَدْ قَالَهُ عَبْدُ الْجَلِيلِ وَشِيعَةُ اللِّحْيَانِ
الإمام القحطاني الأندلسي,الكامل,فَقَدِ افْتَرَى كَذِبًا وَإِثْمًا وَاقْتَدَى , بِكِلاَبِ كَلْبِ مَعَرَّةِ النُّعْمَانِ,فَقَدِ افْتَرَى كَذِبًا وَإِثْمًا وَاقْتَدَى بِكِلاَبِ كَلْبِ مَعَرَّةِ النُّعْمَانِ
الإمام القحطاني الأندلسي,الكامل,خَالَطتُّهُمْ حِينًا فَلَوْ عَاشَرْتُهُمْ , لَضَرَبْتُهُمْ بِصَوَارِمِي وَلِسَانِي ,خَالَطتُّهُمْ حِينًا فَلَوْ عَاشَرْتُهُمْ لَضَرَبْتُهُمْ بِصَوَارِمِي وَلِسَانِي 
الإمام القحطاني الأندلسي,الكامل,تَعِسَ الْعَمِيُّ أَبُو الْعَلاَءِ فَإِنَّهُ , قَدْ كَانَ مَجْمُوعًا لَهُ الْعَمَيَانِ,تَعِسَ الْعَمِيُّ أَبُو الْعَلاَءِ فَإِنَّهُ قَدْ كَانَ مَجْمُوعًا لَهُ الْعَمَيَانِ
الإمام القحطاني الأندلسي,الكامل,وَلَقَدْ نَظَمْتُ قَصِيدَتَيْنِ بِهَجْوِهِ , أَبْيَاتُ كُلِّ قَصِيدَةٍ مِئَتَانِ,وَلَقَدْ نَظَمْتُ قَصِيدَتَيْنِ بِهَجْوِهِ أَبْيَاتُ كُلِّ قَصِيدَةٍ مِئَتَانِ
الإمام القحطاني الأندلسي,الكامل,وَالآنَ أَهْجُو الأَشْعَرِيَّ وَحِزْبَهُ , وَأُذِيعُ مَا كَتَمُوا مِنَ الْبُهْتَانِ,وَالآنَ أَهْجُو الأَشْعَرِيَّ وَحِزْبَهُ وَأُذِيعُ مَا كَتَمُوا مِنَ الْبُهْتَانِ
الإمام القحطاني الأندلسي,الكامل,يَا مَعْشَرَ الْمُتَكَلِّمِينَ عَدَوْتُمُ , عُدْوَانَ أَهْلِ السَّبْتِ في الْْحِيتَانِ,يَا مَعْشَرَ الْمُتَكَلِّمِينَ عَدَوْتُمُ عُدْوَانَ أَهْلِ السَّبْتِ في الْْحِيتَانِ
الإمام القحطاني الأندلسي,الكامل,كَفَّرْتُمُ أَهْلَ الشَّرِيعَةِ وَالْهُدَى , وَطَعَنْتُمُ بِالْبَغْيِ وَالْعُدْوَانِ,كَفَّرْتُمُ أَهْلَ الشَّرِيعَةِ وَالْهُدَى وَطَعَنْتُمُ بِالْبَغْيِ وَالْعُدْوَانِ
الإمام القحطاني الأندلسي,الكامل,فَلأَنْصُرَنَّ الْحَقَّ حَتَّى أَنَّنِي , أَسْطُو عَلَى سَادَاتِكُمْ بِطِعَانِي,فَلأَنْصُرَنَّ الْحَقَّ حَتَّى أَنَّنِي أَسْطُو عَلَى سَادَاتِكُمْ بِطِعَانِي
الإمام القحطاني الأندلسي,الكامل,اللهُ صَيَّرَنِي عَصَا مُوسَى لَكُمْ , حَتَّى تَلَقَّفَ إِفْكَكُمْ ثُعْبَانِي,اللهُ صَيَّرَنِي عَصَا مُوسَى لَكُمْ حَتَّى تَلَقَّفَ إِفْكَكُمْ ثُعْبَانِي
الإمام القحطاني الأندلسي,الكامل,بِأَدِلَّةِ الْقُرْآنِ أُبْطِلُ سِحْرَكُمْ , وَبِهِ أُزَلْزِلُ كُلَّ مَنْ لاَقَانِي,بِأَدِلَّةِ الْقُرْآنِ أُبْطِلُ سِحْرَكُمْ وَبِهِ أُزَلْزِلُ كُلَّ مَنْ لاَقَانِي
الإمام القحطاني الأندلسي,الكامل,هُوَ مَلْجَئِي هُوَ مَدْرَئِي هُوَ مُنْجِنِي , مِنْ كَيْدِ كُلِّ مُنَافِقٍ خَوَّانِ,هُوَ مَلْجَئِي هُوَ مَدْرَئِي هُوَ مُنْجِنِي مِنْ كَيْدِ كُلِّ مُنَافِقٍ خَوَّانِ
الإمام القحطاني الأندلسي,الكامل,إِنْ حَلَّ مَذْهَبُكُمْ بِأَرْضٍ أَجْدَبَتْ , أَوْ أَصْبَحَتْ قَفْرًا بِلاَ عُمْرَانِ,إِنْ حَلَّ مَذْهَبُكُمْ بِأَرْضٍ أَجْدَبَتْ أَوْ أَصْبَحَتْ قَفْرًا بِلاَ عُمْرَانِ
الإمام القحطاني الأندلسي,الكامل,وَاللهُ صَيَّرَنِي عَلَيْكُمْ نِقْمَةً , وَلِهَتْكِ سِتْرِ جَمِيعِكُمْ أَبْقَانِي,وَاللهُ صَيَّرَنِي عَلَيْكُمْ نِقْمَةً وَلِهَتْكِ سِتْرِ جَمِيعِكُمْ أَبْقَانِي
الإمام القحطاني الأندلسي,الكامل,أَنَ في حُلُوْقِ جَمِيعِهِمْ عُودُ الْحَشَا , أَعْيَى أَطِبَّتَكُمْ غُمُوضُ مَكَانِي,أَنَ في حُلُوْقِ جَمِيعِهِمْ عُودُ الْحَشَا أَعْيَى أَطِبَّتَكُمْ غُمُوضُ مَكَانِي
الإمام القحطاني الأندلسي,الكامل,أَنَ حَيَّةُ الْوَادِي أَنَا أَسَدُ الشَّرَى , أَنَ مُرْهَفٌ مَاضِي الْغِرَارِ يَمَانِي,أَنَ حَيَّةُ الْوَادِي أَنَا أَسَدُ الشَّرَى أَنَ مُرْهَفٌ مَاضِي الْغِرَارِ يَمَانِي
الإمام القحطاني الأندلسي,الكامل,بَيْنَ ابْنِ حَنْبَلَ وَابْنِ إِسْمَاعِيلِكُمْ , سَخَطٌ يُذِيقُكُمُ الْحَمِيمَ الآنِ,بَيْنَ ابْنِ حَنْبَلَ وَابْنِ إِسْمَاعِيلِكُمْ سَخَطٌ يُذِيقُكُمُ الْحَمِيمَ الآنِ
الإمام القحطاني الأندلسي,الكامل,دَارَيْتُمُ عِلْمَ الْكَلاَمِ تَشَزُّرًا , وَالْفِقْهُ لَيْسَ لَكُمْ عَلَيْهِ يَدَانِ,دَارَيْتُمُ عِلْمَ الْكَلاَمِ تَشَزُّرًا وَالْفِقْهُ لَيْسَ لَكُمْ عَلَيْهِ يَدَانِ
الإمام القحطاني الأندلسي,الكامل,الْفِقْهُ مُفْتَقِرٌ لِخَمْسِ دَعَائِمٍ , لَمْ يَجْتَمِعْ مِنْهَا لَكُمْ ثِنْتَانِ,الْفِقْهُ مُفْتَقِرٌ لِخَمْسِ دَعَائِمٍ لَمْ يَجْتَمِعْ مِنْهَا لَكُمْ ثِنْتَانِ
الإمام القحطاني الأندلسي,الكامل,حِلْمٌ وَإِتْبَاعٌ لِسُنَّةِ أَحْمَدٍ , وَتُقًى وَكَفُّ أَذًى وَفَهْمُ مَعَانِ,حِلْمٌ وَإِتْبَاعٌ لِسُنَّةِ أَحْمَدٍ وَتُقًى وَكَفُّ أَذًى وَفَهْمُ مَعَانِ
الإمام القحطاني الأندلسي,الكامل,آثَرْتُمُ الدُّنْيَا عَلَى أَدْيَانِكُمْ , لاَ خَيْرَ في دُنْيَا بِلاَ أَدْيَانِ,آثَرْتُمُ الدُّنْيَا عَلَى أَدْيَانِكُمْ لاَ خَيْرَ في دُنْيَا بِلاَ أَدْيَانِ
الإمام القحطاني الأندلسي,الكامل,وَفَتَحْتُمُ أَفْوَاهَكُمْ وَبُطُونَكُمْ , فَبَلَعْتُمُ الدُّنْيَا بِغَيْرِ تَوَانِ,وَفَتَحْتُمُ أَفْوَاهَكُمْ وَبُطُونَكُمْ فَبَلَعْتُمُ الدُّنْيَا بِغَيْرِ تَوَانِ
الإمام القحطاني الأندلسي,الكامل,كَذَّبْتُمُ أَقْوَالَكُمْ بِفِعَالِكُمْ , وَحَمَلْتُمُ الدُّنْيَا عَلَى الأَدْيَانِ,كَذَّبْتُمُ أَقْوَالَكُمْ بِفِعَالِكُمْ وَحَمَلْتُمُ الدُّنْيَا عَلَى الأَدْيَانِ
الإمام القحطاني الأندلسي,الكامل,قُرَّاؤُكُمْ قَدْ أَشْبَهُوا فُقَهَاءَكُمْ , فِئَتَانِ لِلرَّحْمَنِ عَاصِيَتَانِ,قُرَّاؤُكُمْ قَدْ أَشْبَهُوا فُقَهَاءَكُمْ فِئَتَانِ لِلرَّحْمَنِ عَاصِيَتَانِ
الإمام القحطاني الأندلسي,الكامل,يَتَكَالَبَانِ عَلَى الْحَرَامِ وَأَهْلِهِ , فِعْلَ الْكِلاَبِ بِجِيفَةِ اللُّحْمَانِ,يَتَكَالَبَانِ عَلَى الْحَرَامِ وَأَهْلِهِ فِعْلَ الْكِلاَبِ بِجِيفَةِ اللُّحْمَانِ
الإمام القحطاني الأندلسي,الكامل,يَا أَشْعَرِيَّةُ هَلْ شَعَرْتُمْ أَنَّنِي , رَمَدُ الْعُيُونِ وَحِكَّةُ الأَجْفَانِ,يَا أَشْعَرِيَّةُ هَلْ شَعَرْتُمْ أَنَّنِي رَمَدُ الْعُيُونِ وَحِكَّةُ الأَجْفَانِ
الإمام القحطاني الأندلسي,الكامل,أَنَ في كُبُودِ الأَشْعَرِيَّةِ قَرْحَةٌ , أَرْبُو فَأَقْتُلُ كُلَّ مَنْ يَشْنَانِي,أَنَ في كُبُودِ الأَشْعَرِيَّةِ قَرْحَةٌ أَرْبُو فَأَقْتُلُ كُلَّ مَنْ يَشْنَانِي
الإمام القحطاني الأندلسي,الكامل,وَلَقَدْ بَرَزْتُ إِلَى كِبَارِ شُيُوخِكُمْ , فَصَرَفْتُ مِنْهُمْ كُلَّ مَنْ نَاوَانِي,وَلَقَدْ بَرَزْتُ إِلَى كِبَارِ شُيُوخِكُمْ فَصَرَفْتُ مِنْهُمْ كُلَّ مَنْ نَاوَانِي
الإمام القحطاني الأندلسي,الكامل,وَقَلَبْتُ أَرْضَ حِجَاجِهِمْ وَنَثَرْتُهَا , فَوَجَدتُّهَا قَوْلاً بِلاَ بُرْهَانِ,وَقَلَبْتُ أَرْضَ حِجَاجِهِمْ وَنَثَرْتُهَا فَوَجَدتُّهَا قَوْلاً بِلاَ بُرْهَانِ
الإمام القحطاني الأندلسي,الكامل,وَاللهُ أَيَّدَنِي وَثَبَّتَ حُجَّتِي , وَاللهُ مِنْ شُبُهَاتِهِمْ نَجَّانِي,وَاللهُ أَيَّدَنِي وَثَبَّتَ حُجَّتِي وَاللهُ مِنْ شُبُهَاتِهِمْ نَجَّانِي
الإمام القحطاني الأندلسي,الكامل,وَالْحَمْدُ للهِ الْمُهَيْمِنِ دَائِمًا , حَمْدًا يُلَقِّحُ فِطْنَتِي وَجَنَانِي,وَالْحَمْدُ للهِ الْمُهَيْمِنِ دَائِمًا حَمْدًا يُلَقِّحُ فِطْنَتِي وَجَنَانِي
الإمام القحطاني الأندلسي,الكامل,أَحَسِبْتُمُ يَا أَشْعَرِيَّةُ أَنَّنِي , مِمَّنْ يُقَعْقِعُ خَلْفَهُ بِشِنَانِ,أَحَسِبْتُمُ يَا أَشْعَرِيَّةُ أَنَّنِي مِمَّنْ يُقَعْقِعُ خَلْفَهُ بِشِنَانِ
الإمام القحطاني الأندلسي,الكامل,أَفَتُسْتَرُ الشَّمْسُ الْمُضِيئَةُ بِالسُّهَا , أَمْ هَلْ يُقَاسُ الْبَحْرُ بِالْخُلْجَانِ,أَفَتُسْتَرُ الشَّمْسُ الْمُضِيئَةُ بِالسُّهَا أَمْ هَلْ يُقَاسُ الْبَحْرُ بِالْخُلْجَانِ
